date,symbol,price,pe_ratio,to_buy
2023-01-18,FSLY,10.29,-27.07894736842105,1
2023-01-18,MGNI,9.41,-34.85185185185185,1
2023-01-18,AIV,7.45,-5.398550724637682,0
2023-01-18,ASTS,5.1,-12.439024390243905,1
2023-01-18,NRG,31.63,-6.631027253668764,1
2023-01-18,CCL,10.43,-8.21259842519685,1
2021-05-25,NCLH,31.12,-7.480769230769231,0
2021-05-25,AAL,23.21,-11.781725888324871,1
2021-05-25,VST,16.18,-3.843230403800475,1
2021-05-25,UAL,56.98,-13.28205128205128,0
2021-05-25,HIMS,11.65,-34.26470588235294,1
2021-05-25,RCL,89.0,-19.09871244635193,0
2021-05-25,DAL,46.67,-25.227027027027027,0
2021-05-25,FTI,8.04,9.804878048780488,1
2021-05-25,CCL,28.58,-15.877777777777776,0
2022-11-02,ZETA,8.06,-16.448979591836736,1
2022-11-02,HRB,38.51,-36.67619047619047,1
2022-11-02,FSLY,7.9,-15.192307692307692,1
2022-11-02,CELH,28.88,-36.1,1
2022-11-02,MGNI,6.95,-38.61111111111112,1
2022-11-02,U,26.59,-31.654761904761905,1
2022-11-02,ASTS,6.33,-10.55,1
2022-11-02,BA,147.41,-26.56036036036036,1
2021-11-18,NCLH,23.58,-10.296943231441048,0
2021-11-18,ZETA,8.64,-16.30188679245283,0
2021-11-18,HRB,24.24,-28.517647058823528,0
2021-11-18,RKLB,15.48,-39.69230769230769,0
2021-11-18,RCL,82.94,-14.83720930232558,0
2021-11-18,CCL,20.95,-8.379999999999999,0
2023-10-25,LNC,21.26,4.401656314699793,1
2023-10-25,ZETA,7.6,-28.148148148148145,1
2023-10-25,HRB,42.06,-37.55357142857142,1
2023-10-25,FSLY,14.22,-33.85714285714286,1
2023-10-25,WDC,42.18,-19.89622641509434,1
2023-10-25,ASTS,2.92,-5.2142857142857135,1
2024-02-16,NEM,33.43,-10.381987577639752,1
2024-02-16,HRB,46.86,-35.233082706766915,0
2024-02-16,ALB,122.59,-23.306083650190114,1
2024-02-16,LEG,19.8,-9.082568807339449,0
2024-02-16,AIV,7.66,-7.158878504672897,0
2024-02-16,CORZ,3.73,-7.313725490196078,0
2024-02-16,ASTS,3.43,-9.8,0
2022-09-12,NCLH,14.8,-12.131147540983608,1
2022-09-12,ZETA,7.9,-12.53968253968254,1
2022-09-12,VST,25.79,-8.135646687697161,0
2022-09-12,MSTR,26.3,-2.797872340425532,0
2022-09-12,AIV,9.22,5.835443037974684,0
2023-06-30,ZETA,8.54,-25.117647058823525,1
2023-06-30,MU,63.11,-36.47976878612717,1
2023-06-30,MGNI,13.65,-25.27777777777777,1
2023-06-30,WDC,37.93,-17.00896860986547,1
2023-06-30,ASTS,4.7,-19.583333333333336,0
2023-02-01,ZETA,9.38,-26.05555555555556,1
2023-02-01,HRB,39.46,-27.5944055944056,0
2023-02-01,MSTR,26.79,-12.232876712328768,1
2023-02-01,FSLY,10.71,-28.18421052631579,1
2023-02-01,AIV,7.59,-5.5,0
2023-02-01,ASTS,5.57,-13.58536585365854,1
2023-02-01,NRG,34.6,-7.253668763102726,0
2023-02-01,CCL,11.34,-8.929133858267717,0
2023-11-16,LNC,23.3,4.824016563146998,1
2023-11-16,ZETA,8.43,-31.222222222222214,1
2023-11-16,FSLY,16.25,-38.69047619047619,1
2023-11-16,GTLB,48.55,-26.385869565217387,1
2023-11-16,WDC,46.01,-21.702830188679243,1
2023-11-16,ASTS,4.57,-8.160714285714285,1
2022-07-07,NCLH,11.81,-9.68032786885246,1
2022-07-07,ZETA,4.71,-7.476190476190476,1
2022-07-07,VST,22.23,-7.012618296529968,1
2022-07-07,MSTR,21.95,-2.335106382978723,1
2022-07-07,AIV,6.73,4.259493670886076,1
2022-07-07,CCL,9.33,-5.795031055900621,1
2024-02-14,NEM,32.12,-9.975155279503104,1
2024-02-14,HRB,47.26,-35.53383458646616,0
2024-02-14,ALB,114.39,-21.747148288973385,1
2024-02-14,LEG,19.82,-9.091743119266054,0
2024-02-14,AIV,7.46,-6.971962616822429,1
2024-02-14,CORZ,3.8,-7.450980392156862,0
2024-02-14,ASTS,3.32,-9.485714285714286,0
2023-04-27,ZETA,9.88,-26.0,0
2023-04-27,CLBT,5.3,-24.09090909090909,1
2023-04-27,MU,61.9,-29.061032863849768,1
2023-04-27,MSTR,31.86,8.169230769230769,1
2023-04-27,ALK,42.97,-38.71171171171171,1
2023-04-27,MGNI,9.46,-12.958904109589042,1
2023-04-27,IONQ,5.55,-39.64285714285714,1
2023-04-27,ASTS,5.17,-8.206349206349206,1
2023-04-27,NRG,34.07,-5.874137931034483,1
2021-04-07,NCLH,31.31,-7.5264423076923075,0
2021-04-07,AAL,23.93,-12.147208121827411,0
2021-04-07,HRB,22.79,-17.944881889763778,1
2021-04-07,VST,17.69,-4.201900237529691,0
2021-04-07,UAL,59.57,-13.885780885780886,0
2021-04-07,HIMS,13.04,-38.35294117647058,1
2021-04-07,RCL,91.04,-19.53648068669528,0
2021-04-07,DAL,50.2,-27.135135135135137,0
2021-04-07,FTI,7.88,9.609756097560975,1
2021-04-07,CCL,29.0,-16.11111111111111,0
2023-07-21,ZETA,8.93,-26.26470588235294,0
2023-07-21,MU,65.65,-37.94797687861272,0
2023-07-21,MGNI,14.48,-26.814814814814813,0
2023-07-21,WDC,38.3,-17.17488789237668,1
2023-07-21,ASTS,3.97,-16.541666666666668,1
2024-05-20,CLBT,11.79,-32.75,1
2024-05-20,FSLY,8.76,-27.375,0
2024-05-20,CORZ,3.92,4.307692307692308,1
2024-05-20,ASTS,5.28,-33.0,1
2022-12-27,ZETA,8.04,-16.408163265306122,1
2022-12-27,HRB,37.79,-35.99047619047619,0
2022-12-27,FSLY,7.48,-14.384615384615383,1
2022-12-27,U,26.47,-31.511904761904763,1
2022-12-27,S,13.08,-37.371428571428574,1
2022-12-27,IONQ,3.1,-25.833333333333336,1
2022-12-27,ASTS,3.65,-6.083333333333333,1
2022-12-27,BA,189.4,-34.12612612612613,1
2022-12-27,CCL,7.67,-6.039370078740157,1
2023-01-26,ZETA,8.81,-24.472222222222225,1
2023-01-26,HRB,38.56,-26.965034965034967,0
2023-01-26,MSTR,24.53,-11.200913242009133,1
2023-01-26,FSLY,10.28,-27.052631578947366,1
2023-01-26,AIV,7.55,-5.471014492753623,0
2023-01-26,ASTS,5.09,-12.414634146341465,1
2023-01-26,NRG,33.49,-7.020964360587003,0
2023-01-26,CCL,10.63,-8.370078740157481,1
2021-07-22,NCLH,25.64,-13.216494845360826,1
2021-07-22,ZETA,6.42,-3.47027027027027,1
2021-07-22,MSTR,55.59,-18.107491856677527,1
2021-07-22,UAL,47.95,-35.78358208955224,0
2021-07-22,RCL,77.76,-14.699432892249527,1
2021-07-22,ASTS,11.72,-30.05128205128205,1
2021-07-22,FTI,7.24,-19.56756756756757,0
2021-07-22,CCL,22.71,-12.40983606557377,1
2021-07-21,NCLH,26.08,-13.443298969072163,0
2021-07-21,ZETA,6.05,-3.27027027027027,1
2021-07-21,MSTR,55.69,-18.140065146579804,1
2021-07-21,UAL,48.1,-35.8955223880597,0
2021-07-21,RCL,78.9,-14.914933837429112,1
2021-07-21,ASTS,11.61,-29.769230769230766,1
2021-07-21,FTI,7.85,-21.21621621621621,0
2021-07-21,CCL,23.19,-12.672131147540984,1
2021-04-13,NCLH,29.41,-7.069711538461538,1
2021-04-13,AAL,22.56,-11.451776649746192,1
2021-04-13,HRB,22.4,-17.63779527559055,1
2021-04-13,VST,17.55,-4.168646080760095,0
2021-04-13,UAL,56.66,-13.207459207459207,0
2021-04-13,HIMS,12.12,-35.647058823529406,1
2021-04-13,RCL,86.53,-18.568669527897,1
2021-04-13,DAL,48.26,-26.08648648648649,0
2021-04-13,FTI,7.26,8.853658536585366,1
2021-04-13,CCL,27.82,-15.455555555555556,1
2021-09-08,NCLH,24.42,-12.587628865979385,1
2021-09-08,ZETA,6.97,-3.7675675675675673,1
2021-09-08,MSTR,63.86,-20.80130293159609,1
2021-09-08,UAL,45.53,-33.97761194029851,1
2021-09-08,RCL,80.29,-15.177693761814746,1
2021-09-08,ASTS,11.87,-30.435897435897434,0
2021-09-08,FTI,6.29,-17.0,1
2021-09-08,CCL,22.78,-9.112,1
2024-02-13,NEM,32.04,-9.95031055900621,1
2024-02-13,HRB,47.01,-35.34586466165413,0
2024-02-13,ALB,112.2,-21.330798479087456,1
2024-02-13,LEG,19.91,-9.133027522935778,0
2024-02-13,AIV,7.34,-6.859813084112149,1
2024-02-13,CORZ,3.67,-7.196078431372548,0
2024-02-13,ASTS,3.17,-9.057142857142855,0
2022-07-21,NCLH,12.48,-10.229508196721312,1
2022-07-21,ZETA,5.54,-8.793650793650794,1
2022-07-21,VST,23.36,-7.369085173501578,1
2022-07-21,MSTR,28.97,-3.081914893617021,1
2022-07-21,AIV,7.49,4.740506329113924,1
2022-07-21,CCL,9.85,-6.118012422360248,1
2022-04-26,NCLH,19.82,-8.434042553191489,0
2022-04-26,ZETA,10.96,-20.296296296296298,0
2022-04-26,AAL,18.77,-7.448412698412699,0
2022-04-26,MSTR,39.1,-33.70689655172414,0
2022-04-26,FSLY,16.62,-30.77777777777778,0
2022-04-26,MGNI,10.33,-30.382352941176467,1
2022-04-26,RCL,78.67,-16.738297872340425,0
2022-04-26,DAL,41.9,-28.31081081081081,0
2022-04-26,ASTS,7.31,-10.013698630136986,1
2022-04-26,CCL,17.5,-10.542168674698797,0
2021-02-24,NCLH,31.27,-12.458167330677291,0
2021-02-24,AAL,21.82,-5.727034120734908,1
2021-02-24,HRB,19.53,-15.377952755905511,1
2021-02-24,MRO,11.84,-27.53488372093023,0
2021-02-24,UAL,54.96,-8.60093896713615,1
2021-02-24,ALK,67.45,-19.438040345821324,0
2021-02-24,AIV,5.03,-19.346153846153847,1
2021-02-24,HBI,18.25,-19.21052631578948,1
2021-02-24,RCL,96.66,-15.871921182266007,0
2021-02-24,BA,229.34,-15.654607508532424,1
2021-02-24,LUV,59.29,-38.5,0
2021-02-24,CCL,27.01,-9.411149825783973,0
2024-04-12,CLBT,10.55,-29.30555555555556,1
2024-04-12,ALK,41.3,-39.33333333333333,0
2024-04-12,CORZ,3.01,3.3076923076923075,1
2024-04-12,ASTS,2.13,-13.312499999999998,1
2022-09-19,NCLH,15.33,-12.565573770491804,1
2022-09-19,ZETA,6.58,-10.444444444444445,1
2022-09-19,VST,25.62,-8.082018927444796,0
2022-09-19,MSTR,20.62,-2.193617021276596,1
2022-09-19,MGNI,7.37,-38.78947368421053,1
2022-09-19,AIV,8.85,5.60126582278481,0
2021-03-25,NCLH,26.04,-10.374501992031872,1
2021-03-25,AAL,22.77,-5.9763779527559056,1
2021-03-25,HRB,20.55,-16.181102362204726,1
2021-03-25,MRO,10.53,-24.48837209302325,1
2021-03-25,UAL,56.05,-8.77151799687011,0
2021-03-25,ALK,67.75,-19.52449567723343,0
2021-03-25,AIV,5.83,-22.423076923076923,1
2021-03-25,HBI,20.05,-21.10526315789474,1
2021-03-25,RCL,83.45,-13.702791461412152,1
2021-03-25,DAL,47.01,-39.50420168067227,0
2021-03-25,BA,247.19,-16.873037542662114,0
2021-03-25,LUV,59.91,-38.9025974025974,0
2021-03-25,CCL,25.85,-14.36111111111111,1
2022-03-08,NCLH,15.96,-3.980049875311721,1
2022-03-08,ZETA,10.52,-22.382978723404257,1
2022-03-08,HRB,23.95,-21.77272727272727,1
2022-03-08,FSLY,14.98,-30.571428571428573,1
2022-03-08,HIMS,4.29,-28.6,1
2022-03-08,TMDX,16.18,-35.17391304347826,1
2022-03-08,RCL,64.54,-12.108818011257036,1
2022-03-08,IONQ,11.77,-30.17948717948718,1
2022-03-08,BA,173.8,-24.75783475783476,1
2022-03-08,FTI,7.88,-22.51428571428572,1
2022-03-08,NRG,37.44,-21.39428571428571,1
2022-03-08,CCL,15.88,-9.566265060240966,1
2022-05-09,NCLH,15.95,-6.787234042553191,0
2022-05-09,ZETA,7.38,-13.666666666666666,1
2022-05-09,CLBT,4.99,17.82142857142857,1
2022-05-09,AAL,16.32,-6.476190476190476,1
2022-05-09,MSTR,21.91,-18.88793103448276,1
2022-05-09,FSLY,11.74,-21.74074074074074,1
2022-05-09,MGNI,9.11,-26.79411764705882,1
2022-05-09,RCL,61.41,-13.06595744680851,0
2022-05-09,DAL,38.25,-25.8445945945946,1
2022-05-09,ASTS,7.63,-10.452054794520548,1
2022-05-09,CCL,14.14,-8.518072289156628,0
2022-02-18,NCLH,21.2,-5.286783042394015,0
2022-02-18,ZETA,11.09,-23.595744680851062,1
2022-02-18,HRB,24.98,-22.709090909090907,1
2022-02-18,FSLY,18.7,-38.16326530612245,0
2022-02-18,HIMS,4.4,-29.333333333333336,1
2022-02-18,TMDX,14.37,-31.23913043478261,1
2022-02-18,RCL,83.69,-15.701688555347092,0
2022-02-18,IONQ,14.68,-37.64102564102564,0
2022-02-18,BA,209.03,-29.77635327635328,0
2022-02-18,FTI,6.47,-18.485714285714288,1
2022-02-18,NRG,38.43,-21.96,0
2022-02-18,CCL,22.17,-9.597402597402596,0
2021-06-01,NCLH,32.76,-7.874999999999999,0
2021-06-01,AAL,24.67,-12.52284263959391,0
2021-06-01,VST,16.45,-3.907363420427554,1
2021-06-01,UAL,59.67,-13.90909090909091,0
2021-06-01,HIMS,13.2,-38.8235294117647,1
2021-06-01,RCL,96.25,-20.65450643776824,0
2021-06-01,DAL,47.7,-25.783783783783782,0
2021-06-01,FTI,8.97,10.939024390243905,1
2021-06-01,CCL,30.15,-16.475409836065573,0
2021-07-20,NCLH,23.68,-12.20618556701031,1
2021-07-20,ZETA,6.01,-3.2486486486486483,1
2021-07-20,MSTR,50.18,-16.34527687296417,1
2021-07-20,UAL,46.32,-34.56716417910447,0
2021-07-20,RCL,74.89,-14.156899810964084,1
2021-07-20,ASTS,11.4,-29.23076923076923,1
2021-07-20,FTI,7.46,-20.16216216216216,0
2021-07-20,CCL,21.19,-11.579234972677597,1
2024-06-17,CLBT,12.24,-34.0,1
2024-06-17,FSLY,7.08,-22.125,1
2024-06-17,ALK,41.15,-39.19047619047619,0
2024-06-17,CORZ,9.69,10.648351648351648,1
2024-06-17,IONQ,7.56,-39.78947368421052,1
2023-01-25,ZETA,8.85,-24.58333333333333,1
2023-01-25,HRB,37.82,-26.44755244755245,0
2023-01-25,MSTR,24.58,-11.223744292237445,1
2023-01-25,FSLY,9.95,-26.184210526315788,1
2023-01-25,MGNI,10.77,-39.888888888888886,1
2023-01-25,AIV,7.58,-5.492753623188406,0
2023-01-25,ASTS,5.22,-12.731707317073171,1
2023-01-25,NRG,33.15,-6.949685534591195,0
2023-01-25,CCL,10.88,-8.566929133858268,1
2022-07-20,NCLH,13.46,-11.032786885245905,1
2022-07-20,ZETA,5.45,-8.65079365079365,1
2022-07-20,VST,23.64,-7.457413249211357,0
2022-07-20,MSTR,28.88,-3.0723404255319147,1
2022-07-20,AIV,7.35,4.651898734177215,1
2022-07-20,CCL,11.09,-6.888198757763974,0
2024-07-10,LEG,11.25,-2.562642369020501,1
2024-07-10,FSLY,7.13,-22.28125,1
2024-07-10,AIV,8.31,-19.32558139534884,1
2024-07-10,OKLO,7.78,-1.504835589941973,1
2024-07-10,CORZ,9.77,-2.16629711751663,1
2024-07-10,ASTS,11.88,-23.294117647058822,1
2021-07-29,NCLH,25.31,-13.04639175257732,1
2021-07-29,ZETA,6.02,-3.2540540540540537,1
2021-07-29,MSTR,62.5,-20.358306188925084,1
2021-07-29,UAL,48.49,-36.1865671641791,0
2021-07-29,RCL,80.02,-15.126654064272213,1
2021-07-29,ASTS,10.69,-27.41025641025641,1
2021-07-29,FTI,7.42,-20.054054054054053,0
2021-07-29,CCL,22.71,-12.40983606557377,1
2022-07-28,NCLH,12.11,-9.92622950819672,1
2022-07-28,ZETA,5.17,-8.206349206349206,1
2022-07-28,VST,24.82,-7.829652996845426,0
2022-07-28,MSTR,27.57,-2.932978723404255,1
2022-07-28,AIV,8.12,5.139240506329113,1
2022-07-28,CCL,9.1,-5.652173913043478,1
2024-07-19,LEG,12.66,-2.883826879271071,1
2024-07-19,FSLY,7.75,-24.21875,0
2024-07-19,AIV,9.01,-20.953488372093023,0
2024-07-19,OKLO,8.61,-1.665377176015474,0
2024-07-19,CORZ,10.39,-2.3037694013303773,1
2024-07-19,ASTS,12.84,-25.176470588235293,1
2023-11-29,LNC,24.03,4.975155279503106,1
2023-11-29,ZETA,8.24,-30.51851851851852,1
2023-11-29,GTLB,48.6,-26.41304347826087,1
2023-11-29,WDC,47.32,-22.32075471698113,1
2023-11-29,ASTS,5.02,-8.964285714285714,1
2024-05-13,CLBT,11.15,-30.972222222222225,1
2024-05-13,FSLY,8.7,-27.1875,0
2024-05-13,CORZ,3.64,4.0,1
2024-05-13,ASTS,2.24,-14.000000000000002,1
2023-03-28,ZETA,10.42,-28.944444444444446,0
2023-03-28,HRB,34.48,-24.11188811188811,0
2023-03-28,MU,59.28,-27.83098591549296,1
2023-03-28,MSTR,24.83,-11.337899543378995,1
2023-03-28,MGNI,9.0,-33.33333333333333,1
2023-03-28,AIV,7.13,-5.166666666666667,1
2023-03-28,ASTS,5.62,-13.707317073170731,1
2023-03-28,NRG,32.64,-6.842767295597485,0
2022-04-19,NCLH,22.18,-9.438297872340424,0
2022-04-19,ZETA,12.34,-22.85185185185185,0
2022-04-19,CLBT,5.48,19.57142857142857,0
2022-04-19,AAL,19.59,-7.773809523809524,0
2022-04-19,FSLY,19.69,-36.46296296296296,0
2022-04-19,MGNI,11.68,-34.35294117647059,0
2022-04-19,RCL,84.48,-17.974468085106384,0
2022-04-19,DAL,43.04,-29.08108108108108,0
2022-04-19,ASTS,8.24,-11.287671232876711,0
2022-04-19,CCL,19.91,-11.99397590361446,0
2021-06-08,NCLH,33.71,-8.103365384615385,0
2021-06-08,AAL,24.22,-12.294416243654824,0
2021-06-08,VST,18.15,-4.311163895486936,0
2021-06-08,UAL,57.73,-13.456876456876456,0
2021-06-08,RCL,94.95,-20.37553648068669,0
2021-06-08,DAL,47.04,-25.427027027027027,0
2021-06-08,FTI,10.6,12.926829268292684,0
2021-06-08,CCL,31.08,-16.983606557377048,0
2021-05-18,NCLH,29.23,-7.026442307692308,1
2021-05-18,AAL,23.56,-11.95939086294416,0
2021-05-18,VST,16.15,-3.8361045130641327,1
2021-05-18,UAL,56.38,-13.142191142191145,0
2021-05-18,HIMS,10.05,-29.558823529411764,1
2021-05-18,RCL,84.98,-18.236051502145923,1
2021-05-18,DAL,46.73,-25.259459459459457,0
2021-05-18,FTI,8.32,10.146341463414634,1
2021-05-18,CCL,28.0,-15.555555555555555,1
2022-05-12,NCLH,14.77,-6.285106382978723,1
2022-05-12,ZETA,7.36,-13.62962962962963,1
2022-05-12,CLBT,4.65,16.607142857142858,1
2022-05-12,AAL,15.49,-6.146825396825397,1
2022-05-12,MSTR,17.12,-14.758620689655174,1
2022-05-12,FSLY,10.75,-19.907407407407405,1
2022-05-12,ALK,44.61,-39.131578947368425,1
2022-05-12,MGNI,9.33,-27.441176470588232,1
2022-05-12,HIMS,3.2,-39.90024937655861,1
2022-05-12,RCL,57.78,-12.293617021276596,1
2022-05-12,DAL,36.67,-24.777027027027028,1
2022-05-12,ASTS,7.61,-10.424657534246576,1
2022-05-12,CCL,13.26,-7.9879518072289155,1
2021-05-06,NCLH,27.81,-6.685096153846153,1
2021-05-06,AAL,21.49,-10.908629441624363,1
2021-05-06,VST,16.06,-3.8147268408551063,1
2021-05-06,UAL,53.05,-12.365967365967364,1
2021-05-06,HIMS,10.73,-31.558823529411764,1
2021-05-06,RCL,80.7,-17.317596566523605,1
2021-05-06,DAL,44.93,-24.286486486486485,0
2021-05-06,FTI,8.18,9.975609756097562,1
2021-05-06,CCL,25.95,-14.416666666666666,1
2022-10-28,ZETA,8.28,-16.897959183673468,1
2022-10-28,HRB,41.65,-39.66666666666666,0
2022-10-28,FSLY,8.58,-16.5,1
2022-10-28,CELH,30.57,-38.2125,1
2022-10-28,U,29.23,-34.79761904761905,1
2022-10-28,ASTS,6.52,-10.866666666666667,1
2022-10-28,BA,143.84,-25.91711711711712,1
2021-03-19,AAL,24.97,-6.553805774278215,0
2021-03-19,HRB,21.38,-16.834645669291337,1
2021-03-19,MRO,11.02,-25.627906976744185,1
2021-03-19,UAL,60.77,-9.510172143974962,0
2021-03-19,ALK,70.78,-20.39769452449568,0
2021-03-19,AIV,5.54,-21.307692307692307,1
2021-03-19,HBI,20.8,-21.894736842105264,0
2021-03-19,RCL,90.72,-14.89655172413793,0
2021-03-19,BA,255.82,-17.46211604095563,0
2021-03-19,LUV,61.05,-39.64285714285714,0
2021-03-19,CCL,28.96,-16.08888888888889,0
2021-11-17,NCLH,24.0,-10.480349344978166,0
2021-11-17,ZETA,8.99,-16.962264150943394,0
2021-11-17,HRB,24.32,-28.611764705882354,0
2021-11-17,RCL,83.27,-14.896243291592128,0
2021-11-17,CCL,21.33,-8.532,0
2021-01-29,NCLH,22.65,-9.02390438247012,1
2021-01-29,AAL,17.17,-4.5065616797900265,1
2021-01-29,HRB,17.23,-14.60169491525424,1
2021-01-29,MRO,7.24,-16.837209302325583,1
2021-01-29,UAL,39.99,-6.258215962441315,1
2021-01-29,ALK,48.83,-14.072046109510085,1
2021-01-29,AIV,4.59,-17.653846153846153,1
2021-01-29,WYNN,99.53,-39.49603174603175,1
2021-01-29,HBI,15.29,-16.094736842105263,1
2021-01-29,LYV,66.45,-31.794258373205743,1
2021-01-29,RCL,65.0,-10.673234811165846,1
2021-01-29,DAL,37.96,-31.89915966386555,1
2021-01-29,BA,194.19,-13.255290102389075,1
2021-01-29,LUV,43.94,-28.53246753246753,1
2021-01-29,CCL,18.67,-6.505226480836237,1
2021-09-02,NCLH,25.48,-13.134020618556702,1
2021-09-02,ZETA,7.14,-3.859459459459459,1
2021-09-02,MSTR,69.57,-22.661237785016286,1
2021-09-02,UAL,46.76,-34.895522388059696,1
2021-09-02,RCL,82.93,-15.676748582230625,1
2021-09-02,ASTS,12.38,-31.743589743589745,0
2021-09-02,FTI,6.79,-18.35135135135135,1
2021-09-02,CCL,24.02,-9.608,0
2023-10-03,ZETA,8.02,-29.7037037037037,1
2023-10-03,HRB,41.4,-36.96428571428571,1
2023-10-03,MSTR,31.13,-30.82178217821782,1
2023-10-03,WDC,44.82,-21.141509433962263,1
2023-10-03,ASTS,3.64,-6.5,1
2022-07-01,NCLH,11.33,-9.28688524590164,1
2022-07-01,ZETA,4.27,-6.777777777777777,1
2022-07-01,VST,23.35,-7.365930599369086,1
2022-07-01,MSTR,16.68,-1.774468085106383,1
2022-07-01,AIV,6.81,4.310126582278481,1
2022-07-01,ASTS,6.33,-39.5625,1
2022-07-01,CCL,8.82,-5.478260869565217,1
2021-02-08,NCLH,25.01,-9.964143426294822,1
2021-02-08,AAL,17.77,-4.664041994750656,1
2021-02-08,HRB,19.03,-14.984251968503935,1
2021-02-08,MRO,8.98,-20.88372093023256,1
2021-02-08,UAL,44.35,-6.940532081377152,1
2021-02-08,ALK,57.08,-16.449567723342938,1
2021-02-08,AIV,4.9,-18.846153846153847,1
2021-02-08,HBI,15.98,-16.821052631578947,1
2021-02-08,LYV,76.39,-36.55023923444976,1
2021-02-08,RCL,70.7,-11.609195402298852,1
2021-02-08,DAL,43.24,-36.33613445378152,1
2021-02-08,BA,211.95,-14.467576791808872,1
2021-02-08,LUV,52.24,-33.922077922077925,1
2021-02-08,CCL,21.61,-7.529616724738675,1
2021-10-12,NCLH,27.04,-11.807860262008733,0
2021-10-12,ZETA,7.97,-15.037735849056602,1
2021-10-12,HRB,24.96,-29.364705882352943,0
2021-10-12,RKLB,13.5,-34.61538461538461,1
2021-10-12,RCL,88.67,-15.862254025044724,0
2021-10-12,CCL,24.33,-9.732,0
2024-08-05,LEG,12.7,-2.8929384965831435,1
2024-08-05,FSLY,7.09,-22.15625,0
2024-08-05,AIV,8.71,-20.25581395348837,0
2024-08-05,OKLO,7.64,-1.4777562862669245,1
2024-08-05,CORZ,8.22,-1.8226164079822615,1
2024-08-05,IONQ,6.57,-36.5,1
2024-08-05,ASTS,18.59,-36.45098039215687,1
2023-10-27,LNC,21.32,4.41407867494824,1
2023-10-27,ZETA,7.66,-28.37037037037037,1
2023-10-27,HRB,40.91,-36.52678571428571,1
2023-10-27,FSLY,14.12,-33.61904761904762,1
2023-10-27,WDC,38.97,-18.382075471698112,1
2023-10-27,ASTS,3.05,-5.44642857142857,1
2021-11-11,NCLH,26.3,-11.48471615720524,0
2021-11-11,ZETA,9.88,-18.641509433962263,0
2021-11-11,HRB,24.6,-28.94117647058824,0
2021-11-11,RKLB,14.23,-36.48717948717949,1
2021-11-11,RCL,86.3,-15.438282647584971,0
2021-11-11,CCL,23.02,-9.208,0
2024-04-01,CLBT,11.01,-30.58333333333333,0
2024-04-01,CORZ,3.53,3.879120879120879,1
2024-04-01,ASTS,2.63,-16.4375,1
2023-03-06,ZETA,10.84,-30.11111111111111,0
2023-03-06,HRB,35.94,-25.132867132867133,0
2023-03-06,MU,56.83,-26.68075117370892,1
2023-03-06,MSTR,23.75,-10.844748858447488,1
2023-03-06,FSLY,15.0,-39.47368421052632,1
2023-03-06,MGNI,10.26,-38.0,1
2023-03-06,ASTS,6.98,-17.02439024390244,0
2023-03-06,NRG,34.38,-7.207547169811322,0
2023-06-08,ZETA,8.97,-23.60526315789474,0
2023-06-08,CLBT,5.96,-27.09090909090909,1
2023-06-08,MU,65.32,-37.75722543352601,0
2023-06-08,MSTR,29.09,7.458974358974359,1
2023-06-08,MGNI,13.24,-18.136986301369863,1
2023-06-08,ASTS,5.8,-9.206349206349206,1
2023-06-08,NRG,33.95,-5.853448275862069,1
2022-10-12,ZETA,6.98,-14.244897959183676,1
2022-10-12,HRB,38.75,-36.90476190476191,1
2022-10-12,FSLY,7.81,-15.019230769230768,1
2022-10-12,CELH,30.11,-37.6375,1
2022-10-12,MGNI,6.45,-35.833333333333336,1
2022-10-12,U,30.77,-36.63095238095238,1
2022-10-12,ASTS,7.06,-11.766666666666666,1
2022-10-12,BA,130.42,-23.499099099099094,1
2022-07-14,NCLH,11.18,-9.163934426229508,1
2022-07-14,ZETA,4.4,-6.984126984126985,1
2022-07-14,VST,22.93,-7.233438485804417,1
2022-07-14,MSTR,20.46,-2.176595744680851,1
2022-07-14,MGNI,7.23,-38.05263157894737,1
2022-07-14,AIV,6.85,4.335443037974684,1
2022-07-14,ASTS,6.35,-39.6875,1
2022-07-14,CCL,8.71,-5.409937888198758,1
2022-02-15,NCLH,22.55,-5.623441396508729,0
2022-02-15,ZETA,11.89,-25.29787234042553,1
2022-02-15,HRB,24.45,-22.227272727272723,1
2022-02-15,HIMS,4.87,-32.46666666666667,1
2022-02-15,TMDX,15.61,-33.93478260869565,1
2022-02-15,RCL,86.27,-16.185741088180112,0
2022-02-15,BA,217.73,-31.015669515669515,0
2022-02-15,FTI,6.71,-19.17142857142857,1
2022-02-15,NRG,38.95,-22.25714285714286,0
2022-02-15,CCL,22.78,-9.861471861471864,0
2023-09-25,ZETA,7.8,-22.941176470588232,1
2023-09-25,MGNI,7.51,-13.907407407407408,1
2023-09-25,ASTS,3.77,-15.708333333333334,1
2024-01-10,NEM,37.95,-11.785714285714286,0
2024-01-10,HRB,46.14,-34.691729323308266,0
2024-01-10,ALB,132.94,-25.273764258555133,0
2024-01-10,LEG,26.03,-11.940366972477063,0
2024-01-10,GTLB,62.29,-33.85326086956522,1
2024-01-10,AIV,7.83,-7.317757009345794,0
2024-01-10,ASTS,4.95,-14.142857142857144,0
2021-08-03,NCLH,23.19,-11.95360824742268,1
2021-08-03,ZETA,5.91,-3.1945945945945944,1
2021-08-03,MSTR,62.51,-20.36156351791531,1
2021-08-03,UAL,46.54,-34.731343283582085,1
