date,symbol,price,pe_ratio,to_buy,sma_10d,sma_100d,sma_50d,std_10d,sma_10d_1weeks_ago,sma_10d_1months_ago,sma_10d_2months_ago,sma_10d_3months_ago,sma_10d_4months_ago,sma_10d_5months_ago,sma_10d_6months_ago,sma_10d_7months_ago,sma_10d_11months_ago,month,RnD_expenses,revenues,GP,netIncome,dividendsPaid,sector,ebitda,income_lag_days,marketCap,total_debt,balance_lag_days,other_expenses,cashcasheq,netDebt,curr_est_eps,curr_est_rev,future_est_rev,EV,max_in_4M,max4M_lag,min_in_4M,min4M_lag,max_minus_min,var_price_to_minmax,maxPercen_4M,max_in_1M,max1M_lag,min_in_1M,min1M_lag,max_minus_min1M,var_price_to_minmax1M,maxPercen_1M,max_in_2W,max2W_lag,min_in_2W,min2W_lag,max_minus_min2W,var_price_to_minmax2W,maxPercen_2W,max_in_8M,max8M_lag,dist_max8M_4M,min_in_8M,min8M_lag,dist_min8M_4M,max_minus_min8M,var_price_minmax8M,maxPercen_8M,ebitdaMargin,Spread1Mby8M,Spread4Mby8M,Spread1Mby4M,debtToPrice,markRevRatio,eps_growth,pe,peg,PS_to_PEG,netDebtToPrice,dividend_payout_ratio,EVEbitdaRatio,EVGP,EVRevenues,fwdPriceTosale,fwdPriceTosale_diff,var_sma50D,var_sma100D,var_sma10D,var_sma10D_50D,var_sma50D_100D,var_sma10D_100D,relative_std,deriv_1w,deriv_1m,deriv_2m,deriv_3m,deriv_4m,deriv_5m,deriv_6m,deriv_max4M,deriv_min4M,deriv_max8M,deriv_min8M,deriv_1w1m_growth,deriv_1m2m_growth,deriv_3m4m_growth,1W_return,price_to_SMA10d_1W,price_to_SMA10d_5M,1M_return,2M_return,3M_return,4M_return,5M_return,6M_return,7M_return,1y_return,1M_1W_growth,2M_1W_growth,1M1W_2M1W_growth,2M_1M_growth,3M_2M_growth,4M_3M_growth,1Y_6M_growth,price_to_sma_10d_ratio,price_to_sma_50d_ratio,price_to_sma_100d_ratio,sma_10d_to_sma_50d_ratio,sma_10d_to_sma_100d_ratio,sma_50d_to_sma_100d_ratio,smas_above_count,price_above_all_sma,price_below_all_sma,combined_valuation_score,market_cap_quintile,return_to_pe,sma10_yoy_growth
2024-02-22,AIV,7.65,-7.15,0,7.59,7.07,7.64,0.13,7.49,7.73,7.53,6.5,6.41,7.25,8.02,8.66,7.19,2,0,49352000,12559000,-151500000,0,real estate,-127483000,53,1080202950.0,1277921000,53,-12279000,139267000,1138654000,-0.06,48776000.0,49846000.0,2218856950.0,7.98,56,5.68,115,2.3,0.86,0.04,7.84,1,7.34,9,0.5,0.62,0.02,7.84,1,7.34,9,0.5,0.62,0.02,8.89,216,160,5.68,115,0,3.21,0.61,0.16,-2.58,0.16,0.72,0.22,1.18,21.89,0.5,-127.5,-255.0,-11.65,1.05,-0.0,-17.41,176.67,44.96,21.67,-0.22,0.0,0.08,0.01,-0.01,0.08,0.07,0.02,0.64,-0.08,0.06,0.38,0.31,0.08,-0.06,-0.01,0.02,-0.01,0.02,-9.0,-2.33,0.24,0.02,1.02,1.06,-0.01,0.02,0.18,0.19,0.06,-0.05,-0.12,0.06,-0.03,-0.01,4.84,0.03,0.16,0.01,0.12,0.01,0.0,0.08,-0.01,0.07,0.08,3,1,0,-55.81,1,-0.0,5.56
2024-07-25,LEG,12.85,-2.93,0,12.58,14.73,11.72,0.25,11.86,11.57,11.74,17.84,18.84,20.29,23.75,26.52,27.84,7,0,1129200000,184500000,-602200000,-61700000,consumer cyclical,-579100000,25,1757880000.0,2208900000,25,2800000,307000000,1901900000,0.29,1131675000.0,1103550000.0,3659780000.0,19.15,119,10.32,58,8.83,0.29,0.49,12.89,3,10.67,16,2.22,0.98,0.0,12.89,3,12.12,10,0.77,0.95,0.0,27.05,224,105,10.32,58,0,16.73,0.15,1.11,-0.51,0.13,0.53,0.25,1.26,1.56,0.12,44.7,386.47,248.25,1.08,0.1,-6.32,19.84,3.24,1.59,0.04,0.1,-0.13,0.02,0.07,-0.2,-0.15,0.02,3.96,1.28,0.55,-1.66,-1.5,-1.49,-1.82,-0.05,0.04,-0.06,0.04,2.09,1.31,0.11,0.08,1.08,0.63,0.11,0.09,-0.28,-0.32,-0.37,-0.46,-0.52,-0.54,0.03,0.01,1.45,-0.01,-0.34,-0.05,-0.15,0.02,0.1,-0.13,0.07,-0.15,-0.2,2,0,0,111.17,2,-0.01,-54.81
2024-07-25,FSLY,8.1,-25.31,0,7.81,10.03,7.74,0.23,7.56,7.19,8.74,12.72,12.94,18.6,18.93,18.23,19.68,7,35106000,132371000,68401000,-43729000,0,technology,-24386000,25,1090154700.0,422378000,25,193000,147196000,275182000,-0.08,131656684.0,131857796.0,1365336700.0,13.97,107,6.99,37,6.98,0.16,0.72,8.19,8,7.04,29,1.15,0.92,0.01,8.19,8,7.44,13,0.75,0.88,0.01,24.99,164,57,6.99,37,0,18.0,0.06,2.09,-0.18,0.06,0.39,0.16,0.39,8.24,-0.3,-103.25,345.0,41.89,0.25,-0.0,-55.99,19.96,10.31,8.27,0.03,0.05,-0.19,0.04,0.01,-0.23,-0.22,0.03,2.16,0.91,-0.32,-1.54,-1.21,-2.1,-1.8,-0.05,0.03,-0.1,0.03,1.37,-3.84,0.27,0.07,1.07,0.44,0.13,-0.07,-0.36,-0.37,-0.56,-0.57,-0.56,-0.59,0.05,-0.14,-1.38,-0.18,-0.31,-0.02,-0.04,0.04,0.05,-0.19,0.01,-0.22,-0.23,2,0,0,51.43,1,0.0,-60.32
2024-07-25,AIV,8.98,-20.88,0,8.96,8.11,8.29,0.17,8.61,8.01,8.24,7.94,7.65,7.57,7.69,7.53,7.9,7,0,51148000,29038000,-60526000,0,real estate,-2393000,25,1262534120.0,1340061000,25,-1286000,109398000,1230663000,-0.1,51200000.0,52580000.0,2493197120.0,9.11,9,7.76,99,1.35,0.9,0.01,9.11,9,7.97,29,1.14,0.89,0.01,9.11,9,8.49,13,0.62,0.79,0.01,9.11,9,0,6.82,241,142,2.29,0.94,0.01,-0.05,0.5,0.59,0.84,1.06,24.68,0.1,-89.8,-898.0,-36.38,0.97,-0.0,-1041.87,85.86,48.74,24.01,-0.67,0.08,0.11,0.0,0.08,0.02,0.1,0.02,1.48,0.97,0.37,0.35,0.33,0.28,0.22,-0.01,0.01,-0.01,0.01,0.53,1.62,0.04,0.04,1.04,1.19,0.12,0.09,0.13,0.17,0.19,0.17,0.19,0.14,0.07,0.04,0.67,-0.03,0.04,0.04,-0.03,0.0,0.08,0.11,0.08,0.1,0.02,3,1,0,-485.95,1,-0.0,13.42
2023-10-18,ZETA,8.81,-32.63,0,8.7,8.42,8.06,0.17,8.38,7.98,7.98,8.64,9.04,8.24,10.2,10.44,8.48,10,18062000,188984000,115504000,-43086000,0,technology,-26369000,18,1845234883.0,184044000,18,13233000,120796000,63248000,-0.28,178889747.0,207532030.0,1908482883.0,9.5,76,7.28,58,2.22,0.69,0.08,9.0,1,7.56,27,1.44,0.87,0.02,9.0,1,8.38,13,0.62,0.69,0.02,11.02,229,153,7.28,58,0,3.74,0.41,0.25,-0.14,0.39,0.59,0.65,0.1,9.76,-0.36,-31.95,89.38,9.15,0.03,-0.0,-72.38,16.52,10.1,8.89,-0.87,0.09,0.05,0.01,0.08,-0.04,0.03,0.02,1.72,0.83,0.42,0.06,-0.06,0.11,-0.23,-0.01,0.03,-0.01,0.03,1.07,1.0,-1.99,0.05,1.05,1.07,0.1,0.1,0.02,-0.03,0.07,-0.14,-0.16,0.04,0.05,0.05,0.0,0.0,-0.08,-0.04,0.2,0.01,0.09,0.05,0.08,0.03,-0.04,3,1,0,0.39,2,-0.0,2.59
2023-10-18,HRB,43.36,-38.71,1,42.76,36.43,40.37,0.91,42.26,39.47,36.36,32.09,31.99,31.29,34.19,35.56,40.97,10,0,183800000,-75558000,-163482000,-42953000,consumer cyclical,-166265000,18,6342397280.0,1909564000,18,0,426990000,1482574000,-1.12,182063333.0,169449667.0,7824971280.0,43.93,1,31.07,105,12.86,0.96,0.01,43.93,1,40.86,12,3.07,0.81,0.01,43.93,1,40.86,12,3.07,0.81,0.01,43.93,1,0,28.87,148,43,15.06,0.96,0.01,-0.9,0.2,0.85,0.24,0.3,34.51,0.39,-38.63,-98.55,-2.86,0.23,0.26,-47.06,-103.56,42.57,37.43,2.92,0.07,0.19,0.01,0.06,0.11,0.17,0.02,4.4,3.89,3.5,3.76,2.84,2.41,1.53,-0.57,0.12,-0.57,0.1,0.13,0.11,0.32,0.03,1.03,1.39,0.1,0.19,0.35,0.36,0.39,0.27,0.22,0.06,0.07,0.16,-0.56,0.09,0.13,0.0,-0.17,0.01,0.07,0.19,0.06,0.17,0.11,3,1,0,-71.95,3,-0.01,4.37
2023-10-18,MSTR,32.91,-32.58,1,33.12,35.28,34.24,0.78,32.98,34.69,37.1,41.85,28.55,29.32,31.65,22.94,18.5,10,29660000,129462000,102801000,-143441000,0,technology,-17966000,18,5047077599.0,2240233000,18,2419000,45009000,2195224000,0.03,125999740.0,132973833.0,7242301599.0,46.18,97,30.57,114,15.61,0.15,0.4,34.06,12,31.13,15,2.93,0.61,0.03,34.06,12,31.82,5,2.24,0.49,0.03,46.18,97,0,19.2,222,108,26.98,0.51,0.4,-0.14,0.11,0.58,0.19,0.44,38.99,-3.11,1084.96,-348.87,-8.95,0.43,-0.0,-403.11,70.45,55.94,37.96,-1.03,-0.04,-0.07,-0.01,-0.03,-0.03,-0.06,0.02,-0.28,-1.78,-2.1,-2.98,1.09,0.72,0.21,-0.14,0.02,-0.14,0.06,-0.84,-0.15,-3.73,-0.0,1.0,1.12,-0.05,-0.11,-0.21,0.15,0.12,0.04,0.43,0.78,-0.05,-0.11,-0.56,-0.06,-0.11,0.47,0.71,-0.01,-0.04,-0.07,-0.03,-0.06,-0.03,0,0,1,100.86,3,-0.0,79.03
2023-10-18,FSLY,15.12,-36.0,1,15.82,18.36,19.58,0.59,17.42,22.49,19.62,17.11,17.05,12.83,16.21,14.64,9.28,10,39068000,127816000,66086000,-54311000,0,technology,-35220000,18,1993466144.0,565241000,18,-16000,270300000,294941000,-0.07,126746006.0,139804755.0,2288407144.0,24.1,47,14.7,5,9.4,0.04,0.59,19.68,29,14.7,5,4.98,0.08,0.3,16.65,9,14.7,5,1.95,0.22,0.1,24.1,47,0,11.78,166,161,12.32,0.27,0.59,-0.28,0.4,0.76,0.53,0.28,15.6,-0.66,-204.4,309.59,19.85,0.15,-0.0,-64.97,34.63,17.9,14.26,-1.34,-0.23,-0.18,-0.04,-0.19,0.07,-0.14,0.04,-9.2,-7.37,-2.25,-0.66,-0.48,0.46,-0.18,-0.19,0.08,-0.19,0.02,0.25,2.28,0.37,-0.13,0.87,1.18,-0.33,-0.23,-0.12,-0.11,0.18,-0.07,0.03,0.63,-0.23,-0.11,1.01,0.15,0.15,0.0,0.75,-0.04,-0.23,-0.18,-0.19,-0.14,0.07,0,0,1,18.71,2,0.0,70.47
2023-10-18,WDC,44.45,-20.97,1,45.53,41.62,43.62,0.71,45.67,43.75,41.74,38.4,40.13,34.88,36.46,36.15,37.39,10,431000000,2750000000,99000000,-685000000,0,technology,-437000000,19,14446250000.0,7672000000,19,57000000,2032000000,5640000000,-1.91,2655128923.0,2999200880.0,20086250000.0,46.4,12,37.36,104,9.04,0.78,0.04,46.4,12,43.92,29,2.48,0.21,0.04,46.4,12,44.14,1,2.26,0.14,0.04,46.4,12,0,32.09,176,72,14.31,0.86,0.04,-0.16,0.17,0.63,0.27,0.53,5.25,-0.41,-23.28,56.24,10.71,0.39,-0.0,-45.96,202.89,7.3,4.82,-0.44,0.02,0.07,-0.02,0.04,0.05,0.09,0.02,-4.88,0.7,1.36,2.02,1.08,1.91,1.33,-0.16,0.07,-0.16,0.07,-7.97,-0.48,0.87,-0.03,0.97,1.27,0.02,0.06,0.16,0.11,0.27,0.22,0.23,0.19,0.04,0.09,-0.53,0.05,0.09,-0.04,-0.02,-0.02,0.02,0.07,0.04,0.09,0.05,2,0,0,47.47,4,-0.01,21.77
2022-11-08,ZETA,8.28,-16.9,1,8.22,6.45,7.24,0.21,7.89,6.83,6.83,5.85,4.74,8.18,10.48,12.47,8.28,11,16954000,152252000,94723000,-69440000,0,technology,-53139000,39,1539215714.0,183868000,39,13367000,114808000,69060000,0.04,141049509.0,160389127.0,1608275714.0,8.58,5,4.4,117,4.18,0.93,0.04,8.58,5,6.72,25,1.86,0.84,0.04,8.58,5,7.79,13,0.79,0.62,0.04,13.31,215,210,4.27,130,13,9.04,0.44,0.61,-0.35,0.21,0.46,0.44,0.12,10.11,-10.51,204.98,-19.5,-1.93,0.04,-0.0,-30.27,16.98,10.56,9.6,-0.51,0.14,0.28,0.01,0.14,0.12,0.27,0.03,1.56,1.45,0.72,0.81,0.88,0.02,-0.37,-0.06,0.03,-0.02,0.03,0.08,1.0,-0.08,0.05,1.05,1.01,0.21,0.21,0.42,0.75,0.01,-0.21,-0.34,0.0,0.16,0.16,0.0,0.0,0.17,0.23,0.27,0.01,0.14,0.28,0.14,0.27,0.12,3,1,0,43.05,2,0.0,-0.72
2022-11-08,HRB,40.62,-38.69,0,40.39,41.03,42.19,1.0,41.07,41.64,45.29,39.61,35.89,35.48,26.52,26.22,24.08,11,0,179985000,19727000,-167367000,-43093000,consumer cyclical,-171876000,39,6260313780.0,1907812000,39,120599000,322824000,1584988000,-1.08,181763333.0,148888333.0,7845301780.0,48.44,82,36.74,113,11.7,0.33,0.19,41.65,11,38.51,6,3.14,0.67,0.03,41.65,11,38.51,6,3.14,0.67,0.03,48.44,82,0,23.77,182,69,24.67,0.68,0.19,-0.95,0.13,0.47,0.27,0.3,34.78,0.37,-37.44,-102.19,-2.94,0.25,0.26,-45.65,397.69,43.59,42.05,7.26,-0.04,-0.01,0.01,-0.04,0.03,-0.02,0.02,-1.8,-1.02,-2.34,0.34,1.18,1.03,2.35,-0.1,0.03,-0.1,0.09,0.76,-0.56,-0.72,-0.01,0.99,1.14,-0.02,-0.1,0.03,0.13,0.14,0.53,0.55,0.69,-0.01,-0.09,-0.85,-0.08,0.14,0.1,0.1,0.01,-0.04,-0.01,-0.04,-0.02,0.03,1,0,0,53.11,3,-0.0,67.73
2022-11-08,MGNI,6.22,-34.56,1,6.89,7.92,7.04,0.45,7.17,6.92,7.63,8.3,9.34,10.94,10.3,13.48,17.81,11,25134000,145815000,74062000,-24391000,0,communication services,28898000,39,831651313.0,809417000,39,1369000,253552000,555865000,0.15,124329400.0,153779100.0,1387516313.0,9.8,85,6.22,1,3.58,0.0,0.58,7.41,7,6.22,1,1.19,0.0,0.19,7.41,7,6.22,1,1.19,0.0,0.19,14.74,224,139,6.22,1,0,8.52,0.0,1.37,0.2,0.14,0.42,0.33,0.97,5.7,1.22,42.86,35.06,6.15,0.67,-0.0,48.01,18.73,9.52,5.41,-0.3,-0.12,-0.21,-0.1,-0.02,-0.11,-0.13,0.07,-3.8,-0.7,-0.7,-0.69,-0.78,-0.94,-0.68,-0.04,0.0,-0.04,0.0,4.43,-0.01,-0.11,-0.13,0.87,0.57,-0.1,-0.18,-0.25,-0.33,-0.43,-0.4,-0.54,-0.65,0.04,-0.06,-1.6,-0.09,-0.08,-0.11,-0.42,-0.1,-0.12,-0.21,-0.02,-0.13,-0.11,0,0,1,36.17,1,-0.01,-61.31
2023-08-21,MU,63.96,-36.97,1,65.31,64.77,66.03,1.62,67.98,64.39,67.14,63.34,62.21,55.92,60.31,57.08,53.6,8,758000000,3752000000,-668000000,-1892000000,-126000000,technology,322000000,81,70036200000.0,13848000000,81,48000000,9298000000,4550000000,-1.61,3649706046.0,3956215908.0,74586200000.0,73.93,87,58.14,118,15.79,0.37,0.16,71.39,21,63.56,4,7.83,0.05,0.12,68.28,7,63.56,4,4.72,0.08,0.07,73.93,87,0,49.12,236,118,24.81,0.6,0.16,0.09,0.32,0.64,0.5,0.2,18.67,-0.29,-39.72,137.18,7.35,0.06,0.07,231.63,-111.66,19.88,17.7,-0.96,-0.03,-0.01,-0.02,-0.01,0.02,0.01,0.03,-16.08,-0.43,-1.59,0.21,0.44,1.61,0.61,-0.11,0.05,-0.11,0.06,36.4,-0.73,-0.53,-0.06,0.94,1.14,-0.01,-0.05,0.01,0.03,0.14,0.06,0.12,0.19,0.06,0.01,3.46,-0.04,0.06,0.02,0.13,-0.02,-0.03,-0.01,-0.01,0.01,0.02,0,0,1,54.36,5,-0.0,21.85
2023-08-21,MGNI,8.07,-14.94,0,9.22,11.75,13.18,2.08,12.53,14.96,13.44,10.7,9.31,8.97,12.7,9.99,7.41,8,23383000,152543000,22368000,-73889000,0,communication services,24366000,52,1108592040.0,719049000,52,1358000,266364000,452685000,0.07,134267545.0,129912200.0,1561277040.0,15.48,39,8.0,4,7.48,0.01,0.92,15.13,21,8.0,4,7.13,0.01,0.87,14.19,13,8.0,4,6.19,0.01,0.76,15.48,39,0,8.0,4,0,7.48,0.01,0.92,0.16,0.95,1.0,0.95,0.65,7.27,0.6,113.0,186.93,25.72,0.41,-0.0,64.08,69.8,10.23,8.53,1.27,-0.39,-0.31,-0.12,-0.3,0.12,-0.22,0.26,-17.84,-6.89,-2.68,-0.88,-0.31,-0.18,-0.77,-0.19,0.02,-0.19,0.02,1.59,1.57,1.83,-0.36,0.64,0.9,-0.46,-0.4,-0.25,-0.13,-0.1,-0.36,-0.19,0.09,-0.16,-0.07,1.4,0.11,0.26,0.15,0.71,-0.12,-0.39,-0.31,-0.3,-0.22,0.12,0,0,1,108.45,1,-0.0,24.43
2023-12-26,GTLB,64.47,-35.04,1,63.38,48.57,50.63,1.12,61.92,47.0,45.24,46.88,44.85,51.16,49.9,32.86,46.67,12,49058000,149668000,134584000,-285158000,0,technology,-39109000,56,10096066470.0,576000,56,569000,285309000,-284733000,-0.01,140996689.0,157886505.0,9811333470.0,64.8,12,41.27,61,23.53,0.99,0.01,64.8,12,46.48,29,18.32,0.98,0.01,64.8,12,61.76,6,3.04,0.89,0.01,64.8,12,0,26.77,236,175,38.03,0.99,0.01,-0.26,0.48,0.62,0.78,0.0,67.46,-10.1,-7115.11,704.14,10.44,-0.03,-0.0,-250.87,72.9,65.55,63.95,-3.51,0.27,0.33,0.02,0.25,0.04,0.3,0.02,10.2,17.47,9.61,5.86,4.9,2.66,2.43,-0.03,0.38,-0.03,0.16,-0.42,0.82,0.2,0.04,1.04,1.26,0.37,0.43,0.38,0.44,0.26,0.29,0.96,0.38,0.32,0.37,-0.14,0.04,-0.03,0.05,0.07,0.02,0.27,0.33,0.25,0.3,0.04,3,1,0,-1647.24,4,-0.0,35.8
2023-06-09,ZETA,8.92,-23.47,0,8.93,9.57,9.33,0.09,8.75,9.18,10.46,10.72,9.42,8.22,8.46,8.23,4.74,6,18519000,157602000,103252000,-56955000,0,technology,-42484000,70,1761992479.0,183840000,70,11825000,107794000,76046000,-0.3,150253463.0,161972305.0,1838038479.0,11.02,98,8.08,24,2.94,0.29,0.24,9.15,3,8.08,24,1.07,0.79,0.03,9.15,3,8.83,4,0.32,0.28,0.03,11.02,98,0,6.72,238,214,4.3,0.51,0.24,-0.27,0.25,0.68,0.36,0.1,11.18,-0.07,-29.88,446.0,39.89,0.04,-0.0,-43.26,17.8,11.66,10.88,-0.3,-0.04,-0.07,-0.0,-0.04,-0.03,-0.07,0.01,0.68,-0.26,-0.77,-0.6,-0.12,0.14,0.08,-0.02,0.03,-0.02,0.01,-3.62,-0.66,3.8,0.02,1.02,1.09,-0.03,-0.15,-0.17,-0.05,0.09,0.05,0.08,0.88,-0.05,-0.16,-0.71,-0.12,-0.02,0.14,0.78,-0.0,-0.04,-0.07,-0.04,-0.07,-0.03,0,0,1,97.67,2,0.01,88.4
2023-06-09,CLBT,6.15,-27.95,1,5.83,5.62,5.64,0.15,5.68,5.44,5.83,5.96,5.38,4.37,4.41,4.71,5.37,6,21131000,71234000,58828000,-40605000,0,technology,2583000,70,1157001308.0,14828000,70,0,98972000,-84144000,0.01,69442858.0,72523174.0,1072857308.0,6.15,101,4.95,116,1.2,1.0,0.0,6.15,0,5.4,24,0.75,1.0,0.0,6.15,0,5.65,4,0.5,1.0,0.0,6.15,101,0,4.01,241,125,2.14,1.0,0.0,0.04,0.35,0.56,0.62,0.01,16.24,0.92,776.52,842.81,51.89,-0.07,-0.0,415.35,18.24,15.06,15.95,-0.29,0.09,0.09,0.05,0.03,0.0,0.04,0.02,1.88,0.71,0.16,0.06,0.19,0.36,0.29,0.0,0.01,0.0,0.01,1.65,3.44,-0.67,0.08,1.08,1.41,0.13,0.05,0.03,0.14,0.41,0.39,0.31,0.15,0.04,-0.03,-2.71,-0.07,-0.02,0.11,-0.18,0.05,0.09,0.09,0.03,0.04,0.0,3,1,0,513.23,1,0.0,8.57
2023-06-09,MU,65.43,-37.82,0,68.52,61.28,63.54,2.52,68.86,61.6,59.97,56.93,61.66,52.24,55.03,54.83,57.21,6,758000000,3752000000,-668000000,-1892000000,-126000000,technology,322000000,8,71645850000.0,13848000000,8,48000000,9298000000,4550000000,-1.61,3649706046.0,3956215908.0,76195850000.0,73.93,14,53.9,88,20.03,0.58,0.13,73.93,14,59.99,30,13.94,0.39,0.13,71.69,10,65.32,1,6.37,0.02,0.1,73.93,14,0,49.12,163,75,24.81,0.66,0.13,0.09,0.56,0.81,0.7,0.19,19.1,-0.29,-40.63,140.33,7.35,0.06,0.07,236.63,-114.07,20.31,18.11,-0.99,0.03,0.07,-0.05,0.08,0.04,0.12,0.04,-13.72,3.83,2.73,2.83,0.94,2.64,1.73,-0.61,0.13,-0.61,0.1,-4.58,0.4,2.01,-0.05,0.95,1.25,0.06,0.09,0.15,0.06,0.25,0.19,0.19,0.14,0.12,0.15,-0.2,0.03,0.05,-0.08,-0.04,-0.05,0.03,0.07,0.08,0.12,0.04,2,0,0,55.57,5,-0.0,19.77
2023-06-09,MSTR,28.23,7.24,1,29.27,27.72,30.01,0.86,29.25,31.23,27.77,24.47,26.92,15.29,19.53,24.98,19.16,6,31358000,121915000,93974000,461193000,0,technology,-16876000,70,3739628100.0,2241733000,70,-1443000,94311000,2147422000,-0.03,119050000.0,123084280.0,5887050100.0,34.07,57,19.2,91,14.87,0.61,0.21,31.51,30,27.1,28,4.41,0.26,0.12,30.21,7,27.64,4,2.57,0.23,0.07,34.07,57,0,13.66,162,71,20.41,0.71,0.21,-0.14,0.22,0.73,0.3,0.6,30.67,-0.41,-882.19,2171.54,70.79,0.57,0.0,-348.84,62.65,48.29,30.38,-0.29,-0.06,0.02,-0.04,-0.02,0.08,0.06,0.03,-4.08,-3.0,0.23,1.25,0.33,2.59,1.45,-0.1,0.1,-0.1,0.09,0.36,-14.04,2.83,-0.03,0.97,1.85,-0.1,0.02,0.15,0.05,0.85,0.45,0.13,0.47,-0.06,0.05,-2.19,0.12,0.13,-0.09,0.02,-0.04,-0.06,0.02,-0.02,0.06,0.08,1,0,0,250.79,2,-0.0,52.77
2023-06-09,MGNI,13.43,-18.4,1,12.83,10.61,10.39,0.65,12.07,8.92,9.11,10.58,12.38,10.24,11.21,6.74,9.34,6,24215000,130150000,5322000,-98732000,0,communication services,4963000,70,1828682520.0,760104000,70,1313000,236550000,523554000,-0.06,110917818.0,134267545.0,2352236520.0,13.76,112,8.4,86,5.36,0.94,0.02,13.45,3,9.42,30,4.03,1.0,0.0,13.45,3,11.88,9,1.57,0.99,0.0,13.76,112,0,5.78,212,126,7.98,0.96,0.02,0.04,0.51,0.67,0.75,0.42,14.05,-2.14,-213.88,100.07,7.12,0.29,-0.0,473.95,441.98,18.07,13.62,-0.43,0.29,0.27,0.05,0.23,-0.02,0.21,0.05,5.44,4.51,2.16,0.95,0.26,0.64,0.37,-0.0,0.06,-0.0,0.04,0.21,1.09,2.62,0.11,1.11,1.31,0.51,0.47,0.27,0.08,0.31,0.2,0.99,0.44,0.35,0.32,0.09,-0.02,-0.14,-0.15,0.2,0.05,0.29,0.27,0.23,0.21,-0.02,3,1,0,200.53,2,-0.0,37.37
2022-05-03,NCLH,20.03,-8.52,0,20.65,20.66,19.87,0.81,21.27,20.52,19.72,20.53,21.78,20.63,26.11,27.01,31.3,5,0,521940000,-213473000,-982714000,0,consumer cyclical,-493292000,33,8362048866.0,13573259000,33,179076000,2136840000,11436419000,-1.55,737483819.0,1263531700.0,19798467866.0,23.72,83,15.38,57,8.34,0.56,0.18,22.19,28,19.82,7,2.37,0.09,0.11,22.02,13,19.82,7,2.2,0.1,0.1,28.92,179,96,15.38,57,0,13.54,0.34,0.44,-0.95,0.18,0.62,0.28,1.62,16.02,-0.43,-12.95,29.85,1.86,1.37,-0.0,-40.14,-92.74,37.93,6.62,-9.4,0.01,-0.03,-0.03,0.04,-0.04,-0.0,0.04,-4.96,-0.49,0.16,-0.17,-0.44,-0.12,-1.01,-0.04,0.08,-0.05,0.08,9.12,-4.16,-0.62,-0.06,0.94,0.97,-0.02,0.02,-0.02,-0.08,-0.03,-0.23,-0.26,-0.36,0.04,0.08,-0.53,0.04,-0.04,-0.06,-0.17,-0.03,0.01,-0.03,0.04,-0.0,-0.04,1,0,0,-28.99,3,0.0,-34.03
2022-05-03,AAL,19.13,-7.59,0,19.35,17.46,17.21,0.58,19.18,17.26,17.02,16.37,18.15,18.13,19.53,20.9,23.94,5,0,8899000000,51000000,-1635000000,0,industrials,-1051000000,33,12441118980.0,44198000000,33,1293000000,376000000,43822000000,-2.39,8786959079.0,13331240827.0,56263118980.0,20.22,12,12.84,57,7.38,0.85,0.06,20.22,12,16.59,25,3.63,0.7,0.06,20.22,12,18.56,1,1.66,0.34,0.06,22.26,175,163,12.84,57,0,9.42,0.67,0.16,-0.12,0.39,0.78,0.49,3.55,1.4,-1.32,-7.99,6.05,4.33,3.52,-0.0,-53.53,1103.2,6.32,0.93,-0.46,0.11,0.1,-0.01,0.12,-0.01,0.11,0.03,-0.2,1.87,1.05,0.92,0.25,0.2,-0.07,-0.09,0.11,-0.02,0.11,-1.11,0.77,2.76,-0.0,1.0,1.06,0.11,0.12,0.17,0.05,0.06,-0.02,-0.08,-0.2,0.11,0.13,-0.12,0.01,0.04,-0.1,-0.18,-0.01,0.11,0.1,0.12,0.11,-0.01,2,0,0,261.93,4,-0.02,-19.17
2022-05-03,MSTR,34.34,-29.6,0,39.55,45.55,43.44,3.25,43.78,48.11,41.41,35.54,56.79,69.06,74.22,59.1,47.77,5,33523000,119277000,93600000,-130751000,0,technology,-165044000,33,3880365056.0,2435821000,33,2225000,92677000,2343144000,0.14,127234475.0,123317099.0,6223509056.0,55.11,119,31.95,96,23.16,0.1,0.6,50.13,29,34.34,0,15.79,0.0,0.46,44.9,13,34.34,0,10.56,0.0,0.31,86.0,176,57,31.95,96,0,54.05,0.04,1.5,-1.38,0.29,0.43,0.68,0.63,32.53,-1.18,239.55,-202.78,-6.23,0.6,-0.0,-37.71,66.49,52.18,31.47,-1.07,-0.21,-0.25,-0.13,-0.09,-0.05,-0.13,0.09,-37.76,-13.77,-3.53,-0.4,-5.61,-6.94,-6.65,-0.17,0.02,-0.29,0.02,1.74,2.9,-0.93,-0.22,0.78,0.5,-0.29,-0.17,-0.03,-0.4,-0.5,-0.54,-0.42,-0.28,-0.09,0.06,-2.57,0.16,0.17,-0.37,0.55,-0.13,-0.21,-0.25,-0.09,-0.13,-0.05,0,0,1,16.39,3,-0.0,-17.21
