date,symbol,price,pe_ratio,to_buy,sma_10d,sma_100d,sma_50d,std_10d,sma_10d_1weeks_ago,sma_10d_1months_ago,sma_10d_2months_ago,sma_10d_3months_ago,sma_10d_4months_ago,sma_10d_5months_ago,sma_10d_6months_ago,sma_10d_7months_ago,sma_10d_11months_ago,month,RnD_expenses,revenues,GP,netIncome,dividendsPaid,sector,ebitda,income_lag_days,marketCap,total_debt,balance_lag_days,other_expenses,cashcasheq,netDebt,curr_est_eps,curr_est_rev,future_est_rev,EV,max_in_4M,max4M_lag,min_in_4M,min4M_lag,max_minus_min,var_price_to_minmax,maxPercen_4M,max_in_1M,max1M_lag,min_in_1M,min1M_lag,max_minus_min1M,var_price_to_minmax1M,maxPercen_1M,max_in_2W,max2W_lag,min_in_2W,min2W_lag,max_minus_min2W,var_price_to_minmax2W,maxPercen_2W,max_in_8M,max8M_lag,dist_max8M_4M,min_in_8M,min8M_lag,dist_min8M_4M,max_minus_min8M,var_price_minmax8M,maxPercen_8M,ebitdaMargin,Spread1Mby8M,Spread4Mby8M,Spread1Mby4M,debtToPrice,markRevRatio,eps_growth,pe,peg,PS_to_PEG,netDebtToPrice,dividend_payout_ratio,EVEbitdaRatio,EVGP,EVRevenues,fwdPriceTosale,fwdPriceTosale_diff,var_sma50D,var_sma100D,var_sma10D,var_sma10D_50D,var_sma50D_100D,var_sma10D_100D,relative_std,deriv_1w,deriv_1m,deriv_2m,deriv_3m,deriv_4m,deriv_5m,deriv_6m,deriv_max4M,deriv_min4M,deriv_max8M,deriv_min8M,deriv_1w1m_growth,deriv_1m2m_growth,deriv_3m4m_growth,1W_return,price_to_SMA10d_1W,price_to_SMA10d_5M,1M_return,2M_return,3M_return,4M_return,5M_return,6M_return,7M_return,1y_return,1M_1W_growth,2M_1W_growth,1M1W_2M1W_growth,2M_1M_growth,3M_2M_growth,4M_3M_growth,1Y_6M_growth,price_to_sma_10d_ratio,price_to_sma_50d_ratio,price_to_sma_100d_ratio,sma_10d_to_sma_50d_ratio,sma_10d_to_sma_100d_ratio,sma_50d_to_sma_100d_ratio,smas_above_count,price_above_all_sma,price_below_all_sma,combined_valuation_score,market_cap_quintile,return_to_pe,sma10_yoy_growth
2023-01-04,AIV,7.35,-5.33,0,7.24,8.0,7.73,0.14,7.48,8.14,7.67,7.58,9.0,7.89,6.2,6.18,6.8,1,0,41969000,26561000,-205338000,-3043000,real estate,-315895000,4,1071828450.0,1162824000,4,15548000,206460000,956364000,0.01,208023000.0,208173000.0,2028192450.0,9.22,114,6.68,82,2.54,0.26,0.25,8.15,27,7.01,7,1.14,0.3,0.11,7.35,0,7.01,7,0.34,1.0,0.0,9.6,145,31,5.43,239,157,4.17,0.46,0.31,-7.53,0.27,0.61,0.45,1.08,25.54,0.17,1138.65,6830.86,267.47,0.89,0.01,-6.42,76.36,48.33,5.15,-20.39,-0.05,-0.08,0.02,-0.06,-0.03,-0.09,0.02,-0.52,-0.79,-0.16,-0.08,-0.41,-0.11,0.19,-0.02,0.01,-0.02,0.01,-0.34,3.94,-0.81,-0.02,0.98,0.93,-0.1,-0.04,-0.03,-0.18,-0.07,0.19,0.19,0.08,-0.08,-0.02,2.27,0.06,0.01,-0.16,-0.09,0.02,-0.05,-0.08,-0.06,-0.09,-0.03,1,0,0,2009.86,1,-0.0,6.47
2023-01-04,IONQ,3.61,-38.57,1,3.44,5.16,4.66,0.2,3.6,4.93,5.43,5.06,6.2,5.32,4.81,5.66,11.11,1,13696000,3807000,2906000,-18647000,0,technology,-22269000,4,722407406.0,4050000,4,33000,44367000,-40317000,-0.12,3180200.0,3794000.0,682090406.0,5.99,51,3.1,8,2.89,0.18,0.66,4.65,30,3.1,8,1.55,0.33,0.29,3.61,0,3.1,8,0.51,1.0,0.0,8.38,141,90,3.1,8,0,5.28,0.1,1.32,-5.85,0.29,0.55,0.54,0.01,189.76,-0.1,-29.11,300.83,1.59,-0.06,-0.0,-30.63,234.72,179.17,190.41,0.65,-0.23,-0.3,0.05,-0.26,-0.1,-0.33,0.06,0.04,-1.32,-0.91,-0.48,-0.65,-0.34,-0.2,-0.05,0.06,-0.03,0.06,-1.03,0.45,-0.25,0.0,1.0,0.68,-0.27,-0.34,-0.29,-0.42,-0.32,-0.25,-0.36,-0.68,-0.27,-0.34,-0.2,-0.09,0.07,-0.18,-0.57,0.05,-0.23,-0.3,-0.26,-0.33,-0.1,1,0,0,118.95,1,0.01,-69.04
2023-01-04,ASTS,4.6,-11.22,1,4.08,7.5,5.64,0.41,3.81,6.29,6.42,7.36,11.79,6.81,6.49,7.96,5.52,1,30655000,2393000,-13611000,-25089000,0,technology,-41353000,4,700799692.0,12526000,4,1254000,238588000,-226062000,-1.03,4559854.0,3675000.0,474737692.0,10.99,120,3.65,8,7.34,0.13,1.39,5.58,30,3.65,8,1.93,0.49,0.21,4.82,5,3.65,8,1.17,0.81,0.05,13.93,141,21,3.65,8,0,10.28,0.09,2.03,-17.28,0.19,0.71,0.26,0.02,292.85,-0.8,-4.47,5.61,0.02,-0.32,-0.0,-11.48,-34.88,198.39,190.69,-102.16,-0.18,-0.39,0.13,-0.28,-0.25,-0.46,0.09,3.16,-1.69,-0.91,-0.92,-1.8,-0.44,-0.32,-0.05,0.12,-0.07,0.12,-2.87,0.86,-0.49,0.21,1.21,0.68,-0.27,-0.28,-0.38,-0.61,-0.32,-0.29,-0.42,-0.17,-0.39,-0.41,-0.03,-0.02,-0.13,-0.38,0.18,0.13,-0.18,-0.39,-0.28,-0.46,-0.25,1,0,0,-11.3,1,0.08,-26.09
2023-01-04,NRG,32.09,-6.73,1,32.02,40.25,38.76,0.24,31.89,41.95,43.79,40.1,41.7,37.11,37.71,46.06,39.55,1,0,7855000000,-972000000,-1095000000,-80000000,utilities,-1056000000,4,7380700000.0,8302000000,4,57000000,430000000,7872000000,1.2,3090714014.0,2648545378.0,15252700000.0,45.4,54,31.05,19,14.35,0.07,0.41,40.84,30,31.05,19,9.79,0.11,0.27,32.4,6,31.82,5,0.58,0.47,0.01,46.85,224,170,31.05,19,0,15.8,0.07,0.46,-0.13,0.62,0.91,0.68,1.12,0.94,0.24,26.85,110.66,117.77,1.07,0.07,-14.44,-15.69,1.94,2.79,1.85,-0.17,-0.2,0.0,-0.17,-0.04,-0.2,0.01,0.8,-9.86,-5.85,-2.67,-2.4,-1.0,-0.94,-0.25,0.05,-0.07,0.05,-1.08,0.69,0.11,0.01,1.01,0.86,-0.24,-0.27,-0.2,-0.23,-0.14,-0.15,-0.3,-0.19,-0.24,-0.27,-0.12,-0.04,0.09,-0.04,-0.05,0.0,-0.17,-0.2,-0.17,-0.2,-0.04,1,0,0,26.84,3,-0.01,-19.04
2022-09-30,ZETA,6.61,-13.49,1,6.42,6.42,6.58,0.22,6.88,6.68,5.18,4.98,7.8,11.24,11.03,11.66,8.29,9,16954000,152252000,94723000,-69440000,0,technology,-53139000,0,1228770033.0,183868000,0,13367000,114808000,69060000,0.04,141049509.0,160389127.0,1297830033.0,8.83,120,4.27,91,4.56,0.51,0.34,7.9,18,6.08,7,1.82,0.29,0.2,6.81,2,6.08,7,0.73,0.73,0.03,13.31,176,56,4.27,91,0,9.04,0.26,1.01,-0.35,0.2,0.5,0.4,0.15,8.07,-10.51,163.63,-15.56,-1.93,0.06,-0.0,-24.42,13.7,8.52,7.66,-0.41,0.0,0.03,0.03,-0.02,0.02,0.0,0.03,-1.08,-0.07,0.72,0.54,-0.3,-0.93,-0.74,-0.02,0.03,-0.04,0.03,14.43,-1.1,-2.83,-0.04,0.96,0.59,-0.01,0.28,0.33,-0.15,-0.41,-0.4,-0.43,-0.2,0.03,0.33,-0.91,0.29,0.04,-0.36,0.33,0.03,0.0,0.03,-0.02,0.0,0.02,3,1,0,34.34,1,0.0,-22.56
2022-09-30,CELH,30.23,-37.79,1,31.24,27.34,32.98,1.97,33.28,35.55,27.36,20.38,20.3,18.28,19.35,19.59,31.99,9,100000,188233000,78650000,-181896000,-4596000,consumer defensive,-147076000,0,6910215088.0,1387000,0,0,592134000,-590747000,0.03,162013683.0,180102980.0,6319468088.0,38.7,36,17.98,106,20.72,0.59,0.28,35.79,18,29.42,4,6.37,0.13,0.18,35.35,11,29.42,4,5.93,0.14,0.17,38.7,36,0,13.77,143,37,24.93,0.66,0.28,-0.78,0.26,0.83,0.31,0.0,36.71,0.41,871.96,2135.19,58.16,-0.09,0.03,-42.97,80.35,33.57,38.37,1.66,-0.08,0.11,-0.03,-0.05,0.21,0.14,0.07,-12.2,-5.32,1.44,3.28,2.48,2.39,1.81,-0.24,0.12,-0.24,0.12,1.29,-4.71,0.32,-0.09,0.91,1.65,-0.15,0.1,0.48,0.49,0.65,0.56,0.54,-0.06,-0.06,0.22,-1.3,0.3,0.34,0.0,-0.4,-0.03,-0.08,0.11,-0.05,0.14,0.21,1,0,0,761.13,3,0.0,-2.34
2022-09-30,MGNI,6.57,-36.5,1,6.77,8.84,7.96,0.31,7.22,8.44,8.1,9.9,10.35,10.89,13.58,12.93,27.98,9,25134000,145815000,74062000,-24391000,0,communication services,28898000,0,878448413.0,809417000,0,1369000,253552000,555865000,0.15,124329400.0,153779100.0,1434313413.0,11.56,120,6.35,4,5.21,0.04,0.76,7.88,18,6.35,4,1.53,0.14,0.2,7.37,11,6.35,4,1.02,0.22,0.12,14.74,185,65,6.35,4,0,8.39,0.03,1.24,0.2,0.18,0.62,0.29,0.92,6.02,1.22,45.27,37.04,6.15,0.63,-0.0,49.63,19.37,9.84,5.71,-0.31,-0.17,-0.26,-0.03,-0.15,-0.1,-0.23,0.05,-2.6,-1.87,-0.76,-1.11,-0.94,-0.86,-1.17,-0.04,0.06,-0.04,0.06,0.39,1.44,0.17,-0.09,0.91,0.6,-0.22,-0.19,-0.34,-0.37,-0.4,-0.52,-0.49,-0.77,-0.14,-0.11,0.33,0.04,-0.18,-0.04,-0.51,-0.03,-0.17,-0.26,-0.15,-0.23,-0.1,0,0,1,37.83,1,-0.01,-75.8
2022-09-30,U,31.86,-37.93,1,33.7,40.51,41.79,1.54,36.39,46.73,36.95,39.76,38.82,77.57,97.67,103.68,146.41,9,248380000,322881000,210978000,-250021000,0,technology,-193928000,0,11191271040.0,1729985000,0,0,1239337000,490648000,-0.15,326079543.0,437859237.0,11681919040.0,58.47,49,31.77,1,26.7,0.0,0.84,42.72,30,31.77,1,10.95,0.01,0.34,36.86,11,31.77,1,5.09,0.02,0.16,115.51,233,184,30.3,142,141,85.21,0.02,2.63,-0.6,0.13,0.31,0.41,0.15,34.66,-1.08,-212.81,197.34,5.69,0.04,-0.0,-60.24,55.37,36.18,25.56,-9.1,-0.24,-0.21,-0.05,-0.19,0.03,-0.17,0.05,-18.12,-14.87,-2.55,-2.63,-1.74,-9.14,-10.97,-0.54,0.09,-0.36,0.01,0.22,4.84,0.51,-0.12,0.88,0.41,-0.32,-0.14,-0.2,-0.18,-0.59,-0.67,-0.69,-0.78,-0.22,-0.02,13.6,0.26,-0.07,0.02,-0.33,-0.05,-0.24,-0.21,-0.19,-0.17,0.03,0,0,1,-5.09,4,0.0,-76.98
2023-06-14,ZETA,9.03,-23.76,0,9.0,9.59,9.23,0.14,8.86,8.73,10.28,10.57,9.5,8.48,8.67,8.38,4.57,6,18519000,157602000,103252000,-56955000,0,technology,-42484000,75,1783721086.0,183840000,75,11825000,107794000,76046000,-0.3,150253463.0,161972305.0,1859767086.0,11.02,103,8.08,29,2.94,0.32,0.22,9.3,1,8.08,29,1.22,0.78,0.03,9.3,1,8.83,9,0.47,0.43,0.03,11.02,103,0,7.06,239,210,3.96,0.5,0.22,-0.27,0.31,0.74,0.41,0.1,11.32,-0.07,-30.24,451.5,39.89,0.04,-0.0,-43.78,18.01,11.8,11.01,-0.31,-0.02,-0.06,0.0,-0.02,-0.04,-0.06,0.02,0.68,0.3,-0.62,-0.51,-0.12,0.11,0.06,-0.02,0.03,-0.02,0.01,1.27,-1.48,3.37,0.02,1.02,1.06,0.03,-0.12,-0.15,-0.05,0.06,0.04,0.08,0.98,0.01,-0.14,-1.11,-0.15,-0.03,0.11,0.9,0.0,-0.02,-0.06,-0.02,-0.06,-0.04,1,0,0,98.87,2,0.0,96.94
2023-06-14,CLBT,6.19,-28.14,1,5.98,5.67,5.66,0.24,5.77,5.5,5.74,5.93,5.29,4.44,4.34,4.7,5.54,6,21131000,71234000,58828000,-40605000,0,technology,2583000,75,1164526519.0,14828000,75,0,98972000,-84144000,0.01,69442858.0,72523174.0,1080382519.0,6.4,1,5.3,48,1.1,0.81,0.03,6.4,1,5.4,29,1.0,0.79,0.03,6.4,1,5.65,9,0.75,0.72,0.03,6.4,1,0,4.01,169,121,2.39,0.91,0.03,0.04,0.42,0.46,0.91,0.01,16.35,0.92,781.57,848.29,51.89,-0.07,-0.0,418.27,18.37,15.17,16.06,-0.29,0.09,0.09,0.04,0.06,-0.0,0.05,0.04,1.68,0.69,0.23,0.09,0.23,0.35,0.31,-0.21,0.02,-0.21,0.01,1.43,2.07,-0.61,0.07,1.07,1.39,0.13,0.08,0.04,0.17,0.39,0.43,0.32,0.12,0.05,0.01,8.39,-0.04,-0.03,0.12,-0.22,0.04,0.09,0.09,0.06,0.05,-0.0,3,1,0,516.62,1,0.0,7.94
2023-06-14,MU,69.12,-39.95,0,67.58,61.61,63.96,1.32,69.06,61.12,60.72,55.85,61.27,55.19,54.7,57.25,57.62,6,758000000,3752000000,-668000000,-1892000000,-126000000,technology,322000000,13,75686400000.0,13848000000,13,48000000,9298000000,4550000000,-1.61,3649706046.0,3956215908.0,80236400000.0,73.93,19,53.9,93,20.03,0.76,0.07,73.93,19,63.73,29,10.2,0.53,0.07,69.17,12,65.32,6,3.85,0.99,0.0,73.93,19,0,49.12,168,75,24.81,0.81,0.07,0.09,0.41,0.81,0.51,0.18,20.17,-0.29,-42.92,148.24,7.35,0.06,0.07,249.18,-120.11,21.38,19.13,-1.04,0.08,0.12,0.02,0.06,0.04,0.1,0.02,0.24,8.0,4.2,4.42,1.96,2.79,2.4,-0.25,0.16,-0.25,0.12,-0.97,0.9,1.25,0.0,1.0,1.25,0.13,0.14,0.24,0.13,0.25,0.26,0.21,0.2,0.13,0.14,-0.05,0.01,0.09,-0.09,-0.05,0.02,0.08,0.12,0.06,0.1,0.04,3,1,0,58.6,5,-0.01,17.29
2023-06-14,MSTR,28.29,7.25,1,28.86,27.88,29.96,0.89,29.19,30.5,31.12,23.15,27.0,17.56,19.97,21.96,19.41,6,31358000,121915000,93974000,461193000,0,technology,-16876000,75,3747576300.0,2241733000,75,-1443000,94311000,2147422000,-0.03,119050000.0,123084280.0,5894998300.0,34.07,62,19.2,96,14.87,0.61,0.2,30.21,12,27.34,29,2.87,0.33,0.07,30.21,12,27.64,9,2.57,0.25,0.07,34.07,62,0,13.66,167,71,20.41,0.72,0.2,-0.14,0.14,0.73,0.19,0.6,30.74,-0.41,-884.06,2176.15,70.79,0.57,0.0,-349.31,62.73,48.35,30.45,-0.29,-0.06,0.01,-0.02,-0.04,0.07,0.04,0.03,-3.6,-2.21,-1.42,1.71,0.32,2.15,1.39,-0.09,0.09,-0.09,0.09,0.63,0.56,4.31,-0.03,0.97,1.61,-0.07,-0.09,0.22,0.05,0.61,0.42,0.29,0.46,-0.04,-0.06,-0.31,-0.02,0.34,-0.14,0.03,-0.02,-0.06,0.01,-0.04,0.04,0.07,1,0,0,251.38,2,-0.0,48.69
2021-04-16,AAL,22.03,-11.18,1,23.14,18.76,21.59,0.79,23.71,22.38,17.35,15.47,17.01,11.97,12.73,13.3,9.53,4,0,4008000000,-2156000000,-1250000000,0,industrials,-1466000000,16,14190029690.0,46324000000,16,109000000,277000000,46047000000,-4.3,4043173416.0,7320468778.0,60237029690.0,25.17,32,15.0,95,10.17,0.69,0.14,25.16,30,21.81,23,3.35,0.07,0.14,24.23,11,22.03,0,2.2,0.0,0.1,25.17,32,0,10.95,170,75,14.22,0.78,0.14,-0.37,0.24,0.72,0.33,3.26,3.54,-0.53,-5.12,9.67,2.73,3.25,-0.0,-41.09,-27.94,15.03,1.94,-1.6,0.02,0.17,-0.05,0.07,0.15,0.23,0.04,-6.72,-0.35,2.34,2.19,1.25,2.01,1.55,-0.1,0.07,-0.1,0.07,18.2,-1.15,0.74,-0.07,0.93,1.84,-0.02,0.27,0.42,0.3,0.84,0.73,0.66,1.31,0.06,0.37,-0.84,0.29,0.12,-0.09,0.34,-0.05,0.02,0.17,0.07,0.23,0.15,2,0,0,-16.12,4,-0.08,142.81
2021-04-16,VST,17.8,-4.23,0,17.64,19.3,18.97,0.21,17.61,18.27,21.28,20.78,18.66,19.08,18.24,18.5,18.43,4,0,3207000000,-1909000000,-2043000000,-74000000,utilities,-1897000000,16,8651202867.0,12081000000,16,34000000,561000000,11520000000,-2.83,1897050734.0,3310224470.0,20171202867.0,23.83,51,16.43,44,7.4,0.19,0.34,17.92,1,16.7,25,1.22,0.9,0.01,17.92,1,17.16,4,0.76,0.84,0.01,23.83,51,0,16.43,44,0,7.4,0.19,0.34,-0.59,0.16,1.0,0.16,1.4,2.7,-1.19,-6.28,5.26,1.95,1.33,0.04,-10.63,-10.57,6.29,2.61,-0.08,-0.06,-0.08,0.01,-0.07,-0.02,-0.09,0.01,0.76,-0.47,-1.74,-0.99,-0.21,-0.26,-0.07,-0.12,0.03,-0.12,0.03,-2.62,-0.73,3.62,0.01,1.01,0.93,-0.03,-0.16,-0.14,-0.05,-0.07,-0.02,-0.04,-0.03,-0.04,-0.17,-0.79,-0.14,0.02,0.11,-0.01,0.01,-0.06,-0.08,-0.07,-0.09,-0.02,1,0,0,-5.56,3,0.02,-4.29
2021-04-16,UAL,55.87,-13.02,0,57.79,48.93,53.5,1.5,58.28,54.96,43.2,43.69,48.36,37.41,35.72,37.02,22.81,4,0,3221000000,-1799000000,-1357000000,0,industrials,-792000000,16,18079532000.0,33659000000,16,-19000000,12666000000,20993000000,-7.08,3259215365.0,5350921492.0,39072532000.0,62.45,30,39.94,74,22.52,0.71,0.12,62.45,30,53.83,23,8.62,0.24,0.12,59.57,9,55.87,0,3.7,0.0,0.07,62.45,30,0,32.6,170,96,29.85,0.78,0.12,-0.25,0.29,0.75,0.38,1.86,5.61,-0.44,-7.89,17.9,3.19,1.16,-0.0,-49.33,-21.72,12.13,3.38,-2.23,0.04,0.14,-0.03,0.08,0.09,0.18,0.03,-9.64,0.91,6.33,4.06,1.88,3.69,3.36,-0.22,0.22,-0.22,0.14,-11.59,-0.86,1.16,-0.04,0.96,1.49,0.02,0.29,0.28,0.16,0.49,0.56,0.51,1.45,0.06,0.35,-0.83,0.27,-0.01,-0.1,0.57,-0.03,0.04,0.14,0.08,0.18,0.09,2,0,0,-15.26,4,-0.04,153.35
2021-04-16,DAL,46.64,-25.21,0,48.99,43.8,47.26,1.49,49.22,48.33,42.0,40.05,42.02,34.24,31.97,32.28,21.07,4,0,4150000000,-2196000000,-1177000000,0,industrials,-662000000,16,29709680000.0,35265000000,16,36000000,8460000000,26805000000,-3.13,3941825948.0,6216183073.0,56514680000.0,51.65,10,37.82,74,13.83,0.64,0.11,51.65,10,45.61,23,6.04,0.17,0.11,51.65,10,46.64,0,5.01,0.0,0.11,51.65,10,0,27.27,238,164,24.38,0.79,0.11,-0.16,0.25,0.57,0.44,1.19,7.16,-0.56,-14.9,26.64,3.72,0.9,-0.0,-85.37,-25.74,13.62,4.78,-2.38,-0.01,0.06,-0.05,0.04,0.08,0.12,0.03,-10.32,-1.69,2.32,2.2,1.15,2.48,2.45,-0.5,0.12,-0.5,0.08,5.11,-1.73,0.9,-0.05,0.95,1.36,-0.03,0.11,0.16,0.11,0.36,0.46,0.44,1.21,0.02,0.17,-0.89,0.15,0.05,-0.05,0.52,-0.05,-0.01,0.06,0.04,0.12,0.08,1,0,0,-24.84,5,-0.01,132.51
2021-04-16,FTI,7.27,8.87,1,7.53,8.21,8.07,0.23,7.78,8.81,8.63,9.42,8.03,5.55,5.63,5.9,6.04,4,16500000,1632000000,1200000,368200000,0,energy,121900000,16,3256587172.0,2531100000,16,43300000,752800000,1778300000,-0.07,1522695002.0,1611978214.0,5034887172.0,10.5,94,7.02,57,3.48,0.07,0.44,8.42,30,7.26,3,1.16,0.01,0.16,7.88,9,7.26,3,0.62,0.02,0.08,10.5,94,0,4.37,170,113,6.13,0.47,0.44,0.07,0.19,0.57,0.33,0.78,2.0,-0.84,-99.5,119.13,59.7,0.55,0.0,41.3,4195.74,3.09,2.02,0.02,-0.1,-0.11,-0.03,-0.07,-0.02,-0.08,0.03,-2.04,-1.54,-0.68,-0.72,-0.19,0.34,0.27,-0.03,0.0,-0.03,0.02,0.32,1.26,2.77,-0.07,0.93,1.31,-0.17,-0.16,-0.23,-0.09,0.31,0.29,0.23,0.2,-0.12,-0.1,0.19,0.02,-0.08,0.17,-0.07,-0.03,-0.1,-0.11,-0.07,-0.08,-0.02,0,0,1,1064.17,2,0.0,24.67
2021-04-16,CCL,27.03,-15.02,1,28.14,23.43,26.12,0.68,27.53,27.71,20.96,20.47,22.36,15.58,14.88,17.46,13.23,4,0,26000000,-509000000,-1973000000,-344000000,consumer cyclical,-993000000,47,30597960000.0,32729000000,47,-61000000,9674000000,23055000000,-1.54,197358536.0,185287919.0,53652960000.0,29.79,32,18.67,77,11.12,0.75,0.1,29.3,7,24.85,23,4.45,0.49,0.08,29.3,7,27.03,0,2.27,0.0,0.08,29.79,32,0,12.3,170,93,17.49,0.84,0.1,-38.19,0.25,0.64,0.4,1.07,1176.84,0.05,-17.54,-355.85,-0.3,0.75,0.17,-54.03,-105.41,2063.58,165.14,-1011.71,0.03,0.15,-0.04,0.08,0.11,0.2,0.03,-2.0,-0.68,3.04,2.19,1.17,2.29,2.02,-0.09,0.11,-0.09,0.09,1.94,-1.22,0.87,-0.02,0.98,1.73,-0.02,0.29,0.32,0.21,0.73,0.82,0.55,1.04,-0.01,0.31,-1.02,0.32,0.02,-0.08,0.12,-0.04,0.03,0.15,0.08,0.2,0.11,2,0,0,-133.21,5,-0.02,112.7
2023-02-10,HRB,38.9,-27.2,0,39.0,40.17,39.01,0.56,38.69,36.33,42.45,40.34,41.28,45.11,40.3,35.89,25.0,2,0,166405000,-14606000,-220863000,-46100000,consumer cyclical,-246295000,41,5923856858.0,2457689000,41,152282000,264455000,2193234000,-1.48,148888333.0,2101277666.0,8117090858.0,43.71,72,35.07,38,8.64,0.44,0.12,39.52,3,37.25,22,2.27,0.73,0.02,39.52,3,37.69,1,1.83,0.66,0.02,48.44,176,104,33.0,238,200,15.44,0.38,0.25,-1.48,0.15,0.56,0.26,0.41,35.6,-4.01,-26.24,6.55,0.18,0.37,0.21,-32.96,-555.74,48.78,2.82,-32.78,-0.0,-0.03,-0.0,-0.0,-0.03,-0.03,0.01,0.84,2.57,-1.78,-0.48,-0.6,-1.24,-0.23,-0.07,0.1,-0.05,0.02,-0.67,-2.45,-0.19,0.01,1.01,0.86,0.07,-0.08,-0.04,-0.06,-0.14,-0.03,0.08,0.56,0.06,-0.09,-1.73,-0.14,0.05,-0.02,0.61,-0.0,-0.0,-0.03,-0.0,-0.03,-0.03,0,0,1,-152.1,3,0.0,56.0
2023-02-10,MSTR,24.34,-11.11,1,26.77,21.16,20.83,1.76,25.89,15.56,19.53,24.02,22.49,23.24,30.43,19.16,42.68,2,31617000,132554000,105831000,-249669000,0,technology,-189037000,41,2880395600.0,2446358000,41,-5829000,43835000,2402523000,0.0,131005000.0,119050000.0,5282918600.0,29.21,8,13.66,43,15.55,0.69,0.2,29.21,8,19.48,30,9.73,0.5,0.2,29.21,8,24.34,0,4.87,0.0,0.2,35.28,182,174,13.66,43,0,21.62,0.49,0.45,-1.43,0.45,0.72,0.63,0.85,21.73,-17.0,12170.0,-715.88,-32.94,0.83,-0.0,-27.95,49.92,39.85,24.19,2.46,0.17,0.15,-0.09,0.29,-0.02,0.27,0.07,-6.2,8.78,2.4,0.11,0.46,0.22,-1.01,-0.61,0.25,-0.06,0.25,-1.71,2.65,-0.77,-0.06,0.94,1.05,0.56,0.25,0.01,0.08,0.05,-0.2,0.27,-0.43,0.66,0.33,1.04,-0.2,-0.19,0.07,-0.29,-0.09,0.17,0.15,0.29,0.27,-0.02,2,0,0,2869.02,2,0.0,-37.28
2023-02-10,FSLY,9.87,-25.97,1,10.72,9.09,9.52,0.59,10.6,8.22,9.55,8.58,8.93,9.14,11.79,12.74,16.56,2,37197000,119321000,62583000,-46653000,0,technology,4041000,41,1237875660.0,833538000,41,46000,143391000,690147000,-0.13,114985170.0,116081374.0,1928022660.0,11.9,8,7.44,119,4.46,0.54,0.21,11.9,8,9.26,30,2.64,0.23,0.21,11.9,8,9.87,0,2.03,0.0,0.21,14.02,218,210,7.44,119,0,6.58,0.37,0.42,0.03,0.4,0.68,0.59,0.67,10.37,-0.21,-77.47,374.29,36.08,0.56,-0.0,477.12,30.81,16.16,10.66,0.29,0.04,0.09,-0.08,0.13,0.05,0.18,0.06,-2.92,1.65,0.16,0.43,0.23,0.15,-0.32,-0.25,0.02,-0.02,0.02,-2.77,9.31,0.83,-0.07,0.93,1.08,0.2,0.03,0.15,0.11,0.08,-0.16,-0.23,-0.4,0.29,0.11,1.63,-0.14,0.11,-0.04,-0.29,-0.08,0.04,0.09,0.13,0.18,0.05,2,0,0,201.18,1,-0.0,-35.27
2023-02-10,AIV,7.66,-5.55,0,7.62,7.6,7.62,0.12,7.59,7.2,8.15,7.56,7.32,8.95,8.26,6.5,7.2,2,0,41969000,26561000,-205338000,-3043000,real estate,-315895000,41,1117034820.0,1162824000,41,15548000,206460000,956364000,0.01,208023000.0,208173000.0,2073398820.0,8.38,72,6.68,119,1.7,0.58,0.09,7.8,8,7.35,11,0.45,0.69,0.02,7.8,8,7.35,11,0.45,0.69,0.02,9.6,182,110,5.77,239,120,3.83,0.49,0.25,-7.53,0.12,0.44,0.26,1.04,26.62,0.17,1186.68,7118.96,267.47,0.86,0.01,-6.56,78.06,49.4,5.37,-21.25,0.01,0.01,0.01,0.0,0.0,0.0,0.02,0.28,0.46,-0.25,0.03,0.08,-0.26,-0.1,-0.01,0.01,-0.01,0.01,-0.39,-2.88,-0.61,0.01,1.01,0.86,0.06,-0.06,0.01,0.05,-0.14,-0.07,0.18,0.06,0.05,-0.07,-1.79,-0.12,0.08,0.03,0.15,0.01,0.01,0.01,0.0,0.0,0.0,3,1,0,2094.28,1,0.0,5.83
2023-02-10,NRG,34.86,-7.31,0,34.55,37.84,33.53,0.41,33.75,32.18,38.23,44.17,40.22,41.63,38.14,38.0,37.6,2,0,7855000000,-972000000,-1095000000,-80000000,utilities,-1056000000,41,8017800000.0,8302000000,41,57000000,430000000,7872000000,1.2,3090714014.0,2648545378.0,15889800000.0,45.4,91,31.03,22,14.37,0.27,0.3,35.01,3,31.03,22,3.98,0.96,0.0,35.01,3,33.55,11,1.46,0.9,0.0,45.4,91,0,31.03,22,0,14.37,0.27,0.3,-0.13,0.28,1.0,0.28,1.04,1.02,0.24,29.17,120.21,117.77,0.98,0.07,-15.05,-16.35,2.02,3.03,2.01,0.04,-0.08,0.01,0.03,-0.11,-0.09,0.01,4.44,2.68,-1.68,-3.1,-1.34,-1.35,-0.55,-0.12,0.17,-0.12,0.17,0.66,-2.59,1.32,0.03,1.03,0.84,0.08,-0.09,-0.21,-0.13,-0.16,-0.09,-0.08,-0.07,0.05,-0.12,-1.42,-0.16,-0.13,0.1,0.01,0.01,0.04,-0.08,0.03,-0.09,-0.11,2,0,0,29.5,3,-0.01,-8.11
