date,symbol,price,ratio,to_buy,sma_10d,sma_50w,sma_100d,sma_200d,other_expenses,ebitdaMargin,eps,costOfRevenue,revenues,revenues_lag_days,MarkRevRatio,cost_revenue_ratio
2022-10-19,TPR,30.61,0.59,1,31.11,35.68,33.01,34.54,0,0.198,0.79,451900000,1506500000,18,4.862,0.3
2022-10-19,GE,43.89,0.7,1,41.69,51.44,43.63,49.94,258000000,0.055,-0.15,14371000000,19084000000,19,2.509,0.75
2022-10-19,AIG,52.75,0.67,1,50.46,56.29,52.64,56.45,2093000000,0.357,3.59,2093000000,14042000000,19,2.799,0.15
2022-10-19,EA,123.84,0.74,0,121.46,128.14,127.18,127.57,43000000,0.291,1.08,462000000,1904000000,19,17.952,0.24
2022-04-26,UNM,31.25,0.73,1,32.87,27.58,27.86,27.1,81900000,13.507,1.19,83300000,28800000,26,218.264,2.89
2022-04-26,MOS,63.67,0.41,0,72.12,42.05,50.89,42.95,200000,0.32,3.23,2483200000,3922300000,26,5.836,0.63
2022-04-26,DHI,72.21,0.65,0,72.93,89.95,88.38,90.19,9300000,0.234,4.07,5429900000,7999000000,26,3.167,0.68
2022-04-26,PNW,75.41,0.61,0,77.34,74.65,71.88,72.75,245428000,0.359,0.15,483611000,783531000,26,10.892,0.62
2022-04-26,RL,104.32,0.77,0,109.51,117.11,116.27,117.17,5100000,0.038,0.34,556600000,1522700000,24,4.803,0.37
2021-08-24,DVN,28.53,0.7,1,27.15,20.45,26.3,22.29,14000000,0.357,0.38,2014000000,2417000000,55,7.991,0.83
2021-08-24,MOS,32.29,0.57,1,32.0,28.0,32.89,29.6,1400000,0.23,1.15,2048400000,2800700000,55,4.379,0.73
2021-08-24,FOX,34.24,0.75,1,34.09,32.44,35.35,33.4,-173000000,0.187,0.43,1722000000,2890000000,55,7.376,0.6
2021-08-24,NRG,43.95,0.47,0,43.3,37.07,38.33,37.8,12000000,0.396,4.4,2957000000,5243000000,55,2.054,0.56
2021-08-24,EVRG,68.48,0.66,0,68.49,58.7,63.64,59.47,-4100000,0.423,0.81,617800000,1236200000,55,12.724,0.5
2021-08-24,PSX,70.93,0.56,1,70.47,73.11,80.87,77.09,51000000,0.035,0.66,25582000000,27002000000,55,1.156,0.95
2021-08-24,VFC,76.98,0.74,0,78.17,80.72,82.27,82.32,9041000,0.123,0.83,955551000,2194557000,52,13.743,0.44
2021-08-24,PNW,77.76,0.68,0,79.72,81.08,83.73,81.55,33942000,0.488,1.91,499525000,1000249000,55,8.779,0.5
2022-12-20,NRG,31.66,0.62,1,32.22,39.91,40.83,40.17,197000000,0.043,0.29,7802000000,8510000000,81,0.854,0.92
2022-12-20,TPR,35.95,0.7,1,36.96,34.51,33.88,33.64,0,0.198,0.79,451900000,1506500000,80,5.71,0.3
2022-12-20,ATO,113.07,0.75,0,116.66,112.37,111.87,113.2,426270000,0.349,0.51,190956000,722628000,81,22.191,0.26
2022-12-20,EA,120.42,0.72,0,123.74,127.55,126.26,126.57,43000000,0.291,1.08,462000000,1904000000,81,17.456,0.24
2022-12-20,AIZ,122.05,0.8,0,127.12,160.63,145.35,161.89,-1842500000,0.031,0.14,0,2547800000,81,2.559,0.0
2022-12-20,IBM,141.28,0.78,0,145.44,133.56,134.06,133.87,-121000000,-0.216,-3.56,6677000000,14107000000,81,9.071,0.47
2022-03-02,APA,37.87,0.52,1,33.56,24.02,29.22,24.68,76000000,0.391,1.06,1187000000,2299000000,61,5.699,0.52
2022-03-02,FOX,39.32,0.48,0,38.24,36.05,36.72,35.86,-46000000,0.059,-0.15,3760000000,4441000000,61,5.463,0.85
2022-03-02,WY,39.49,0.53,0,39.04,37.31,38.92,37.11,-5000000,0.329,0.56,1501000000,2206000000,61,13.381,0.68
2022-03-02,FOXA,43.09,0.52,0,41.99,38.48,39.74,38.5,-46000000,0.059,-0.15,3760000000,4441000000,61,5.463,0.85
2022-03-02,PFE,47.7,0.77,1,47.56,45.63,50.94,46.81,1306000000,0.234,0.6,9736000000,23838000000,61,11.24,0.41
2023-08-28,COTY,11.26,0.73,0,11.18,10.17,11.86,10.75,22000000,0.191,0.03,502100000,1351600000,59,7.117,0.37
2023-08-28,EVRG,56.72,0.53,0,56.58,60.1,59.7,60.23,-18400000,0.445,0.78,647800000,1354200000,59,9.638,0.48
2023-08-28,HAS,70.65,0.61,0,66.02,61.01,61.1,59.56,7300000,0.06,-1.69,472100000,1210000000,57,8.104,0.39
2023-08-28,PNW,78.82,0.35,0,78.16,76.27,80.21,75.13,6095000,0.36,0.94,684992000,1121703000,59,7.973,0.61
2023-05-31,PNW,77.28,0.67,0,77.38,74.55,76.98,74.78,249654000,0.269,0.01,644584000,944955000,61,9.275,0.68
2022-06-06,MOS,59.56,0.38,0,59.85,45.13,57.52,47.2,200000,0.32,3.23,2483200000,3922300000,67,5.459,0.63
2022-06-06,DHI,75.6,0.68,0,72.78,87.6,78.9,87.04,9300000,0.234,4.07,5429900000,7999000000,67,3.315,0.68
2022-06-06,PNW,78.1,0.63,0,77.58,73.53,73.74,71.72,245428000,0.359,0.15,483611000,783531000,67,11.281,0.62
2022-06-06,PSX,106.02,0.22,0,100.88,80.64,87.6,80.74,1489000000,0.036,1.3,33833000000,36179000000,67,1.416,0.94
2023-04-10,AAL,14.15,0.09,1,14.21,14.5,14.85,14.32,1460000000,0.046,0.02,9840000000,12189000000,10,0.759,0.81
2023-04-10,PNW,80.42,0.7,0,79.01,73.89,76.09,73.63,249654000,0.269,0.01,644584000,944955000,10,9.652,0.68
2022-12-16,AAL,12.81,0.29,1,13.59,15.27,13.79,14.91,1399000000,0.086,0.74,10638000000,13462000000,77,0.619,0.79
2022-12-16,TPR,36.6,0.71,1,37.22,34.55,33.83,33.62,0,0.198,0.79,451900000,1506500000,76,5.814,0.3
2022-12-16,ATO,114.77,0.77,0,117.34,112.17,112.02,113.23,426270000,0.349,0.51,190956000,722628000,77,22.524,0.26
2022-12-16,EA,121.74,0.73,0,125.41,127.75,126.49,126.63,43000000,0.291,1.08,462000000,1904000000,77,17.647,0.24
2022-12-16,IBM,140.16,0.78,0,146.92,133.42,133.86,133.73,-121000000,-0.216,-3.56,6677000000,14107000000,77,9.0,0.47
2021-02-10,CNP,21.46,0.62,1,21.32,19.62,21.65,20.24,16000000,0.327,0.28,1336000000,2054000000,41,5.767,0.65
2021-02-10,WY,34.4,0.74,1,33.52,26.38,30.7,27.58,-262000000,0.189,0.39,1392000000,2063000000,41,12.485,0.67
2021-02-10,CNC,61.06,0.59,1,59.96,62.8,62.62,63.28,192000000,0.007,-0.02,24984000000,28288000000,41,1.256,0.88
2021-12-16,AIV,7.59,0.12,0,7.75,6.61,7.28,6.96,1785000,0.59,-0.03,18155000,42893000,77,26.431,0.42
2021-12-16,MRO,15.36,0.63,1,15.67,12.39,14.16,13.09,150000000,0.371,0.23,872000000,1438000000,77,7.936,0.61
2021-12-16,VST,20.93,0.18,1,20.88,18.8,19.07,18.36,36000000,0.241,0.01,2135000000,2991000000,77,3.376,0.71
2021-12-16,VLO,68.75,0.75,1,69.7,71.55,70.68,73.13,32000000,0.025,1.13,28613000000,29520000000,77,0.948,0.97
2023-08-09,COTY,11.7,0.76,0,11.95,9.96,11.89,10.44,22000000,0.191,0.03,502100000,1351600000,40,7.395,0.37
2023-08-09,NCLH,17.9,0.42,1,19.4,15.62,16.46,14.91,-8043000,0.217,0.2,1383610000,2205492000,40,3.453,0.63
2023-08-09,VST,30.31,0.43,1,28.41,24.13,25.23,24.23,-5000000,0.328,1.18,1920000000,3189000000,40,3.484,0.6
2023-08-09,EVRG,58.1,0.54,0,58.86,60.88,60.05,60.47,-18400000,0.445,0.78,647800000,1354200000,40,9.872,0.48
2023-08-09,HAS,66.06,0.57,0,64.44,61.6,59.1,59.45,7300000,0.06,-1.69,472100000,1210000000,38,7.578,0.39
2023-08-09,PNW,77.96,0.35,0,80.5,76.12,80.17,75.13,6095000,0.36,0.94,684992000,1121703000,40,7.886,0.61
2023-08-09,MPC,144.05,0.45,0,136.52,117.88,120.51,116.56,269000000,0.109,5.34,32549000000,36385000000,40,1.56,0.89
2022-09-01,VFC,41.41,0.67,0,42.69,58.69,47.65,56.53,-94714000,0.058,-0.14,1042982000,2261595000,61,6.995,0.46
2022-09-01,EVRG,69.74,0.66,0,69.95,66.15,67.61,66.52,-17000000,0.392,0.85,778600000,1446500000,63,11.084,0.54
2022-09-01,PNW,75.94,0.59,0,76.28,71.83,74.19,72.42,241000000,0.422,1.45,597574000,1061669000,63,8.098,0.56
2022-03-16,APA,36.85,0.5,1,38.32,24.83,30.46,25.54,76000000,0.391,1.06,1187000000,2299000000,75,5.546,0.52
2022-03-16,FOX,37.42,0.46,0,37.48,36.1,36.54,35.92,-46000000,0.059,-0.15,3760000000,4441000000,75,5.156,0.85
2022-03-16,WY,39.27,0.53,0,39.17,37.46,39.13,37.18,-5000000,0.329,0.56,1501000000,2206000000,75,13.307,0.68
2024-02-05,CNC,74.07,0.45,0,74.74,68.95,72.69,69.49,4571000000,-0.005,0.08,31595000000,39460000000,36,1.004,0.8
2023-10-20,TPR,28.12,0.5,1,28.14,39.04,36.66,39.46,-1400000,0.196,0.85,415500000,1513200000,20,4.261,0.27
2023-10-20,NRG,40.53,0.17,1,40.95,35.69,37.44,36.14,14000000,0.13,1.42,6421000000,7946000000,20,1.062,0.81
2023-10-20,EA,127.44,0.76,1,129.33,123.96,126.33,123.57,28000000,0.197,1.47,456000000,1914000000,20,17.911,0.24
2021-02-23,CNP,20.78,0.6,1,21.31,19.7,21.84,20.42,16000000,0.327,0.28,1336000000,2054000000,54,5.584,0.65
2021-02-23,WY,35.03,0.75,1,34.66,26.78,31.27,28.19,-262000000,0.189,0.39,1392000000,2063000000,54,12.713,0.67
2021-02-23,CNC,59.3,0.57,1,59.16,62.69,62.84,62.98,192000000,0.007,-0.02,24984000000,28288000000,54,1.22,0.88
2021-02-23,FANG,71.01,0.74,1,68.07,41.95,45.72,43.21,1000000,0.711,-4.68,467000000,767000000,54,15.199,0.61
2021-07-21,VST,18.32,0.24,1,18.69,18.58,17.56,18.59,-34000000,0.2,0.07,1749000000,2565000000,21,3.446,0.68
2021-07-21,APA,18.42,0.51,1,18.99,16.45,20.29,17.04,31000000,0.572,0.83,985000000,1756000000,21,3.951,0.56
2021-07-21,DVN,26.34,0.65,1,27.04,18.78,25.46,20.22,14000000,0.357,0.38,2014000000,2417000000,21,7.378,0.83
2021-07-21,EVRG,63.91,0.61,0,62.91,57.17,61.42,58.01,-4100000,0.423,0.81,617800000,1236200000,21,11.875,0.5
2021-07-21,VFC,79.93,0.77,0,79.95,79.46,82.06,81.52,9041000,0.123,0.83,955551000,2194557000,18,14.269,0.44
2021-07-21,PNW,83.64,0.74,0,84.14,80.44,83.03,81.71,33942000,0.488,1.91,499525000,1000249000,21,9.443,0.5
2021-08-04,APA,17.75,0.49,1,18.55,16.59,20.02,17.49,31000000,0.572,0.83,985000000,1756000000,35,3.807,0.56
2021-08-04,DVN,25.29,0.62,1,26.01,19.38,25.68,21.03,14000000,0.357,0.38,2014000000,2417000000,35,7.084,0.83
2021-08-04,MOS,30.61,0.54,1,30.5,27.18,32.89,28.64,1400000,0.23,1.15,2048400000,2800700000,35,4.151,0.73
2021-08-04,FOX,32.64,0.71,1,33.6,32.07,35.96,32.86,-173000000,0.187,0.43,1722000000,2890000000,35,6.946,0.6
2021-08-04,NRG,41.74,0.45,0,41.27,36.41,37.56,37.06,12000000,0.396,4.4,2957000000,5243000000,35,1.95,0.56
2021-08-04,EVRG,66.24,0.64,0,65.49,57.73,62.42,58.62,-4100000,0.423,0.81,617800000,1236200000,35,12.308,0.5
2021-08-04,PNW,78.19,0.69,0,83.56,80.67,83.8,81.81,33942000,0.488,1.91,499525000,1000249000,35,8.827,0.5
2021-08-04,VFC,79.27,0.76,0,82.03,80.16,82.26,81.79,9041000,0.123,0.83,955551000,2194557000,32,14.152,0.44
2023-03-30,AAL,14.47,0.09,1,14.02,14.75,14.86,14.28,1385000000,0.117,1.23,9933000000,13189000000,89,0.715,0.75
2023-03-30,PNW,79.09,0.69,0,77.37,73.68,75.52,73.27,245567000,0.247,-0.17,726996000,1009314000,89,8.883,0.72
2022-03-11,MRO,23.17,0.58,1,23.4,14.93,18.34,15.57,3000000,0.398,0.87,861000000,1732000000,70,9.766,0.5
2022-03-11,NI,29.79,0.73,0,29.6,26.01,27.05,26.02,9100000,0.337,0.44,859500000,1408600000,70,9.324,0.61
2022-03-11,FOX,36.18,0.44,0,38.03,36.05,36.64,35.92,-46000000,0.059,-0.15,3760000000,4441000000,70,4.986,0.85
2022-03-11,WY,39.62,0.54,0,39.12,37.39,39.06,37.17,-5000000,0.329,0.56,1501000000,2206000000,70,13.425,0.68
2022-03-11,OXY,57.95,0.66,1,52.64,30.91,35.59,31.81,672000000,0.568,1.67,4621000000,7913000000,70,7.298,0.58
2022-03-11,LEN,86.57,0.62,0,88.05,101.19,101.89,100.88,-12709000,0.242,1.71,4996952000,6203516000,11,4.045,0.81
2021-10-27,AIV,7.53,0.12,0,7.44,8.69,7.05,6.44,1785000,0.59,-0.03,18155000,42893000,27,26.222,0.42
2021-10-27,TPR,38.06,0.78,1,38.82,39.68,40.93,41.43,-2200000,0.232,0.82,412200000,1480900000,25,6.967,0.28
2021-10-27,EA,140.37,0.69,0,138.78,139.43,140.56,140.17,1000000,0.238,1.03,494000000,1826000000,27,21.755,0.27
2023-01-25,AIV,7.58,0.05,1,7.55,7.39,7.76,7.4,15548000,-4.649,-1.38,15408000,41969000,25,26.338,0.37
2023-01-25,FOX,31.33,0.77,0,30.18,31.71,29.23,30.62,3631000000,0.13,0.58,3631000000,4605000000,25,3.789,0.79
2023-01-25,CNC,76.05,0.64,0,76.51,84.04,81.55,84.09,352000000,0.018,-0.39,31714000000,35561000000,25,1.178,0.89
2023-01-25,BBY,84.0,0.78,0,84.15,80.25,74.6,77.1,0,0.058,1.23,8255000000,10587000000,88,1.753,0.78
2023-07-21,COTY,12.05,0.78,0,12.44,9.7,11.78,10.09,22000000,0.191,0.03,502100000,1351600000,21,7.616,0.37
2023-07-21,NCLH,21.03,0.5,0,21.34,15.3,15.81,14.91,-8043000,0.217,0.2,1383610000,2205492000,21,4.056,0.63
2023-07-21,EVRG,61.56,0.58,0,59.83,61.6,60.0,60.37,-18400000,0.445,0.78,647800000,1354200000,21,10.46,0.48
2023-07-21,PNW,85.42,0.38,0,83.06,75.94,79.44,75.13,6095000,0.36,0.94,684992000,1121703000,21,8.641,0.61
2024-02-12,FOX,28.01,0.33,1,28.75,29.55,28.33,29.42,-17000000,0.082,0.23,3490000000,4234000000,43,3.458,0.82
2024-02-12,CNC,77.91,0.47,0,75.65,69.14,73.11,69.72,4571000000,-0.005,0.08,31595000000,39460000000,43,1.057,0.8
2022-02-02,NI,29.6,0.72,0,28.17,25.35,25.82,25.59,9100000,0.337,0.44,859500000,1408600000,33,9.264,0.61
2022-02-02,APA,34.77,0.47,1,32.69,22.9,26.85,23.41,76000000,0.391,1.06,1187000000,2299000000,33,5.233,0.52
2022-02-02,FOX,37.27,0.45,0,35.99,35.97,36.3,35.7,-46000000,0.059,-0.15,3760000000,4441000000,33,5.156,0.85
2022-02-02,OXY,39.62,0.45,1,36.8,29.09,31.7,29.28,672000000,0.568,1.67,4621000000,7913000000,33,4.989,0.58
2022-02-02,WY,41.47,0.56,0,39.18,36.87,38.11,36.99,-5000000,0.329,0.56,1501000000,2206000000,33,14.052,0.68
2022-02-02,CTVA,48.13,0.66,1,46.86,45.56,45.53,45.12,335000000,0.172,0.22,2232000000,3479000000,33,10.058,0.64
2023-08-22,NCLH,17.26,0.41,1,17.38,15.74,16.89,14.91,-8043000,0.217,0.2,1383610000,2205492000,53,3.329,0.63
2023-08-22,EVRG,56.44,0.53,0,57.15,60.37,59.87,60.33,-18400000,0.445,0.78,647800000,1354200000,53,9.59,0.48
2023-08-22,HAS,67.71,0.58,0,64.96,61.07,60.48,59.43,7300000,0.06,-1.69,472100000,1210000000,51,7.767,0.39
2023-08-22,PNW,78.7,0.35,0,77.57,76.22,80.2,75.13,6095000,0.36,0.94,684992000,1121703000,53,7.961,0.61
2022-11-16,IPG,32.54,0.77,1,30.98,31.94,28.56,31.03,67000000,0.171,0.64,2216200000,2637700000,47,4.785,0.84
2022-11-16,TPR,34.35,0.67,1,32.95,34.9,32.8,33.91,0,0.198,0.79,451900000,1506500000,46,5.456,0.3
2022-11-16,AIG,59.87,0.77,0,59.39,56.53,53.17,56.25,2093000000,0.357,3.59,2093000000,14042000000,47,3.177,0.15
2022-11-16,BBY,69.12,0.64,1,70.56,83.65,71.51,80.77,0,0.058,1.23,8255000000,10587000000,18,1.442,0.78
2022-11-16,ATO,112.3,0.75,0,107.94,110.85,111.05,112.19,426270000,0.349,0.51,190956000,722628000,47,22.04,0.26
2022-11-16,EA,129.34,0.77,0,129.34,127.94,126.03,127.1,43000000,0.291,1.08,462000000,1904000000,47,18.749,0.24
2022-08-10,VFC,46.15,0.74,0,45.57,60.47,49.65,58.89,-94714000,0.058,-0.14,1042982000,2261595000,39,7.796,0.46
2022-08-10,EVRG,69.57,0.66,0,68.45,65.95,67.19,66.03,-17000000,0.392,0.85,778600000,1446500000,41,11.057,0.54
2022-08-10,PNW,76.45,0.59,0,75.03,71.76,74.2,71.5,241000000,0.422,1.45,597574000,1061669000,41,8.152,0.56
2022-08-10,EXPE,109.23,0.44,0,104.67,156.66,134.89,156.74,197000000,0.062,-1.18,419000000,3181000000,41,5.413,0.13
2023-07-18,NCLH,21.15,0.5,0,21.63,15.3,15.68,14.91,-8043000,0.217,0.2,1383610000,2205492000,18,4.079,0.63
2023-07-18,EVRG,58.96,0.55,0,59.42,61.6,59.99,60.36,-18400000,0.445,0.78,647800000,1354200000,18,10.018,0.48
2023-07-18,HAS,63.2,0.54,1,64.35,62.66,57.19,59.7,7300000,0.06,-1.69,472100000,1210000000,16,7.25,0.39
2023-07-18,PNW,82.54,0.37,0,82.5,75.94,79.13,75.13,6095000,0.36,0.94,684992000,1121703000,18,8.349,0.61
2022-11-08,IPG,30.37,0.72,1,29.71,31.96,28.29,31.13,67000000,0.171,0.64,2216200000,2637700000,39,4.466,0.84
2022-11-08,TPR,32.28,0.63,1,31.65,35.01,32.71,34.03,0,0.198,0.79,451900000,1506500000,38,5.128,0.3
2022-11-08,AIG,59.13,0.76,0,57.08,56.4,52.66,56.18,2093000000,0.357,3.59,2093000000,14042000000,39,3.138,0.15
2022-11-08,EA,129.1,0.77,0,128.2,127.84,126.0,127.15,43000000,0.291,1.08,462000000,1904000000,39,18.714,0.24
2022-11-08,IBM,140.04,0.78,0,137.14,131.48,131.27,131.59,-121000000,-0.216,-3.56,6677000000,14107000000,39,8.992,0.47
2022-09-29,FOX,28.37,0.74,1,29.98,34.15,31.17,33.72,1814000000,0.208,0.55,1814000000,3033000000,91,5.533,0.6
2022-09-29,EVRG,60.49,0.57,0,64.84,66.37,67.06,66.64,-17000000,0.392,0.85,778600000,1446500000,91,9.614,0.54
2022-12-09,NRG,32.28,0.63,0,38.23,40.33,41.14,40.37,197000000,0.043,0.29,7802000000,8510000000,70,0.871,0.92
2022-12-09,TPR,36.39,0.71,1,37.33,34.63,33.64,33.69,0,0.198,0.79,451900000,1506500000,69,5.78,0.3
2022-12-09,AIG,62.51,0.8,0,62.12,56.96,54.84,56.28,2093000000,0.357,3.59,2093000000,14042000000,70,3.317,0.15
2022-12-09,BBY,81.81,0.76,0,83.88,82.6,73.15,79.43,0,0.058,1.23,8255000000,10587000000,41,1.707,0.78
2022-12-09,ATO,117.67,0.79,0,117.68,111.97,111.88,113.06,426270000,0.349,0.51,190956000,722628000,70,23.093,0.26
2022-12-09,EA,124.71,0.75,0,128.53,127.96,126.83,126.75,43000000,0.291,1.08,462000000,1904000000,70,18.078,0.24
2021-11-10,AIV,7.88,0.12,0,7.81,7.78,7.08,6.59,1785000,0.59,-0.03,18155000,42893000,41,27.441,0.42
2021-11-10,EA,139.28,0.68,0,140.12,140.21,140.14,140.02,1000000,0.238,1.03,494000000,1826000000,41,21.586,0.27
2022-06-03,MOS,59.69,0.38,0,59.69,44.69,57.33,47.05,200000,0.32,3.23,2483200000,3922300000,64,5.471,0.63
2022-06-03,DHI,76.0,0.69,0,72.1,87.97,79.14,87.13,9300000,0.234,4.07,5429900000,7999000000,64,3.333,0.68
2022-06-03,PNW,77.49,0.63,0,77.3,73.71,73.66,71.73,245428000,0.359,0.15,483611000,783531000,64,11.193,0.62
2022-06-03,PSX,104.46,0.22,0,99.66,80.31,87.4,80.54,1489000000,0.036,1.3,33833000000,36179000000,64,1.395,0.94
2021-11-29,AIV,7.62,0.12,0,7.9,6.51,7.18,6.77,1785000,0.59,-0.03,18155000,42893000,60,26.536,0.42
2021-11-29,MRO,15.85,0.65,1,16.15,12.03,13.7,12.77,150000000,0.371,0.23,872000000,1438000000,60,8.19,0.61
2021-11-29,APA,26.83,0.5,1,27.71,20.5,22.2,21.26,77000000,0.387,-0.22,1115000000,2059000000,60,4.704,0.54
2021-11-29,OXY,30.06,0.68,1,30.8,26.99,28.89,28.12,576000000,0.537,0.67,4424000000,6792000000,60,4.145,0.65
2021-11-29,CF,62.96,0.25,1,65.02,50.19,53.33,51.46,19000000,0.455,-0.86,922000000,1362000000,60,9.892,0.68
2021-11-29,VLO,68.17,0.74,1,72.31,71.0,70.27,73.45,32000000,0.025,1.13,28613000000,29520000000,60,0.94,0.97
2021-11-29,EA,124.88,0.61,0,132.09,139.74,139.25,139.42,1000000,0.238,1.03,494000000,1826000000,60,19.354,0.27
2021-11-29,TRV,152.4,0.75,1,156.42,152.79,156.04,154.9,-2468000000,0.123,2.65,0,8805000000,60,4.22,0.0
2023-12-01,TPR,32.7,0.58,1,31.05,38.2,32.71,37.32,-1400000,0.196,0.85,415500000,1513200000,62,4.955,0.27
2023-12-01,NRG,48.37,0.2,1,46.86,36.49,40.3,36.14,14000000,0.13,1.42,6421000000,7946000000,62,1.267,0.81
2023-12-01,BBY,73.42,0.55,0,69.7,76.4,72.98,74.78,0,0.06,1.21,7524000000,9756000000,34,1.625,0.77
2023-07-03,NCLH,21.91,0.52,0,20.08,14.98,15.23,14.91,-8043000,0.217,0.2,1383610000,2205492000,3,4.226,0.63
2023-07-03,EVRG,58.8,0.55,0,58.32,61.88,60.16,60.67,-18400000,0.445,0.78,647800000,1354200000,3,9.991,0.48
2023-07-03,HAS,64.79,0.56,0,62.22,63.23,56.56,60.16,7300000,0.06,-1.69,472100000,1210000000,1,7.432,0.39
2023-07-03,PNW,81.74,0.36,0,81.76,75.55,78.28,75.13,6095000,0.36,0.94,684992000,1121703000,3,8.268,0.61
2023-07-03,QRVO,103.12,0.64,0,100.99,96.1,97.79,95.17,13716000,-0.053,-0.44,422094000,651164000,2,15.511,0.65
2024-02-08,FOX,26.62,0.32,1,29.17,29.63,28.36,29.44,-17000000,0.082,0.23,3490000000,4234000000,39,3.27,0.82
2024-02-08,CNC,76.5,0.47,0,74.91,68.95,72.91,69.62,4571000000,-0.005,0.08,31595000000,39460000000,39,1.037,0.8
2021-04-27,LNC,64.55,0.67,1,63.87,45.6,55.79,46.39,-4207000000,0.072,1.17,0,4534000000,27,2.692,0.0
2021-04-27,PNW,82.11,0.59,0,84.2,78.74,78.94,79.3,34762000,0.374,0.32,428282000,696475000,27,13.308,0.61
2022-12-14,NRG,32.47,0.63,0,35.5,40.08,41.05,40.3,197000000,0.043,0.29,7802000000,8510000000,75,0.876,0.92
2022-12-14,TPR,38.06,0.74,1,37.56,34.55,33.76,33.66,0,0.198,0.79,451900000,1506500000,74,6.046,0.3
2022-12-14,ATO,118.34,0.79,0,117.58,112.17,112.03,113.19,426270000,0.349,0.51,190956000,722628000,75,23.225,0.26
2022-12-14,EA,124.66,0.74,0,127.45,127.75,126.69,126.7,43000000,0.291,1.08,462000000,1904000000,75,18.07,0.24
2022-08-24,GM,39.25,0.61,0,38.95,46.65,36.76,45.2,2089000000,0.146,1.16,31350000000,35759000000,55,1.589,0.88
2022-08-24,VFC,43.42,0.7,0,45.84,59.26,48.51,57.55,-94714000,0.058,-0.14,1042982000,2261595000,53,7.335,0.46
2022-08-24,EVRG,70.12,0.67,0,70.67,66.06,67.62,66.36,-17000000,0.392,0.85,778600000,1446500000,55,11.145,0.54
2022-08-24,PNW,75.98,0.59,0,77.2,71.81,74.38,72.08,241000000,0.422,1.45,597574000,1061669000,55,8.102,0.56
2023-03-27,AIV,7.13,0.05,1,7.1,7.45,7.59,7.65,15548000,-4.649,-1.38,15408000,41969000,86,24.774,0.37
2023-03-27,FOX,30.98,0.76,0,30.49,30.75,30.32,30.4,3631000000,0.13,0.58,3631000000,4605000000,86,3.805,0.79
2023-03-27,WFC,37.47,0.69,1,37.96,43.43,44.26,43.4,4620000000,0.254,0.68,0,19660000000,86,7.215,0.0
2023-03-27,CTVA,57.7,0.65,0,57.43,60.07,62.27,60.45,166000000,0.052,-0.06,2510000000,3825000000,86,10.754,0.66
2023-03-27,OKE,60.66,0.52,0,60.74,62.58,65.67,62.06,224559000,0.189,1.08,4050660000,5032031000,86,5.401,0.8
2023-03-27,CNC,64.75,0.55,0,63.7,80.89,76.5,81.11,352000000,0.018,-0.39,31714000000,35561000000,86,1.003,0.89
2022-04-14,UNM,32.76,0.76,1,31.8,27.52,27.25,26.91,81900000,13.507,1.19,83300000,28800000,14,228.81,2.89
2022-04-14,DHI,72.51,0.65,0,72.97,91.13,90.23,90.82,9300000,0.234,4.07,5429900000,7999000000,14,3.18,0.68
2022-04-14,MOS,76.05,0.48,0,71.57,40.94,48.43,41.57,200000,0.32,3.23,2483200000,3922300000,14,6.97,0.63
2022-04-14,PNW,77.54,0.63,0,78.62,75.13,71.1,72.97,245428000,0.359,0.15,483611000,783531000,14,11.2,0.62
2022-04-14,FANG,138.44,0.72,1,138.06,104.26,124.52,107.59,8000000,0.82,4.39,704000000,2408000000,14,10.151,0.29
2021-06-07,MOS,35.92,0.79,1,36.22,24.61,32.05,26.04,3000000,0.138,0.41,1862200000,2297100000,68,5.939,0.81
2021-06-07,DOW,69.24,0.52,0,69.48,55.07,63.0,56.95,128000000,0.188,1.32,10062000000,11882000000,68,4.353,0.85
2021-06-07,LNC,71.04,0.73,0,69.94,49.24,60.73,50.74,-4207000000,0.072,1.17,0,4534000000,68,2.963,0.0
2021-06-07,PNW,86.99,0.63,0,85.89,80.09,80.64,79.99,34762000,0.374,0.32,428282000,696475000,68,14.099,0.61
2019-10-31,COTY,11.69,0.65,0,11.57,10.37,10.87,10.93,-2200000,0.13,0.07,738400000,1942800000,31,4.556,0.38
2019-10-31,TPR,25.86,0.41,1,26.04,30.85,26.71,29.94,-12700000,0.038,0.07,443400000,1357900000,33,5.256,0.33
2019-10-31,EA,96.4,0.58,1,95.75,93.43,94.37,95.12,27000000,0.228,2.89,405000000,1348000000,31,20.882,0.3
2023-11-13,BBY,63.84,0.48,1,65.36,76.77,74.56,76.0,0,0.06,1.21,7524000000,9756000000,16,1.413,0.77
2023-11-13,EA,132.68,0.79,0,129.19,123.88,126.4,123.71,28000000,0.197,1.47,456000000,1914000000,44,18.647,0.24
2021-10-26,AIV,7.52,0.12,0,7.42,8.69,7.05,6.42,1785000,0.59,-0.03,18155000,42893000,26,26.187,0.42
2021-10-26,EA,142.4,0.7,0,138.39,139.43,140.61,140.16,1000000,0.238,1.03,494000000,1826000000,26,22.07,0.27
2023-02-17,CNC,73.36,0.62,0,72.51,83.35,79.38,83.15,352000000,0.018,-0.39,31714000000,35561000000,48,1.136,0.89
2019-12-18,COTY,11.19,0.63,0,11.48,10.98,10.78,11.34,-2200000,0.13,0.07,738400000,1942800000,79,4.361,0.38
