date,symbol,price,ratio,to_buy,sma_10d,sma_50w,sma_100d,sma_200d,other_expenses,ebitdaMargin,eps,costOfRevenue,revenues,revenues_lag_days,MarkRevRatio,cost_revenue_ratio
2021-05-27,CF,52.83,0.54,1,53.05,38.68,47.09,40.05,0,0.43,0.7,759000000,1048000000,57,10.863,0.72
2021-05-27,GM,59.77,0.78,0,56.69,42.4,55.06,45.4,2279000000,0.23,2.06,27394000000,32474000000,57,2.671,0.84
2021-05-27,LYB,113.56,0.4,0,111.95,86.75,102.99,90.42,25000000,0.175,3.19,7678000000,9082000000,57,4.176,0.85
2024-03-19,GM,41.51,0.43,1,40.04,34.81,34.89,36.57,8442000000,0.105,1.59,39670000000,42979000000,79,1.116,0.92
2024-03-19,CTVA,54.67,0.72,0,54.84,52.47,49.1,51.22,-177000000,0.118,-0.36,2366000000,3707000000,79,10.329,0.64
2024-03-19,C,58.86,0.55,1,57.73,47.53,50.65,47.31,-7465000000,-0.132,-1.16,12424000000,18840000000,79,5.968,0.66
2023-04-24,TAP,58.29,0.42,1,56.66,52.91,52.5,52.61,2800000,0.14,0.33,1575600000,2346300000,24,5.376,0.67
2019-11-22,CCJ,9.46,0.73,1,9.48,10.53,9.34,10.25,7168000,0.14,-0.03,305216000,303180000,53,12.35,1.01
2019-11-22,IPG,22.09,0.62,1,22.29,21.92,21.54,21.92,-7400000,0.144,0.43,2079000000,2438100000,53,3.505,0.85
2019-11-22,NI,26.36,0.68,1,26.23,28.03,28.7,28.32,-2600000,0.293,-0.02,590600000,931500000,53,10.669,0.63
2019-11-22,DELL,27.16,0.65,0,27.85,27.52,26.51,28.32,0,0.102,0.69,15718000000,22844000000,21,0.873,0.69
2022-02-23,MRO,21.74,0.54,1,21.51,14.43,17.44,14.89,3000000,0.398,0.87,861000000,1732000000,54,9.163,0.5
2022-02-23,NI,28.21,0.69,1,28.49,25.75,26.46,25.79,9100000,0.337,0.44,859500000,1408600000,54,8.829,0.61
2022-02-23,CTVA,50.42,0.69,1,50.98,45.89,46.67,45.26,335000000,0.172,0.22,2232000000,3479000000,54,10.536,0.64
2022-02-23,DE,337.52,0.76,1,379.34,360.71,357.81,358.09,238000000,0.2,2.94,6695000000,9331000000,24,11.144,0.72
2023-01-19,CTVA,62.22,0.7,0,61.67,58.94,62.38,59.97,166000000,0.052,-0.06,2510000000,3825000000,19,11.597,0.66
2023-01-19,OKE,69.6,0.6,0,68.86,63.03,61.65,62.22,224559000,0.189,1.08,4050660000,5032031000,19,6.196,0.8
2023-12-12,IPG,31.33,0.75,0,31.11,34.35,30.69,34.06,-1600000,0.178,0.64,2219400000,2678500000,73,4.461,0.83
2023-12-27,IPG,32.95,0.79,0,32.72,34.22,30.63,34.06,-1600000,0.178,0.64,2219400000,2678500000,88,4.692,0.83
2023-03-13,CTVA,58.62,0.66,0,61.75,60.14,62.93,60.7,166000000,0.052,-0.06,2510000000,3825000000,72,10.926,0.66
2023-03-13,OKE,63.64,0.55,0,66.31,62.98,65.33,62.37,224559000,0.189,1.08,4050660000,5032031000,72,5.666,0.8
2021-06-16,CTVA,43.7,0.71,0,45.03,38.68,45.77,40.46,337000000,0.288,0.81,2420000000,4178000000,77,7.712,0.58
2021-06-16,CF,52.38,0.54,1,54.31,40.1,48.45,41.38,0,0.43,0.7,759000000,1048000000,77,10.771,0.72
2021-06-16,LYB,107.0,0.38,0,111.73,89.34,105.19,93.29,25000000,0.175,3.19,7678000000,9082000000,77,3.935,0.85
2024-01-25,GM,35.16,0.36,1,35.2,34.38,32.15,36.57,8442000000,0.105,1.59,39670000000,42979000000,25,0.945,0.92
2024-01-25,C,53.73,0.5,1,52.37,46.14,45.18,45.63,-7465000000,-0.132,-1.16,12424000000,18840000000,25,5.448,0.66
2021-02-23,NI,22.61,0.51,1,22.58,23.3,23.0,23.16,411500000,0.674,0.22,723700000,1211000000,54,7.332,0.6
2021-02-23,C,66.74,0.53,1,64.4,51.39,55.09,52.53,60659000000,0.227,1.93,34571000000,19314000000,54,7.194,1.79
2021-11-10,MRO,16.6,0.68,1,16.79,11.52,13.38,12.29,150000000,0.371,0.23,872000000,1438000000,41,8.577,0.61
2021-11-10,OXY,31.82,0.72,1,33.74,26.39,28.91,27.64,576000000,0.537,0.67,4424000000,6792000000,41,4.387,0.65
2021-11-10,CF,62.97,0.25,1,59.29,48.78,51.62,50.15,19000000,0.455,-0.86,922000000,1362000000,41,9.894,0.68
2022-05-24,PHM,40.93,0.45,0,42.18,49.65,47.03,49.07,2821000,0.194,1.85,2256562000,3187615000,54,3.035,0.71
2022-05-24,TAP,53.73,0.54,0,54.02,49.55,51.61,49.04,12600000,0.205,0.7,1286800000,2214600000,54,5.265,0.58
2022-05-24,XOM,94.4,0.59,1,90.7,69.45,81.12,70.56,-7554000000,0.172,1.28,62629000000,87962000000,54,4.543,0.71
2022-05-24,MPC,97.3,0.13,1,95.73,70.18,81.25,71.73,998000000,0.066,1.5,35068000000,38384000000,54,1.349,0.91
2022-05-24,CF,100.12,0.64,1,101.25,69.52,88.27,72.68,2000000,0.663,4.23,1170000000,2868000000,54,7.268,0.41
2022-05-24,VLO,124.21,0.16,1,124.15,82.75,96.56,83.86,19000000,0.035,2.22,36934000000,38542000000,54,1.302,0.96
2023-06-02,DAL,37.01,0.18,1,35.95,33.94,36.1,34.44,563000000,0.014,-0.57,11901000000,12759000000,63,1.854,0.93
2023-06-02,TAP,63.87,0.46,0,61.74,53.98,55.33,53.37,2800000,0.14,0.33,1575600000,2346300000,63,5.891,0.67
2023-06-02,MHK,96.68,0.72,1,94.92,106.62,103.79,102.48,566000,0.045,1.26,2162781000,2806223000,62,2.194,0.77
2021-05-11,CTVA,47.09,0.76,0,48.61,36.98,44.7,38.31,337000000,0.288,0.81,2420000000,4178000000,41,8.31,0.58
2021-05-11,CF,54.37,0.56,1,51.34,37.81,45.2,38.81,0,0.43,0.7,759000000,1048000000,41,11.18,0.72
2021-05-11,GM,55.73,0.73,1,57.33,41.25,53.28,43.61,2279000000,0.23,2.06,27394000000,32474000000,41,2.49,0.84
2021-05-11,LYB,112.53,0.4,0,110.1,85.11,100.42,87.71,25000000,0.175,3.19,7678000000,9082000000,41,4.138,0.85
2021-01-12,NI,21.87,0.49,1,22.36,24.05,22.96,23.54,411500000,0.674,0.22,723700000,1211000000,12,7.092,0.6
2019-11-19,IPG,22.41,0.62,0,22.44,21.92,21.56,21.92,-7400000,0.144,0.43,2079000000,2438100000,50,3.556,0.85
2019-11-19,NI,26.04,0.67,1,26.39,28.03,28.78,28.33,-2600000,0.293,-0.02,590600000,931500000,50,10.539,0.63
2019-11-19,DELL,28.47,0.68,0,27.87,27.52,26.48,28.3,0,0.102,0.69,15718000000,22844000000,18,0.915,0.69
2021-02-22,NI,22.38,0.5,1,22.55,23.3,22.99,23.16,411500000,0.674,0.22,723700000,1211000000,53,7.257,0.6
2021-02-22,C,65.52,0.52,1,64.09,51.39,54.85,52.42,60659000000,0.227,1.93,34571000000,19314000000,53,7.063,1.79
2021-11-09,OXY,33.74,0.76,1,33.89,26.39,28.89,27.58,576000000,0.537,0.67,4424000000,6792000000,40,4.652,0.65
2021-11-09,LMT,338.17,0.65,1,333.86,361.13,359.99,363.19,-1474000000,0.072,2.22,13726000000,16028000000,44,5.766,0.86
2022-10-19,F,12.13,0.35,1,11.84,15.94,13.37,15.28,653000000,0.052,-0.23,34354000000,39392000000,19,1.233,0.87
2022-10-19,NI,24.88,0.66,1,24.8,28.72,28.9,29.31,4000000,0.336,0.13,678700000,1089500000,19,9.338,0.62
2022-10-19,FLS,25.64,0.8,1,25.32,31.04,29.55,31.19,28676000,0.088,0.29,633304000,872881000,19,3.839,0.73
2022-10-19,IPG,28.49,0.67,1,27.34,32.21,28.39,31.67,67000000,0.171,0.64,2216200000,2637700000,19,4.19,0.84
2022-09-28,ALB,277.95,0.72,1,279.8,235.26,245.79,229.63,8767000,0.347,3.47,899169000,1479593000,90,22.005,0.61
2022-11-28,F,13.73,0.39,0,14.0,15.23,13.7,14.21,653000000,0.052,-0.23,34354000000,39392000000,59,1.396,0.87
2022-11-28,NI,27.22,0.72,0,26.44,28.84,27.9,28.96,4000000,0.336,0.13,678700000,1089500000,59,10.216,0.62
2021-09-07,OXY,25.66,0.4,1,25.28,22.74,26.83,24.85,578000000,0.506,-0.1,4610000000,5958000000,69,4.029,0.77
2021-09-07,WDC,60.4,0.65,0,62.18,60.25,68.37,63.78,0,0.187,2.03,3354000000,4920000000,67,3.806,0.68
2021-10-13,OXY,32.28,0.73,1,32.21,24.77,27.81,26.35,576000000,0.537,0.67,4424000000,6792000000,13,4.451,0.65
2021-10-13,CF,60.35,0.24,1,60.31,46.58,50.39,48.45,19000000,0.455,-0.86,922000000,1362000000,13,9.482,0.68
2021-10-13,LMT,361.76,0.7,1,351.91,362.99,367.12,362.75,-1474000000,0.072,2.22,13726000000,16028000000,17,6.169,0.86
2022-03-17,NI,30.14,0.74,0,29.93,26.13,27.25,26.11,9100000,0.337,0.44,859500000,1408600000,76,9.433,0.61
2022-03-17,LEN,89.29,0.64,0,86.57,100.98,101.33,100.66,-12709000,0.242,1.71,4996952000,6203516000,17,4.173,0.81
2021-01-21,NI,21.92,0.49,1,22.12,23.9,22.94,23.49,411500000,0.674,0.22,723700000,1211000000,21,7.108,0.6
2021-01-21,DELL,38.96,0.51,1,38.17,28.98,34.94,30.28,0,0.121,1.11,16221000000,23482000000,83,1.244,0.69
2021-01-21,LYB,92.62,0.75,1,96.22,70.77,81.16,72.2,58000000,0.178,2.55,6712000000,7937000000,21,3.898,0.85
2023-03-02,CTVA,63.55,0.72,0,62.03,60.19,62.89,60.61,166000000,0.052,-0.06,2510000000,3825000000,61,11.844,0.66
2023-03-02,OKE,66.67,0.57,0,67.07,63.37,64.47,62.3,224559000,0.189,1.08,4050660000,5032031000,61,5.936,0.8
2022-11-11,F,14.5,0.41,0,13.6,15.6,13.45,14.46,653000000,0.052,-0.23,34354000000,39392000000,42,1.474,0.87
2022-09-26,UAA,7.58,0.58,1,8.19,14.97,9.4,13.73,-14241000,0.051,0.02,718860000,1349057000,88,2.553,0.53
2022-09-26,ALB,265.03,0.69,1,285.55,235.26,244.83,229.49,8767000,0.347,3.47,899169000,1479593000,88,20.982,0.61
2021-04-29,CF,49.63,0.51,1,47.93,36.76,44.17,37.94,0,0.43,0.7,759000000,1048000000,29,10.205,0.72
2021-04-29,GM,56.57,0.74,0,57.63,39.99,52.15,42.37,2279000000,0.23,2.06,27394000000,32474000000,29,2.528,0.84
2021-04-29,LYB,107.49,0.38,0,105.76,83.03,98.61,86.01,25000000,0.175,3.19,7678000000,9082000000,29,3.953,0.85
2019-12-06,CCJ,9.77,0.76,0,9.35,10.45,9.22,10.13,7168000,0.14,-0.03,305216000,303180000,67,12.755,1.01
2019-12-06,IPG,22.49,0.63,0,22.3,21.97,21.44,21.9,-7400000,0.144,0.43,2079000000,2438100000,67,3.569,0.85
2019-12-06,DELL,23.87,0.57,1,25.22,27.47,26.32,28.2,0,0.102,0.69,15718000000,22844000000,35,0.767,0.69
2019-12-06,NI,26.8,0.69,0,26.49,28.03,28.44,28.32,-2600000,0.293,-0.02,590600000,931500000,67,10.847,0.63
2022-01-19,MRO,19.1,0.47,1,18.52,13.38,15.4,13.74,3000000,0.398,0.87,861000000,1732000000,19,8.05,0.5
2022-01-19,NI,27.94,0.68,1,27.96,25.08,25.49,25.44,9100000,0.337,0.44,859500000,1408600000,19,8.745,0.61
2022-01-19,OXY,35.83,0.41,1,34.11,28.54,30.57,28.67,672000000,0.568,1.67,4621000000,7913000000,19,4.512,0.58
2022-01-19,CTVA,47.22,0.65,1,48.11,45.4,45.26,45.14,335000000,0.172,0.22,2232000000,3479000000,19,9.867,0.64
2022-01-19,CF,66.9,0.73,1,67.9,53.76,60.01,54.82,-1000000,0.548,3.29,1385000000,2540000000,19,5.494,0.55
2023-08-29,AEE,80.54,0.77,0,80.13,84.72,84.5,85.42,82000000,0.444,0.9,972000000,1760000000,60,12.026,0.55
2023-08-29,ETR,97.98,0.73,0,95.44,105.07,101.42,105.16,-48544000,0.442,1.85,1484932000,2846026000,60,7.28,0.52
2023-08-29,QRVO,105.75,0.65,0,100.82,97.08,99.26,99.23,13716000,-0.053,-0.44,422094000,651164000,59,15.906,0.65
2021-09-16,OXY,27.33,0.42,1,26.13,23.08,26.96,25.22,578000000,0.506,-0.1,4610000000,5958000000,78,4.291,0.77
2021-09-16,WDC,58.28,0.62,1,59.08,60.69,67.64,64.26,0,0.187,2.03,3354000000,4920000000,76,3.672,0.68
2022-07-29,UAA,9.26,0.71,1,8.76,17.38,12.33,16.66,-14241000,0.051,0.02,718860000,1349057000,29,3.118,0.53
2022-07-29,GM,36.26,0.56,1,34.61,47.5,37.72,46.89,2089000000,0.146,1.16,31350000000,35759000000,29,1.468,0.88
2023-07-24,ETR,104.46,0.78,0,100.6,107.34,103.13,105.98,-48544000,0.442,1.85,1484932000,2846026000,24,7.761,0.52
2023-07-24,QRVO,106.75,0.66,0,105.98,96.11,97.94,96.63,13716000,-0.053,-0.44,422094000,651164000,23,16.057,0.65
2023-07-24,MPC,128.39,0.4,1,121.64,116.22,119.66,116.56,269000000,0.109,5.34,32549000000,36385000000,24,1.39,0.89
2019-12-20,CCJ,8.64,0.67,1,8.94,10.35,9.15,9.99,7168000,0.14,-0.03,305216000,303180000,81,11.279,1.01
2019-12-20,IPG,23.04,0.64,0,22.73,22.06,21.43,21.88,-7400000,0.144,0.43,2079000000,2438100000,81,3.656,0.85
2019-12-20,DELL,25.14,0.6,0,24.85,27.55,25.95,28.05,0,0.102,0.69,15718000000,22844000000,49,0.808,0.69
2019-12-20,NI,27.76,0.72,0,27.15,28.1,28.2,28.33,-2600000,0.293,-0.02,590600000,931500000,81,11.235,0.63
2023-07-19,ETR,101.27,0.75,0,98.64,107.7,103.17,105.98,-48544000,0.442,1.85,1484932000,2846026000,19,7.524,0.52
2023-07-19,QRVO,105.84,0.65,0,104.37,96.14,97.77,96.27,13716000,-0.053,-0.44,422094000,651164000,18,15.92,0.65
2023-07-19,MPC,122.11,0.38,1,118.72,115.54,119.62,116.56,269000000,0.109,5.34,32549000000,36385000000,19,1.322,0.89
2023-09-12,AEE,78.74,0.75,0,78.97,84.53,83.52,85.16,82000000,0.444,0.9,972000000,1760000000,74,11.757,0.55
2023-09-12,ETR,95.74,0.71,0,95.15,104.7,100.09,104.45,-48544000,0.442,1.85,1484932000,2846026000,74,7.113,0.52
2023-09-12,VLO,146.26,0.6,0,136.18,126.5,119.95,125.77,106000000,0.083,5.41,31539000000,34509000000,74,1.479,0.91
2021-04-19,CF,46.91,0.48,1,46.27,36.28,43.34,37.17,0,0.43,0.7,759000000,1048000000,19,9.646,0.72
2021-04-19,CTVA,47.52,0.77,0,47.23,35.6,43.1,36.64,337000000,0.288,0.81,2420000000,4178000000,19,8.386,0.58
2021-04-19,GM,57.88,0.76,0,59.48,39.3,51.14,41.07,2279000000,0.23,2.06,27394000000,32474000000,19,2.586,0.84
2021-04-19,LYB,107.2,0.38,0,105.42,82.03,97.14,84.44,25000000,0.175,3.19,7678000000,9082000000,19,3.942,0.85
2023-03-15,CTVA,56.85,0.64,0,60.89,60.14,62.85,60.65,166000000,0.052,-0.06,2510000000,3825000000,74,10.596,0.66
2023-10-26,IPG,27.82,0.67,1,28.56,34.69,33.56,34.06,-1600000,0.178,0.64,2219400000,2678500000,26,3.961,0.83
2023-08-31,AEE,79.27,0.76,0,80.22,84.72,84.3,85.38,82000000,0.444,0.9,972000000,1760000000,62,11.836,0.55
2023-08-31,ETR,95.25,0.71,0,95.57,105.07,101.12,105.01,-48544000,0.442,1.85,1484932000,2846026000,62,7.077,0.52
2023-08-31,QRVO,107.39,0.66,0,102.66,97.08,99.5,99.34,13716000,-0.053,-0.44,422094000,651164000,61,16.153,0.65
2023-08-31,MPC,142.77,0.45,1,143.35,120.68,122.81,116.56,269000000,0.109,5.34,32549000000,36385000000,62,1.546,0.89
2021-11-16,CF,65.48,0.26,1,62.39,49.29,52.17,50.6,19000000,0.455,-0.86,922000000,1362000000,47,10.288,0.68
2021-11-16,LMT,340.37,0.66,1,338.06,360.63,357.91,363.47,-1474000000,0.072,2.22,13726000000,16028000000,51,5.804,0.86
2024-03-15,F,12.06,0.39,1,12.3,12.2,11.46,12.71,-1802000000,0.005,-0.13,43432000000,45962000000,75,1.049,0.94
2024-03-15,GM,40.69,0.42,1,39.96,34.64,34.65,36.57,8442000000,0.105,1.59,39670000000,42979000000,75,1.093,0.92
2024-03-15,CTVA,55.09,0.72,0,54.65,52.57,48.98,51.21,-177000000,0.118,-0.36,2366000000,3707000000,75,10.409,0.64
2021-05-03,CF,49.61,0.51,1,48.33,37.31,44.37,38.13,0,0.43,0.7,759000000,1048000000,33,10.201,0.72
2021-05-03,GM,57.15,0.75,0,57.41,40.65,52.41,42.68,2279000000,0.23,2.06,27394000000,32474000000,33,2.554,0.84
2021-05-03,LYB,107.87,0.38,0,105.45,84.11,98.96,86.38,25000000,0.175,3.19,7678000000,9082000000,33,3.967,0.85
2022-03-02,MRO,23.0,0.57,1,21.99,14.68,17.8,15.16,3000000,0.398,0.87,861000000,1732000000,61,9.694,0.5
2022-03-02,OXY,48.37,0.55,1,41.26,30.31,34.01,30.75,672000000,0.568,1.67,4621000000,7913000000,61,6.091,0.58
2022-03-02,LEN,92.05,0.66,0,89.0,101.52,102.54,101.2,-12709000,0.242,1.71,4996952000,6203516000,2,4.302,0.81
2023-05-23,DAL,35.91,0.17,1,34.66,33.8,35.98,34.37,563000000,0.014,-0.57,11901000000,12759000000,53,1.798,0.93
2023-05-23,MHK,95.74,0.71,1,96.51,107.08,104.83,103.54,566000,0.045,1.26,2162781000,2806223000,52,2.173,0.77
2021-08-17,OXY,24.08,0.37,1,25.85,21.85,27.0,23.92,578000000,0.506,-0.1,4610000000,5958000000,48,3.781,0.77
2021-08-17,WDC,61.14,0.66,0,64.91,58.86,69.5,62.27,0,0.187,2.03,3354000000,4920000000,46,3.852,0.68
2023-05-19,DAL,35.59,0.17,1,34.36,33.78,35.92,34.35,563000000,0.014,-0.57,11901000000,12759000000,49,1.782,0.93
2023-05-19,TAP,62.61,0.45,0,63.52,53.54,54.37,53.09,2800000,0.14,0.33,1575600000,2346300000,49,5.775,0.67
2023-05-19,MHK,96.57,0.72,1,97.11,107.82,104.85,103.77,566000,0.045,1.26,2162781000,2806223000,48,2.191,0.77
2021-02-24,NI,22.18,0.5,1,22.56,23.3,23.0,23.15,411500000,0.674,0.22,723700000,1211000000,55,7.192,0.6
2023-06-16,DAL,42.79,0.2,1,40.1,34.36,36.25,34.78,563000000,0.014,-0.57,11901000000,12759000000,77,2.143,0.93
2023-06-16,TAP,66.28,0.48,0,66.31,54.41,56.93,53.93,2800000,0.14,0.33,1575600000,2346300000,77,6.113,0.67
2023-06-16,MHK,100.9,0.75,1,98.46,105.41,102.1,101.66,566000,0.045,1.26,2162781000,2806223000,76,2.29,0.77
2022-02-15,NI,28.26,0.69,1,28.93,25.62,26.24,25.73,9100000,0.337,0.44,859500000,1408600000,46,8.845,0.61
2022-02-15,CF,72.22,0.79,1,73.61,56.03,64.64,57.11,-1000000,0.548,3.29,1385000000,2540000000,46,5.931,0.55
2023-07-14,ETR,99.88,0.74,0,98.21,107.97,103.4,106.06,-48544000,0.442,1.85,1484932000,2846026000,14,7.421,0.52
2023-07-14,VLO,113.48,0.47,1,115.24,122.41,121.01,124.51,106000000,0.083,5.41,31539000000,34509000000,14,1.148,0.91
2023-07-14,MPC,118.41,0.37,1,117.78,114.83,119.74,116.56,269000000,0.109,5.34,32549000000,36385000000,14,1.282,0.89
2023-02-07,CTVA,60.71,0.69,0,62.65,59.67,62.47,60.14,166000000,0.052,-0.06,2510000000,3825000000,38,11.315,0.66
2023-02-07,OKE,69.09,0.59,0,68.54,63.35,62.53,62.05,224559000,0.189,1.08,4050660000,5032031000,38,6.151,0.8
2021-12-21,MRO,15.76,0.64,1,15.53,12.56,14.27,13.13,150000000,0.371,0.23,872000000,1438000000,82,8.143,0.61
2021-12-21,OXY,28.6,0.65,1,29.03,27.64,29.22,28.26,576000000,0.537,0.67,4424000000,6792000000,82,3.943,0.65
2021-12-21,CF,68.59,0.28,1,62.87,51.78,55.47,52.66,19000000,0.455,-0.86,922000000,1362000000,82,10.777,0.68
2021-12-21,LMT,340.77,0.66,1,343.23,359.66,349.1,363.74,-1474000000,0.072,2.22,13726000000,16028000000,86,5.811,0.86
2021-03-09,NI,22.03,0.5,1,21.87,23.27,22.95,23.1,411500000,0.674,0.22,723700000,1211000000,68,7.144,0.6
2021-03-09,C,70.99,0.57,0,69.4,52.66,57.6,53.81,60659000000,0.227,1.93,34571000000,19314000000,68,7.653,1.79
2024-03-05,F,12.58,0.41,1,12.29,12.21,11.43,12.71,-1802000000,0.005,-0.13,43432000000,45962000000,65,1.094,0.94
2024-03-05,CTVA,53.94,0.71,0,54.3,52.67,48.62,51.25,-177000000,0.118,-0.36,2366000000,3707000000,65,10.191,0.64
2024-03-05,C,56.26,0.53,1,55.68,47.01,48.93,46.68,-7465000000,-0.132,-1.16,12424000000,18840000000,65,5.705,0.66
2022-01-26,NI,27.33,0.67,1,27.76,25.22,25.62,25.51,9100000,0.337,0.44,859500000,1408600000,26,8.554,0.61
2022-01-26,OXY,37.06,0.42,1,35.28,28.79,31.06,28.94,672000000,0.568,1.67,4621000000,7913000000,26,4.667,0.58
2022-01-26,CTVA,46.01,0.63,1,47.18,45.47,45.35,45.12,335000000,0.172,0.22,2232000000,3479000000,26,9.615,0.64
2022-01-26,CF,67.8,0.74,1,67.3,54.3,61.13,55.37,-1000000,0.548,3.29,1385000000,2540000000,26,5.568,0.55
2022-02-14,OXY,41.23,0.47,1,40.52,29.59,32.84,29.91,672000000,0.568,1.67,4621000000,7913000000,45,5.192,0.58
2022-02-14,CTVA,50.9,0.7,1,49.92,45.8,46.18,45.19,335000000,0.172,0.22,2232000000,3479000000,45,10.636,0.64
2021-03-31,GM,57.46,0.75,0,57.42,37.1,48.89,39.06,2279000000,0.23,2.06,27394000000,32474000000,0,2.567,0.84
2021-03-31,LYB,104.05,0.37,1,104.68,78.94,93.92,82.06,25000000,0.175,3.19,7678000000,9082000000,0,3.827,0.85
2019-11-18,CCJ,9.26,0.72,1,9.52,10.53,9.38,10.32,7168000,0.14,-0.03,305216000,303180000,49,12.089,1.01
2019-11-18,IPG,22.36,0.62,0,22.44,21.92,21.56,21.92,-7400000,0.144,0.43,2079000000,2438100000,49,3.548,0.85
2019-11-18,DELL,28.15,0.67,0,27.78,27.52,26.45,28.28,0,0.102,0.69,15718000000,22844000000,17,0.904,0.69
2023-03-28,CTVA,58.1,0.66,0,57.34,60.07,62.18,60.44,166000000,0.052,-0.06,2510000000,3825000000,87,10.829,0.66
2023-03-28,MHK,96.23,0.72,1,95.59,113.53,105.15,109.09,-10008000,0.079,0.53,2096235000,2650675000,87,2.308,0.79
2021-06-30,WDC,71.17,0.76,0,69.95,55.13,69.97,57.73,11000000,0.121,0.64,3046000000,4137000000,89,5.281,0.74
2022-08-22,UAA,8.85,0.68,1,9.71,16.26,11.22,15.69,-14241000,0.051,0.02,718860000,1349057000,53,2.98,0.53
2022-08-22,ALB,275.7,0.71,1,271.9,229.95,226.87,227.94,8767000,0.347,3.47,899169000,1479593000,53,21.827,0.61
2023-02-14,CTVA,62.18,0.7,0,62.3,59.87,62.55,60.27,166000000,0.052,-0.06,2510000000,3825000000,45,11.589,0.66
2023-02-14,OKE,69.77,0.6,0,68.86,63.33,62.97,62.11,224559000,0.189,1.08,4050660000,5032031000,45,6.212,0.8
2022-04-25,MRO,24.14,0.75,1,26.12,16.89,20.92,17.32,107000000,0.55,1.79,760000000,1761000000,25,9.637,0.43
2022-04-25,PHM,43.67,0.48,0,42.68,50.67,49.51,50.16,2821000,0.194,1.85,2256562000,3187615000,25,3.238,0.71
2022-04-25,TAP,54.44,0.55,0,54.88,49.96,49.83,48.64,12600000,0.205,0.7,1286800000,2214600000,25,5.334,0.58
2022-04-25,OXY,54.92,0.52,1,59.0,35.46,43.22,36.05,659000000,0.563,4.89,4483000000,8349000000,25,6.695,0.54
2022-04-25,LEN,79.6,0.57,0,77.85,97.89,94.95,98.58,-12709000,0.242,1.71,4996952000,6203516000,56,3.72,0.81
2022-04-25,MPC,84.26,0.11,1,87.71,67.33,74.9,67.71,998000000,0.066,1.5,35068000000,38384000000,25,1.168,0.91
2022-04-25,CF,94.45,0.6,1,104.82,65.9,81.05,67.24,2000000,0.663,4.23,1170000000,2868000000,25,6.857,0.41
2022-04-25,VLO,100.88,0.13,1,104.55,79.02,85.96,78.09,19000000,0.035,2.22,36934000000,38542000000,25,1.057,0.96
2024-03-11,F,12.11,0.39,1,12.36,12.2,11.45,12.71,-1802000000,0.005,-0.13,43432000000,45962000000,71,1.053,0.94
2024-03-11,CTVA,55.09,0.72,0,54.27,52.57,48.81,51.21,-177000000,0.118,-0.36,2366000000,3707000000,71,10.409,0.64
2024-03-11,C,57.41,0.54,1,56.42,47.23,49.57,46.91,-7465000000,-0.132,-1.16,12424000000,18840000000,71,5.821,0.66
2019-12-23,CCJ,8.85,0.69,1,8.92,10.29,9.15,9.97,7168000,0.14,-0.03,305216000,303180000,84,11.554,1.01
2019-12-23,IPG,23.03,0.64,0,22.8,22.08,21.43,21.89,-7400000,0.144,0.43,2079000000,2438100000,84,3.655,0.85
2019-12-23,DELL,25.56,0.61,0,24.99,27.61,25.91,28.04,0,0.102,0.69,15718000000,22844000000,52,0.821,0.69
2019-12-23,NI,27.45,0.71,0,27.22,28.12,28.18,28.32,-2600000,0.293,-0.02,590600000,931500000,84,11.11,0.63
2021-09-01,OXY,25.08,0.39,1,24.22,22.44,26.8,24.65,578000000,0.506,-0.1,4610000000,5958000000,63,3.938,0.77
2021-09-01,WDC,61.04,0.65,0,62.03,59.86,68.61,63.51,0,0.187,2.03,3354000000,4920000000,61,3.846,0.68
2021-11-30,MRO,15.49,0.63,1,16.03,12.03,13.72,12.8,150000000,0.371,0.23,872000000,1438000000,61,8.004,0.61
2021-11-30,OXY,29.65,0.67,1,30.57,26.99,28.88,28.14,576000000,0.537,0.67,4424000000,6792000000,61,4.088,0.65
2021-11-30,CF,60.59,0.24,1,64.53,50.19,53.43,51.53,19000000,0.455,-0.86,922000000,1362000000,61,9.52,0.68
2021-11-30,VLO,66.94,0.73,1,71.27,71.0,70.22,73.45,32000000,0.025,1.13,28613000000,29520000000,61,0.923,0.97
2023-11-13,NI,24.81,0.63,1,25.2,27.07,26.45,27.02,-4300000,0.43,0.19,522500000,1027400000,44,10.186,0.51
2021-12-03,MRO,15.29,0.63,1,15.73,12.03,13.79,12.89,150000000,0.371,0.23,872000000,1438000000,64,7.9,0.61
2021-12-03,CF,59.21,0.24,1,62.27,50.19,53.69,51.74,19000000,0.455,-0.86,922000000,1362000000,64,9.303,0.68
2021-12-03,VLO,69.71,0.76,1,69.65,71.0,70.2,73.45,32000000,0.025,1.13,28613000000,29520000000,64,0.961,0.97
2021-12-03,LMT,333.81,0.64,1,338.52,359.8,353.07,363.56,-1474000000,0.072,2.22,13726000000,16028000000,68,5.692,0.86
2021-08-24,OXY,24.38,0.38,1,24.37,22.16,26.79,24.25,578000000,0.506,-0.1,4610000000,5958000000,55,3.828,0.77
2021-08-24,WDC,60.76,0.65,0,61.89,59.38,69.18,62.84,0,0.187,2.03,3354000000,4920000000,53,3.828,0.68
2023-03-10,CTVA,58.89,0.67,0,62.1,60.17,62.94,60.72,166000000,0.052,-0.06,2510000000,3825000000,69,10.976,0.66
