date,symbol,price,evebitda,future_eps,to_buy,sma_10d,sma_100d,sma_200d,sma_50d,std_10d,sma_10d_1weeks_ago,sma_10d_1months_ago,sma_10d_2months_ago,sma_10d_3months_ago,sma_10d_4months_ago,sma_10d_5months_ago,sma_10d_6months_ago,sma_10d_7months_ago,sma_10d_11months_ago,RnD_expenses,revenues,GP,netIncome,dividendsPaid,sector,ebitda,income_lag_days,marketCap,total_debt,balance_lag_days,cashcasheq,netDebt,curr_est_eps,curr_est_rev,future_est_rev,EV,max_in_4M,max4M_lag,min_in_4M,min4M_lag,max_minus_min,var_price_to_minmax,maxPercen_4M,max_in_1M,max1M_lag,min_in_1M,min1M_lag,max_minus_min1M,var_price_to_minmax1M,maxPercen_1M,max_in_2W,max2W_lag,min_in_2W,min2W_lag,max_minus_min2W,var_price_to_minmax2W,maxPercen_2W,max_in_8M,max8M_lag,dist_max8M_4M,min_in_8M,min8M_lag,dist_min8M_4M,max_minus_min8M,var_price_minmax8M,maxPercen_8M,Spread1Mby8M,Spread4Mby8M,Spread1Mby4M,debtToPrice,markRevRatio,eps_growth,pe,peg,PS_to_PEG,netDebtToPrice,dividend_payout_ratio,EVGP,EVRevenues,fwdPriceTosale,fwdPriceTosale_diff,var_sma50D,var_sma100D,var_sma10D,var_sma10D_50D,var_sma50D_100D,var_sma50D_200D,var_sma10D_100D,var_sma10D_200D,relative_std,deriv_1w,deriv_1m,deriv_2m,deriv_3m,deriv_4m,deriv_5m,deriv_6m,deriv_max4M,deriv_min4M,deriv_max8M,deriv_min8M,deriv_1w1m_growth,deriv_1m2m_growth,deriv_3m4m_growth,1W_return,price_to_SMA10d_1W,price_to_SMA10d_5M,1M_return,2M_return,3M_return,4M_return,5M_return,6M_return,7M_return,1y_return,1M_1W_growth,2M_1W_growth,1M1W_2M1W_growth,2M_1M_growth,3M_2M_growth,4M_3M_growth,1Y_6M_growth,price_to_sma_10d_ratio,price_to_sma_50d_ratio,price_to_sma_100d_ratio,price_to_sma_200d_ratio,sma_10d_to_sma_50d_ratio,sma_10d_to_sma_100d_ratio,sma_10d_to_sma_200d_ratio,sma_50d_to_sma_100d_ratio,sma_50d_to_sma_200d_ratio,sma_100d_to_sma_200d_ratio,golden_cross,death_cross,smas_above_count,price_above_all_sma,price_below_all_sma,combined_valuation_score,market_cap_quintile,return_to_pe,sma10_yoy_growth
2022-05-26,UBER,23.1,-9.05,-0.27,1,23.17,33.05,37.81,29.95,0.87,23.65,32.24,32.5,34.99,38.34,39.35,43.57,46.59,49.86,587000000,6854000000,2828000000,-5936000000,0.0,technology,-5785000000,56,45375422400,11163000000,56,4184000000,6979000000,-0.27,6094690494,7383744903,52354422400,40.19,106,21.55,2,18.64,0.08,0.74,32.82,28,21.55,2,11.27,0.14,0.42,24.39,13,21.55,2,2.84,0.55,0.06,48.36,223,117,21.55,2,0,26.81,0.06,1.09,0.42,0.7,0.6,0.25,6.62,0.01,-86.81,-10221.24,-1543.93,0.15,-0.0,18.51,7.64,6.15,-0.47,-0.23,-0.3,-0.0,-0.23,-0.09,-0.21,-0.3,-0.39,0.04,-2.2,-9.14,-4.7,-3.96,-3.81,-3.25,-3.41,-0.16,0.78,-0.11,0.78,-0.76,0.94,0.04,-0.02,0.98,0.59,-0.28,-0.29,-0.34,-0.4,-0.41,-0.47,-0.5,-0.54,-0.27,-0.27,-0.02,-0.01,-0.07,-0.09,-0.13,-0.0,-0.23,-0.3,-0.39,-0.23,-0.3,-0.39,-0.09,-0.21,-0.13,0,1,0,0,1,-3429.85,5,0.0,-53.53
2021-05-27,HRB,24.76,4.91,-1.03,0,24.8,20.63,18.53,22.69,0.35,24.24,22.08,20.61,19.43,16.96,15.64,18.3,17.96,15.77,0,2328180000,1426452000,949252000,-47181000.0,consumer cyclical,1086772000,27,4334213240,1939058000,27,934251000,1004807000,-1.41,470830000,168718090,5339020240,25.72,6,17.23,118,8.49,0.89,0.04,25.72,6,22.26,27,3.46,0.72,0.04,25.72,6,24.4,3,1.32,0.27,0.04,25.72,6,0,15.16,156,38,10.56,0.91,0.04,0.33,0.8,0.41,0.45,1.86,-0.27,-17.56,64.67,34.74,0.23,-0.05,3.74,2.29,25.69,23.83,0.09,0.2,-0.0,0.09,0.1,0.22,0.2,0.34,0.01,2.08,2.68,2.08,1.78,1.95,1.82,1.08,-0.16,0.06,-0.16,0.06,-0.22,0.29,-0.09,0.02,1.02,1.58,0.12,0.2,0.27,0.46,0.58,0.35,0.38,0.57,0.1,0.18,-0.44,0.07,0.06,0.15,0.16,-0.0,0.09,0.2,0.34,0.09,0.2,0.34,0.1,0.22,0.11,1,0,3,0,0,16.95,1,-0.02,57.26
2021-05-27,OXY,26.07,20.35,0.01,1,25.39,25.2,19.19,25.65,0.52,25.48,24.57,27.68,26.33,22.05,18.7,14.3,9.96,19.17,0,5293000000,842000000,-146000000,-211000000.0,energy,2904000000,57,24354594000,37022000000,57,2270000000,34752000000,-0.33,4786312346,5866871536,59106594000,31.23,83,20.06,118,11.17,0.54,0.2,27.39,20,23.71,14,3.68,0.64,0.05,26.39,10,24.62,2,1.77,0.82,0.01,31.23,83,0,8.88,211,93,22.35,0.77,0.2,0.16,0.5,0.33,1.52,4.6,-1.03,-78.92,76.83,16.7,1.43,1.45,70.2,11.17,4.15,-0.45,0.02,0.03,0.03,-0.01,0.02,0.34,0.01,0.32,0.02,2.36,1.5,-0.8,-0.09,1.0,1.47,1.96,-0.06,0.05,-0.06,0.08,0.57,-2.86,-1.09,0.02,1.02,1.39,0.06,-0.06,-0.01,0.18,0.39,0.82,1.62,0.36,0.04,-0.08,-1.47,-0.11,0.05,0.19,-0.25,0.03,0.02,0.03,0.36,-0.01,0.01,0.32,0.02,0.34,0.31,1,0,4,1,0,22.7,4,0.0,32.45
2022-08-25,HRB,46.83,24.5,-1.08,0,47.02,34.79,29.5,39.38,0.95,44.56,37.48,34.07,33.06,27.49,25.99,24.49,22.1,25.09,0,1050073000,658484000,222703000,-43041000.0,consumer cyclical,346785000,56,7459269720,1922594000,56,885015000,1037579000,1.24,996330141,181763333,8496848720,48.44,7,23.77,107,24.67,0.93,0.03,48.44,7,38.73,30,9.71,0.83,0.03,48.44,7,45.34,13,3.1,0.48,0.03,48.44,7,0,21.44,216,109,27.0,0.94,0.03,0.36,0.91,0.39,0.26,7.1,-1.87,37.64,-20.11,-2.83,0.14,-0.19,12.9,8.09,41.04,33.93,0.19,0.35,-0.0,0.19,0.13,0.33,0.35,0.59,0.02,9.08,9.35,6.38,4.59,4.84,4.17,3.72,-0.23,0.22,-0.23,0.12,-0.03,0.47,-0.05,0.05,1.05,1.8,0.25,0.37,0.42,0.7,0.8,0.91,1.12,0.87,0.19,0.31,-0.39,0.1,0.03,0.2,-0.02,-0.0,0.19,0.35,0.59,0.19,0.35,0.59,0.13,0.33,0.18,1,0,3,0,0,10.15,2,0.01,87.41
2022-12-14,LUV,38.14,29.26,-0.07,0,38.72,36.6,39.39,36.37,0.93,39.24,37.45,32.17,37.49,38.77,37.17,42.22,45.17,44.98,0,6220000000,1214000000,277000000,0.0,industrials,763000000,75,22655160000,10112000000,75,10443000000,-331000000,0.41,6217742328,6223176809,22324160000,40.08,13,30.84,75,9.24,0.79,0.05,40.08,13,37.49,6,2.59,0.25,0.05,40.08,13,37.49,6,2.59,0.25,0.05,48.38,237,224,30.84,75,0,17.54,0.42,0.27,0.15,0.53,0.28,0.45,3.64,-1.17,92.04,-78.77,-21.63,-0.01,0.0,18.39,3.59,3.64,-0.0,0.05,0.04,-0.01,0.06,-0.01,-0.08,0.06,-0.02,0.02,-4.4,0.69,2.98,0.22,-0.16,0.19,-0.68,-0.15,0.1,-0.04,0.1,-7.38,-0.77,-2.38,-0.03,0.97,1.03,0.02,0.19,0.02,-0.02,0.03,-0.1,-0.16,-0.15,0.05,0.22,-0.78,0.16,-0.14,-0.03,-0.06,-0.01,0.05,0.04,-0.03,0.06,0.06,-0.02,-0.01,-0.08,-0.07,0,1,2,0,0,10.55,4,0.0,-13.92
2022-12-14,AIV,8.04,16.52,0.01,0,8.12,8.12,7.38,7.68,0.09,8.16,7.53,7.16,8.99,8.49,6.72,6.18,5.89,7.37,0,47683000,30228000,29472000,-3043000.0,real estate,122754000,75,1195990199,1038876000,75,206366000,832510000,0.01,208023000,208173000,2028500199,9.41,121,6.68,61,2.73,0.5,0.17,8.38,14,7.75,29,0.63,0.46,0.04,8.31,13,8.02,5,0.29,0.07,0.03,9.6,124,3,5.43,218,157,4.17,0.63,0.19,0.15,0.65,0.23,0.87,25.08,0.17,1245.55,7472.12,297.91,0.7,-0.1,67.11,42.54,5.75,-19.34,0.05,-0.01,-0.01,0.06,-0.05,0.04,0.0,0.1,0.01,-0.48,0.51,0.44,-0.32,-0.11,0.26,0.31,-0.01,0.02,-0.01,0.01,-1.94,0.16,1.81,-0.01,0.99,1.2,0.07,0.12,-0.11,-0.05,0.2,0.3,0.37,0.09,0.08,0.14,-0.4,0.05,-0.2,0.06,-0.16,-0.01,0.05,-0.01,0.09,0.06,0.0,0.1,-0.05,0.04,0.1,1,0,2,0,0,2928.26,1,-0.0,10.18
2021-05-05,F,11.61,28.99,-0.04,1,11.88,11.23,9.38,12.28,0.42,12.11,12.35,12.0,11.03,8.81,9.13,7.87,6.72,6.09,0,36228000000,6931000000,3262000000,-3000000.0,consumer cyclical,6157000000,35,46347120000,153966000000,35,21826000000,132140000000,0.3,36130499667,24715743000,178487120000,13.37,54,8.84,119,4.53,0.61,0.15,12.92,29,11.26,6,1.66,0.21,0.11,12.49,8,11.26,6,1.23,0.28,0.08,13.37,54,0,6.51,222,103,6.86,0.74,0.15,0.24,0.66,0.37,3.32,1.28,-1.12,38.49,-34.43,-26.91,2.85,-0.0,25.75,4.93,1.88,0.6,-0.05,0.03,-0.02,-0.03,0.09,0.31,0.06,0.27,0.04,-2.0,-0.74,-0.2,0.19,0.7,0.5,0.62,-0.03,0.02,-0.03,0.02,1.7,2.79,-0.72,-0.04,0.96,1.27,-0.06,-0.03,0.05,0.32,0.27,0.48,0.73,0.91,-0.02,0.01,-3.12,0.03,0.09,0.25,0.29,-0.02,-0.05,0.03,0.24,-0.03,0.06,0.27,0.09,0.31,0.2,1,0,2,0,0,9.94,5,0.0,95.07
2021-05-05,OXY,27.05,20.67,0.01,1,25.52,24.07,18.45,26.75,0.82,24.63,26.92,27.93,21.15,17.65,16.11,9.55,10.28,14.99,0,5293000000,842000000,-146000000,-211000000.0,energy,2904000000,35,25270110000,37022000000,35,2270000000,34752000000,-0.33,4786312346,5866871536,60022110000,31.23,61,20.0,119,11.23,0.63,0.15,27.05,0,23.2,15,3.85,1.0,0.0,27.05,0,24.1,13,2.95,1.0,0.0,31.23,61,0,8.88,189,70,22.35,0.81,0.15,0.17,0.5,0.34,1.47,4.77,-1.03,-81.89,79.72,16.7,1.38,1.45,71.29,11.34,4.31,-0.47,0.01,0.12,0.06,-0.05,0.11,0.45,0.06,0.38,0.03,9.68,0.13,-0.44,1.97,2.35,2.19,2.92,-0.07,0.06,-0.07,0.1,73.46,-1.3,-0.16,0.1,1.1,1.68,0.0,-0.03,0.28,0.53,0.68,1.83,1.63,0.8,-0.09,-0.12,-0.28,-0.04,0.32,0.2,-0.36,0.06,0.01,0.12,0.47,-0.05,0.06,0.38,0.11,0.45,0.3,1,0,4,1,0,23.04,4,-0.0,70.25
2022-11-10,LUV,38.82,29.79,-0.07,0,37.09,36.48,40.12,34.67,0.7,35.41,31.99,37.28,38.55,36.66,43.91,46.3,44.55,44.27,0,6220000000,1214000000,277000000,0.0,industrials,763000000,41,23059080000,10112000000,41,10443000000,-331000000,0.41,6217742328,6223176809,22728080000,41.5,113,30.84,41,10.66,0.75,0.07,38.82,0,31.41,30,7.41,1.0,0.0,38.82,0,36.23,13,2.59,1.0,0.0,48.38,203,90,30.84,41,0,17.54,0.45,0.25,0.42,0.61,0.7,0.44,3.71,-1.17,93.68,-80.17,-21.63,-0.01,0.0,18.72,3.65,3.71,-0.0,0.12,0.06,0.05,0.07,-0.05,-0.14,0.02,-0.08,0.02,13.64,6.83,0.77,0.09,0.54,-1.02,-1.25,-0.02,0.19,-0.05,0.19,1.0,7.87,-0.83,0.1,1.1,0.88,0.21,0.04,0.01,0.06,-0.12,-0.16,-0.13,-0.12,0.11,-0.05,-3.13,-0.14,-0.03,0.05,0.05,0.05,0.12,0.06,-0.03,0.07,0.02,-0.08,-0.05,-0.14,-0.09,0,1,3,0,0,10.74,4,0.0,-16.22
2022-11-10,PNW,72.6,25.89,-0.18,0,68.78,71.14,72.43,68.62,1.5,66.62,65.12,75.86,75.03,72.35,76.59,73.16,78.49,65.98,0,1469871000,661637000,326326000,-94296000.0,utilities,650077000,41,8225434799,8609844000,41,7032000,8602812000,2.61,1314705091,638278287,16828246799,78.25,86,59.76,29,18.49,0.69,0.08,72.6,0,59.76,29,12.84,1.0,0.0,72.6,0,67.21,10,5.39,1.0,0.0,80.49,218,132,59.76,29,0,20.73,0.62,0.11,0.62,0.89,0.69,1.05,5.6,-1.07,27.85,-26.05,-4.65,1.05,-0.29,25.43,11.45,12.89,7.29,0.06,0.02,0.06,0.0,-0.04,-0.05,-0.03,-0.05,0.02,23.92,7.48,-1.63,-0.81,0.06,-0.8,-0.09,-0.07,0.44,-0.04,0.44,2.2,-5.59,-13.96,0.09,1.09,0.95,0.11,-0.04,-0.03,0.0,-0.05,-0.01,-0.08,0.1,0.02,-0.12,-1.19,-0.14,0.01,0.04,0.11,0.06,0.06,0.02,0.0,0.0,-0.03,-0.05,-0.04,-0.05,-0.02,0,1,4,1,0,9.08,2,-0.0,4.24
2022-11-10,AIV,7.78,16.21,0.01,0,7.56,7.83,7.25,7.82,0.26,7.68,7.32,8.95,8.26,6.5,6.27,6.14,7.24,7.67,0,47683000,30228000,29472000,-3043000.0,real estate,122754000,41,1157313900,1038876000,41,206366000,832510000,0.01,208023000,208173000,1989823900,9.6,90,6.59,122,3.01,0.4,0.23,7.94,10,6.68,27,1.26,0.87,0.02,7.94,10,7.19,1,0.75,0.79,0.02,9.6,90,0,5.43,184,62,4.17,0.56,0.23,0.3,0.72,0.42,0.9,24.27,0.17,1205.27,7230.48,297.91,0.72,-0.1,65.83,41.73,5.56,-18.71,-0.01,-0.01,0.03,-0.03,-0.0,0.08,-0.03,0.04,0.03,0.4,0.46,-0.58,-0.16,0.32,0.3,0.27,-0.02,0.01,-0.02,0.01,-0.13,-1.79,-1.5,0.01,1.01,1.24,0.06,-0.13,-0.06,0.2,0.24,0.27,0.07,0.01,0.05,-0.14,-1.35,-0.18,0.08,0.27,-0.2,0.03,-0.01,-0.01,0.07,-0.03,-0.03,0.04,-0.0,0.08,0.08,1,0,2,0,0,2833.86,1,-0.0,-1.43
2022-11-10,MU,60.27,18.66,-0.02,0,55.64,56.89,66.19,53.77,2.03,54.58,52.1,56.42,62.25,57.21,70.45,69.88,76.66,84.46,839000000,6643000000,2622000000,1492000000,-126000000.0,technology,3480000000,70,65694300000,7516000000,70,8262000000,-746000000,1.37,6728346474,4133514968,64948300000,65.04,90,48.88,45,16.16,0.7,0.08,60.27,0,52.21,14,8.06,1.0,0.0,60.27,0,53.45,8,6.82,1.0,0.0,82.05,226,136,48.88,45,0,33.17,0.34,0.36,0.24,0.49,0.5,0.11,9.89,-1.01,44.0,-43.37,-4.39,-0.01,-0.08,24.77,9.78,15.89,6.0,0.12,0.06,0.08,0.03,-0.05,-0.19,-0.02,-0.16,0.03,22.76,8.17,1.93,-0.66,0.77,-2.04,-1.6,-0.05,0.25,-0.1,0.25,1.79,3.24,-1.86,0.1,1.1,0.86,0.16,0.07,-0.03,0.05,-0.14,-0.14,-0.21,-0.29,0.05,-0.03,-2.46,-0.08,-0.09,0.09,-0.17,0.08,0.12,0.06,-0.09,0.03,-0.02,-0.16,-0.05,-0.19,-0.14,0,1,3,0,0,8.47,5,-0.0,-34.12
2023-08-22,HRB,39.34,15.85,-1.12,1,37.29,33.06,35.82,33.77,1.91,34.86,32.91,32.54,30.71,34.05,35.1,38.84,37.38,45.02,0,1032146000,691943000,302271000,-44163000.0,consumer cyclical,422823000,53,5754379820,1934908000,53,986975000,947933000,1.88,1012784667,182063333,6702312820,39.6,1,28.87,91,10.73,0.98,0.01,39.6,1,33.09,26,6.51,0.96,0.01,39.6,1,35.16,8,4.44,0.94,0.01,39.75,190,189,28.87,91,0,10.88,0.96,0.01,0.6,0.99,0.61,0.34,5.58,-1.6,20.93,-13.1,-2.35,0.16,-0.15,9.69,6.49,31.61,26.03,0.16,0.19,0.05,0.1,0.02,-0.06,0.13,0.04,0.05,17.92,6.43,3.4,2.88,1.32,0.85,0.08,-0.26,0.12,-0.0,0.12,1.79,0.89,1.18,0.13,1.13,1.12,0.2,0.21,0.28,0.16,0.12,0.01,0.05,-0.13,0.06,0.07,-0.17,0.01,0.06,-0.1,-0.14,0.05,0.16,0.19,0.1,0.1,0.13,0.04,0.02,-0.06,-0.08,0,1,4,1,0,5.84,2,0.01,-17.17
2022-04-21,UBER,31.68,-11.96,-0.27,0,32.41,36.41,40.24,33.59,0.64,33.45,31.33,36.78,40.52,38.29,44.59,46.94,40.13,47.2,587000000,6854000000,2828000000,-5936000000,0.0,technology,-5785000000,21,62229150720,11163000000,21,4184000000,6979000000,-0.27,6094690494,7383744903,69208150720,44.42,107,28.57,45,15.85,0.2,0.4,37.19,23,31.68,0,5.51,0.0,0.17,33.8,2,31.68,0,2.12,0.0,0.07,48.36,188,81,28.57,45,0,19.79,0.16,0.53,0.28,0.8,0.35,0.18,9.08,0.01,-119.06,-14017.7,-1543.93,0.11,-0.0,24.47,10.1,8.43,-0.65,-0.06,-0.13,-0.02,-0.04,-0.08,-0.17,-0.11,-0.19,0.02,-7.08,0.35,-2.55,-2.95,-1.65,-2.58,-2.54,-0.12,0.07,-0.09,0.07,-21.23,-1.14,0.78,-0.05,0.95,0.71,0.01,-0.14,-0.22,-0.17,-0.29,-0.33,-0.21,-0.33,0.07,-0.09,-1.75,-0.15,-0.09,0.06,-0.01,-0.02,-0.06,-0.13,-0.21,-0.04,-0.11,-0.19,-0.08,-0.17,-0.1,0,1,0,0,1,-4704.09,5,0.0,-31.33
2021-07-16,HRB,23.61,10.43,-1.03,1,23.78,22.83,20.14,24.33,0.24,23.63,25.33,23.44,22.44,20.32,19.14,16.1,16.64,14.83,61596000,253761000,207913000,101437000,-47181000.0,consumer cyclical,265673000,16,4204917390,0,16,1434381000,-1434381000,-1.41,470830000,168718090,2770536390,26.19,35,19.82,114,6.37,0.59,0.11,24.42,23,23.2,18,1.22,0.34,0.03,24.2,4,23.47,8,0.73,0.19,0.02,26.19,35,0,15.16,206,92,11.03,0.77,0.11,0.11,0.58,0.19,0.0,16.57,-0.27,-16.74,61.67,3.72,-0.34,-0.47,13.33,10.92,24.92,8.35,-0.03,0.03,-0.01,-0.02,0.07,0.21,0.04,0.18,0.01,-0.08,-1.72,0.08,0.39,0.82,0.89,1.25,-0.07,0.03,-0.07,0.04,-0.95,-21.24,-0.53,-0.0,1.0,1.23,-0.07,0.01,0.05,0.16,0.23,0.47,0.42,0.59,-0.07,0.01,-9.28,0.08,0.04,0.1,0.09,-0.01,-0.03,0.03,0.17,-0.02,0.04,0.18,0.07,0.21,0.13,1,0,2,0,0,19.42,1,-0.0,60.35
2023-11-02,PNW,75.17,25.0,-0.13,0,74.42,78.47,77.88,75.69,0.68,75.05,75.95,78.21,84.07,81.92,77.05,79.71,77.53,76.51,0,1637759000,773220000,398214000,-96221000.0,utilities,746009000,33,8534350780,10133589000,33,15108000,10118481000,3.42,1570648571,1115949604,18652831780,85.42,104,71.27,31,14.15,0.28,0.14,76.53,17,71.74,29,4.79,0.72,0.02,75.57,1,73.07,10,2.5,0.84,0.01,85.42,104,0,71.27,31,0,14.15,0.28,0.14,0.34,1.0,0.34,1.19,5.21,-1.04,21.98,-21.17,-4.06,1.19,-0.24,24.12,11.39,7.65,2.44,-0.01,-0.04,0.01,-0.02,-0.04,-0.03,-0.05,-0.04,0.01,0.48,-0.78,-1.52,-2.97,-1.69,-0.38,-0.76,-0.1,0.13,-0.1,0.13,-1.62,-0.49,0.76,0.0,1.0,0.98,-0.01,-0.04,-0.11,-0.08,-0.02,-0.06,-0.03,-0.02,-0.01,-0.04,-0.71,-0.03,-0.07,0.03,0.04,0.01,-0.01,-0.04,-0.03,-0.02,-0.05,-0.04,-0.04,-0.03,0.01,0,1,1,0,0,8.31,2,-0.0,-2.73
2023-11-02,LYV,82.45,29.04,-1.03,1,79.17,86.25,80.29,82.53,1.5,81.08,81.57,84.28,93.43,88.94,82.16,67.19,67.75,69.68,7379000,8152019000,1821554000,483495000,0.0,communication services,747602000,33,19235844882,8420724000,33,5948511000,2472213000,1.26,6992467033,4792467768,21708057882,98.47,100,77.0,6,21.47,0.25,0.19,87.61,22,77.0,6,10.61,0.51,0.06,82.45,0,77.0,6,5.45,1.0,0.0,98.47,100,0,65.34,224,218,33.13,0.52,0.19,0.32,0.65,0.49,0.44,2.36,-1.82,65.68,-36.05,-15.28,0.13,0.0,11.92,2.66,4.01,1.65,-0.0,-0.04,0.04,-0.04,-0.04,0.03,-0.08,-0.01,0.02,5.48,0.88,-0.91,-3.66,-1.62,0.06,2.54,-0.16,0.91,-0.16,0.08,5.23,-1.96,1.26,0.02,1.02,1.0,0.01,-0.02,-0.12,-0.07,0.0,0.23,0.22,0.18,-0.01,-0.04,-0.84,-0.03,-0.1,0.05,-0.04,0.04,-0.0,-0.04,0.03,-0.04,-0.08,-0.01,-0.04,0.03,0.07,1,0,2,0,0,13.85,4,-0.0,13.62
2023-11-02,CCL,11.9,19.83,-0.13,1,11.37,15.45,12.98,13.66,0.22,11.67,14.17,15.84,17.97,16.29,11.28,9.26,9.35,9.67,0,6854000000,2933000000,1074000000,0.0,consumer cyclical,2260000000,63,15029700000,32629000000,63,2842000000,29787000000,0.75,6707180116,5294586193,44816700000,19.3,115,11.03,13,8.27,0.11,0.62,13.3,28,11.03,13,2.27,0.38,0.12,11.9,0,11.03,13,0.87,1.0,0.0,19.3,115,0,8.55,230,217,10.75,0.31,0.62,0.21,0.77,0.27,2.17,2.19,-1.17,15.83,-13.55,-6.18,1.98,0.0,15.28,6.54,2.84,0.65,-0.13,-0.23,0.05,-0.17,-0.12,0.05,-0.26,-0.12,0.02,0.92,-2.27,-1.97,-2.02,-1.1,0.12,0.44,-0.06,0.07,-0.06,0.01,-1.41,0.15,0.84,0.02,1.02,1.05,-0.16,-0.25,-0.34,-0.27,0.05,0.29,0.27,0.23,-0.18,-0.26,-0.33,-0.11,-0.12,0.1,-0.04,0.05,-0.13,-0.23,-0.08,-0.17,-0.26,-0.12,-0.12,0.05,0.19,1,0,1,0,0,5.85,3,-0.02,17.58
2023-01-05,COIN,33.53,-14.6,-1.45,1,34.54,58.55,76.66,46.7,1.47,34.99,44.48,66.47,65.73,68.32,69.67,53.94,69.32,185.45,590103000,629108000,546117000,-557001000,0.0,technology,-467459000,5,7761826170,3489745000,5,4425021000,-935276000,-2.52,587810676,655305287,6826550170,82.55,115,32.53,8,50.02,0.02,1.46,42.81,28,32.53,8,10.28,0.1,0.28,37.7,1,32.53,8,5.17,0.19,0.12,103.74,244,129,32.53,8,0,71.21,0.01,2.09,0.14,0.7,0.21,0.45,12.34,-0.43,-13.28,31.17,2.53,-0.12,-0.0,12.5,10.85,11.84,-0.49,-0.28,-0.43,-0.03,-0.26,-0.2,-0.39,-0.41,-0.55,0.04,-5.84,-10.95,-16.47,-10.73,-8.7,-7.23,-3.4,-0.43,0.12,-0.29,0.12,-0.47,-0.34,0.23,-0.04,0.96,0.48,-0.25,-0.5,-0.49,-0.51,-0.52,-0.38,-0.52,-0.82,-0.21,-0.47,-0.55,-0.33,0.01,-0.04,-0.71,-0.03,-0.28,-0.43,-0.56,-0.26,-0.41,-0.55,-0.2,-0.39,-0.24,0,1,0,0,1,10.13,2,0.04,-81.38
2023-01-05,GPS,11.41,29.39,-0.46,1,11.57,11.12,11.11,12.64,0.27,12.07,14.64,10.97,8.71,9.67,9.45,8.82,10.77,17.58,0,4039000000,1509000000,282000000,-55000000.0,consumer cyclical,330000000,68,4176060000,6200000000,68,679000000,5521000000,0.0,3824238035,4355640343,9697060000,15.15,31,8.21,97,6.94,0.46,0.33,14.59,30,11.28,6,3.31,0.04,0.28,12.06,13,11.28,6,0.78,0.17,0.06,15.15,31,0,8.21,97,0,6.94,0.46,0.33,0.48,1.0,0.48,1.48,1.03,-906.01,22328.77,-24.65,-23.84,1.32,-0.2,6.43,2.4,0.96,-0.08,-0.1,0.03,-0.01,-0.08,0.14,0.14,0.04,0.04,0.02,-2.64,-3.23,0.22,0.9,0.44,0.39,0.43,-0.12,0.03,-0.12,0.03,-0.18,-15.68,1.07,-0.05,0.95,1.21,-0.22,0.04,0.31,0.18,0.21,0.29,0.06,-0.35,-0.18,0.1,-2.75,0.33,0.26,-0.1,-0.5,-0.01,-0.1,0.03,0.03,-0.08,0.04,0.04,0.14,0.14,0.0,1,0,2,0,0,7436.85,1,0.0,-34.19
2023-01-03,UAL,37.21,18.83,-0.73,1,38.05,39.2,40.65,41.94,0.53,38.87,43.74,42.19,33.87,36.3,36.89,36.55,45.08,42.21,0,12400000000,3572000000,842000000,0.0,industrials,2201000000,3,12182554000,36433000000,3,7166000000,29267000000,2.11,12229020288,11424456418,41449554000,45.92,28,31.9,99,14.02,0.38,0.23,45.92,28,37.21,0,8.71,0.0,0.23,39.0,13,37.21,0,1.79,0.0,0.05,51.9,244,216,31.9,99,0,20.0,0.27,0.39,0.44,0.7,0.62,2.99,0.98,-1.35,17.64,-13.09,-13.32,2.4,0.0,11.6,3.34,1.07,0.08,-0.11,-0.05,-0.02,-0.09,0.07,0.03,-0.03,-0.06,0.01,-6.64,-6.53,-2.49,1.11,0.23,0.06,0.11,-0.31,0.05,-0.06,0.05,0.02,1.62,3.89,-0.04,0.96,1.01,-0.15,-0.12,0.1,0.03,0.01,0.02,-0.17,-0.12,-0.11,-0.08,0.41,0.04,0.25,-0.07,-0.13,-0.02,-0.11,-0.05,-0.08,-0.09,-0.03,-0.06,0.07,0.03,-0.04,1,0,0,0,1,5.39,3,0.01,-9.86
2023-03-03,COIN,64.51,-29.95,-1.45,1,62.59,53.57,60.5,53.34,2.32,61.67,61.31,34.43,44.4,67.22,64.54,68.32,65.96,190.24,590103000,629108000,546117000,-557001000,0.0,technology,-467459000,62,14933355390,3489745000,62,4425021000,-935276000,-2.52,587810676,655305287,13998079390,81.46,29,32.53,65,48.93,0.65,0.26,74.59,25,56.4,18,18.19,0.45,0.16,64.83,3,58.44,7,6.39,0.95,0.0,98.02,207,178,32.53,65,0,65.49,0.49,0.52,0.28,0.75,0.37,0.23,23.74,-0.43,-25.55,59.96,2.53,-0.06,-0.0,25.63,22.25,22.79,-0.95,0.21,0.2,0.03,0.17,-0.0,-0.12,0.17,0.03,0.04,11.36,3.2,15.04,6.7,-0.68,-0.01,-0.63,-0.58,0.49,-0.16,0.49,2.55,-0.79,-10.89,0.05,1.05,1.0,0.05,0.87,0.45,-0.04,-0.0,-0.06,-0.02,-0.66,0.01,0.79,-0.99,0.78,-0.22,-0.34,-0.64,0.03,0.21,0.2,0.07,0.17,0.17,0.03,-0.0,-0.12,-0.11,0,1,4,1,0,20.01,3,-0.02,-67.1
