date,symbol,price,evebitda,future_eps,to_buy,sma_10d,sma_100d,sma_200d,sma_50d,std_10d,sma_10d_1weeks_ago,sma_10d_1months_ago,sma_10d_2months_ago,sma_10d_3months_ago,sma_10d_4months_ago,sma_10d_5months_ago,sma_10d_6months_ago,sma_10d_7months_ago,sma_10d_11months_ago,RnD_expenses,revenues,GP,netIncome,dividendsPaid,sector,ebitda,income_lag_days,marketCap,total_debt,balance_lag_days,cashcasheq,netDebt,curr_est_eps,curr_est_rev,future_est_rev,EV,max_in_4M,max4M_lag,min_in_4M,min4M_lag,max_minus_min,var_price_to_minmax,maxPercen_4M,max_in_1M,max1M_lag,min_in_1M,min1M_lag,max_minus_min1M,var_price_to_minmax1M,maxPercen_1M,max_in_2W,max2W_lag,min_in_2W,min2W_lag,max_minus_min2W,var_price_to_minmax2W,maxPercen_2W,max_in_8M,max8M_lag,dist_max8M_4M,min_in_8M,min8M_lag,dist_min8M_4M,max_minus_min8M,var_price_minmax8M,maxPercen_8M,Spread1Mby8M,Spread4Mby8M,Spread1Mby4M,debtToPrice,markRevRatio,eps_growth,pe,peg,PS_to_PEG,netDebtToPrice,dividend_payout_ratio,EVGP,EVRevenues,fwdPriceTosale,fwdPriceTosale_diff,var_sma50D,var_sma100D,var_sma10D,var_sma10D_50D,var_sma50D_100D,var_sma50D_200D,var_sma10D_100D,var_sma10D_200D,relative_std,deriv_1w,deriv_1m,deriv_2m,deriv_3m,deriv_4m,deriv_5m,deriv_6m,deriv_max4M,deriv_min4M,deriv_max8M,deriv_min8M,deriv_1w1m_growth,deriv_1m2m_growth,deriv_3m4m_growth,1W_return,price_to_SMA10d_1W,price_to_SMA10d_5M,1M_return,2M_return,3M_return,4M_return,5M_return,6M_return,7M_return,1y_return,1M_1W_growth,2M_1W_growth,1M1W_2M1W_growth,2M_1M_growth,3M_2M_growth,4M_3M_growth,1Y_6M_growth,price_to_sma_10d_ratio,price_to_sma_50d_ratio,price_to_sma_100d_ratio,price_to_sma_200d_ratio,sma_10d_to_sma_50d_ratio,sma_10d_to_sma_100d_ratio,sma_10d_to_sma_200d_ratio,sma_50d_to_sma_100d_ratio,sma_50d_to_sma_200d_ratio,sma_100d_to_sma_200d_ratio,golden_cross,death_cross,smas_above_count,price_above_all_sma,price_below_all_sma,combined_valuation_score,market_cap_quintile,return_to_pe,sma10_yoy_growth
2021-09-16,CTVA,42.58,16.88,-0.31,1,43.63,44.49,44.04,43.38,0.88,44.22,44.53,43.21,45.03,47.6,47.18,45.74,43.32,32.57,293000000,5627000000,2617000000,970000000,-95000000.0,basic materials,1787000000,78,31245204000,1778000000,78,2861000000,-1083000000,1.27,5345808217,2031820805,30162204000,46.22,122,40.93,59,5.29,0.31,0.09,45.07,30,41.94,27,3.13,0.2,0.06,44.92,13,42.26,2,2.66,0.12,0.05,49.79,135,13,38.69,232,173,11.1,0.35,0.17,0.28,0.48,0.59,0.06,5.55,-1.25,33.64,-26.97,-4.86,-0.03,-0.1,11.53,5.36,15.38,9.83,-0.02,-0.04,-0.02,0.01,-0.02,-0.01,-0.02,-0.01,0.02,-6.56,-1.95,-0.32,-0.82,-1.26,-0.92,-0.53,-0.03,0.03,-0.05,0.02,2.36,5.19,-0.35,-0.04,0.96,0.9,-0.04,-0.01,-0.05,-0.11,-0.1,-0.07,-0.02,0.31,-0.01,0.02,-1.3,0.03,-0.04,-0.05,0.4,-0.02,-0.02,-0.04,-0.03,0.01,-0.02,-0.01,-0.02,-0.01,0.01,0,1,0,0,1,6.06,4,-0.0,33.96
2021-09-16,HRB,24.98,11.35,-1.03,0,25.34,24.54,21.73,24.94,0.6,25.79,25.28,23.78,25.33,23.44,22.44,20.32,19.14,17.34,61596000,253761000,207913000,101437000,-47181000.0,consumer cyclical,265673000,78,4448913020,0,78,1434381000,-1434381000,-1.41,470830000,168718090,3014532020,26.27,8,23.2,80,3.07,0.58,0.05,26.27,8,24.58,2,1.69,0.24,0.05,26.27,8,24.58,2,1.69,0.24,0.05,26.27,8,0,16.41,240,160,9.86,0.87,0.05,0.17,0.31,0.55,0.0,17.53,-0.27,-17.72,65.25,3.72,-0.32,-0.47,14.5,11.88,26.37,8.84,0.0,0.02,-0.01,0.02,0.02,0.15,0.03,0.17,0.02,-3.24,-0.3,0.6,-0.12,0.38,0.51,0.78,-0.16,0.02,-0.16,0.04,9.8,-1.5,-1.3,-0.03,0.97,1.11,-0.01,0.05,-0.01,0.07,0.11,0.23,0.31,0.44,0.02,0.08,-0.76,0.06,-0.06,0.08,0.17,-0.01,0.0,0.02,0.15,0.02,0.03,0.17,0.02,0.15,0.13,1,0,3,0,0,20.68,1,0.0,46.14
2021-09-16,CCL,23.09,-27.98,-1.44,1,23.18,25.36,24.61,22.82,0.37,23.57,22.75,23.53,30.0,26.31,28.14,27.71,20.96,14.88,0,546000000,-1070000000,-2836000000,-3025000000.0,consumer cyclical,-1845000000,16,26137880000,32644000000,16,7151000000,25493000000,-1.53,670376687,1408437136,51630880000,31.31,106,19.72,59,11.59,0.29,0.36,24.35,20,21.66,28,2.69,0.53,0.05,23.56,9,22.75,6,0.81,0.42,0.02,31.31,106,0,18.67,230,171,12.64,0.35,0.36,0.21,0.92,0.23,1.25,47.87,-0.06,-15.1,271.93,5.68,0.98,1.07,-48.25,94.56,18.56,-29.31,0.01,-0.09,-0.0,0.02,-0.1,-0.07,-0.09,-0.06,0.02,-1.92,0.34,-0.22,-2.3,-0.8,-1.01,-0.77,-0.08,0.06,-0.08,0.02,-6.65,-2.55,1.86,-0.02,0.98,0.82,0.01,-0.02,-0.23,-0.12,-0.18,-0.17,0.1,0.55,0.04,0.0,20.2,-0.03,-0.22,0.14,0.86,-0.0,0.01,-0.09,-0.06,0.02,-0.09,-0.06,-0.1,-0.07,0.03,0,1,1,0,0,69.53,4,0.02,55.78
2023-09-29,CTVA,51.16,23.35,-0.24,0,51.4,54.36,57.59,52.28,0.53,51.77,50.17,55.93,57.51,56.21,61.48,57.65,61.89,63.48,329000000,6045000000,2908000000,714000000,-106000000.0,basic materials,1670000000,91,36241744000,5313000000,91,2563000000,2750000000,1.58,6436641721,2634757663,38991744000,58.57,100,49.08,37,9.49,0.22,0.14,52.61,15,49.56,22,3.05,0.52,0.03,52.54,10,50.75,2,1.79,0.23,0.03,64.48,240,140,49.08,37,0,15.4,0.14,0.26,0.2,0.62,0.32,0.15,6.0,-1.15,32.29,-28.04,-4.68,0.08,-0.15,13.41,6.45,13.76,7.76,-0.02,-0.06,-0.0,-0.02,-0.04,-0.09,-0.05,-0.11,0.01,-2.44,0.99,-2.39,-2.12,-1.26,-2.06,-1.08,-0.07,0.06,-0.06,0.06,-3.46,-1.42,0.68,-0.01,0.99,0.83,0.02,-0.09,-0.11,-0.09,-0.17,-0.11,-0.17,-0.19,0.03,-0.07,-1.43,-0.1,-0.03,0.02,-0.09,-0.0,-0.02,-0.06,-0.11,-0.02,-0.05,-0.11,-0.04,-0.09,-0.06,0,1,0,0,1,5.89,5,-0.0,-19.03
2023-09-29,CCL,13.72,20.85,-0.13,0,14.31,15.3,12.59,16.1,0.48,15.01,15.86,17.93,16.02,10.91,9.32,9.08,11.21,8.23,0,6854000000,2933000000,1074000000,0.0,consumer cyclical,2260000000,29,17328360000,32629000000,29,2842000000,29787000000,0.75,6707180116,5294586193,47115360000,19.3,81,11.23,121,8.07,0.31,0.41,15.87,30,13.72,0,2.15,0.0,0.16,15.09,10,13.72,0,1.37,0.0,0.1,19.3,81,0,8.55,196,75,10.75,0.48,0.41,0.2,0.75,0.27,1.88,2.53,-1.17,18.25,-15.62,-6.18,1.72,0.0,16.06,6.87,3.27,0.74,-0.15,-0.1,-0.04,-0.11,0.05,0.28,-0.06,0.14,0.03,-5.16,-2.14,-2.1,-0.77,0.7,0.88,0.77,-0.07,0.02,-0.07,0.03,1.41,0.02,-2.09,-0.09,0.91,1.47,-0.13,-0.23,-0.14,0.26,0.47,0.51,0.22,0.67,-0.05,-0.16,-0.67,-0.12,0.12,0.47,0.1,-0.04,-0.15,-0.1,0.09,-0.11,-0.06,0.14,0.05,0.28,0.22,1,0,1,0,0,6.23,4,-0.01,73.88
2024-03-19,AIV,7.53,-17.27,-0.09,1,7.58,7.26,7.52,7.58,0.13,7.6,7.5,7.73,7.34,6.4,6.44,7.39,8.1,7.77,0,49352000,12559000,-151500000,0.0,real estate,-127483000,79,1063258590,1277921000,79,139267000,1138654000,-0.06,48178000,49846000,2201912590,7.98,82,6.61,120,1.37,0.67,0.06,7.84,27,7.17,22,0.67,0.54,0.04,7.76,11,7.41,5,0.35,0.34,0.03,8.89,242,160,5.68,141,21,3.21,0.58,0.18,0.21,0.43,0.49,1.2,21.54,0.5,-125.5,-251.0,-11.65,1.07,-0.0,175.33,44.62,21.33,-0.21,-0.01,0.04,-0.01,0.0,0.04,0.01,0.04,0.01,0.02,-0.28,0.03,-0.1,0.06,0.28,0.22,0.02,-0.01,0.01,-0.01,0.01,-10.33,-1.3,-0.78,-0.01,0.99,1.17,0.0,-0.03,0.03,0.18,0.17,0.02,-0.07,-0.03,0.01,-0.02,-1.79,-0.03,0.05,0.15,-0.05,-0.01,-0.01,0.04,0.0,0.0,0.04,0.01,0.04,0.01,-0.03,1,0,2,0,0,-67.06,1,-0.0,-2.45
2022-02-16,FSLR,71.67,26.6,-0.43,1,70.91,94.47,90.52,82.81,1.56,73.47,84.67,97.19,113.12,100.69,99.65,94.61,90.19,77.97,29881000,907319000,246489000,131370000,0.0,energy,238753000,47,7561185000,239901000,47,1450654000,-1210753000,1.07,917694666,588727412,6350432000,121.14,107,68.23,2,52.91,0.07,0.69,81.5,29,68.23,2,13.27,0.26,0.14,74.17,7,68.23,2,5.94,0.58,0.03,121.14,107,0,68.23,2,0,52.91,0.07,0.69,0.25,1.0,0.25,0.03,8.33,-1.4,66.78,-47.75,-5.73,-0.16,0.0,25.76,7.0,12.84,4.51,-0.13,-0.24,0.01,-0.14,-0.12,-0.09,-0.25,-0.22,0.02,-7.2,-13.0,-12.76,-13.82,-7.25,-5.6,-3.82,-0.46,1.72,-0.46,1.72,-0.45,0.02,0.9,-0.02,0.98,0.72,-0.15,-0.26,-0.37,-0.29,-0.28,-0.24,-0.21,-0.08,-0.13,-0.24,-0.46,-0.13,-0.14,0.12,0.21,0.01,-0.13,-0.24,-0.21,-0.14,-0.25,-0.22,-0.12,-0.09,0.04,0,1,1,0,0,14.93,2,-0.01,-9.05
2024-02-01,BMY,48.67,28.85,-4.41,1,49.62,53.02,58.67,50.44,0.5,50.02,51.4,49.35,53.97,58.57,61.92,62.83,64.96,70.59,2478000000,11477000000,8732000000,1762000000,-1160000000.0,healthcare,4453000000,32,98459410000,41464000000,32,11464000000,30000000000,1.55,11192359347,11481563023,128459410000,57.85,122,48.48,72,9.37,0.02,0.19,52.76,30,48.67,0,4.09,0.0,0.08,50.24,8,48.67,0,1.57,0.0,0.03,66.16,230,108,48.48,72,0,17.68,0.01,0.36,0.23,0.53,0.44,0.42,8.58,-3.84,31.32,-8.16,-0.95,0.3,-0.66,14.71,11.19,8.58,-0.0,-0.04,-0.08,-0.02,-0.02,-0.05,-0.14,-0.06,-0.15,0.01,-5.4,-2.73,-0.34,-1.77,-2.47,-2.65,-2.36,-0.08,0.0,-0.08,0.0,0.98,7.03,-0.29,-0.03,0.97,0.79,-0.05,-0.01,-0.1,-0.17,-0.21,-0.23,-0.25,-0.31,-0.03,0.01,-2.98,0.04,-0.09,-0.08,-0.11,-0.02,-0.04,-0.08,-0.17,-0.02,-0.06,-0.15,-0.05,-0.14,-0.1,0,1,0,0,1,12.63,5,-0.0,-29.71
2021-02-16,TAP,44.5,-16.14,-0.1,1,47.57,43.3,40.21,48.33,2.13,50.03,50.04,47.16,41.01,35.58,36.41,37.4,34.96,45.17,0,2294300000,895200000,-1369800000,0.0,consumer defensive,-1063200000,47,9656500000,8275400000,47,770100000,7505300000,0.74,2411822924,1895606450,17161800000,54.99,20,32.91,111,22.08,0.52,0.24,54.99,20,44.01,4,10.98,0.04,0.24,49.37,13,44.01,4,5.36,0.09,0.11,54.99,20,0,32.65,144,33,22.34,0.53,0.24,0.49,0.99,0.5,0.86,4.21,-1.13,60.05,-53.11,-12.62,0.78,-0.0,19.17,7.48,5.09,0.89,-0.08,0.03,-0.06,-0.02,0.12,0.2,0.1,0.18,0.05,-22.12,-5.54,-1.33,1.16,2.23,1.62,1.18,-0.52,0.1,-0.52,0.08,2.99,3.17,-0.48,-0.11,0.89,1.22,-0.11,-0.06,0.09,0.25,0.22,0.19,0.27,-0.01,-0.0,0.06,-1.0,0.06,0.15,0.15,-0.17,-0.06,-0.08,0.03,0.11,-0.02,0.1,0.18,0.12,0.2,0.08,1,0,2,0,0,8.7,3,0.0,5.31
2023-02-21,COIN,62.07,-28.74,-1.45,1,63.52,54.06,61.09,49.65,5.18,66.94,46.5,38.44,49.8,66.85,74.72,87.97,60.25,169.57,590103000,629108000,546117000,-557001000,0.0,technology,-467459000,52,14368522230,3489745000,52,4425021000,-935276000,-2.52,587810676,655305287,13433246230,81.46,19,32.53,55,48.93,0.6,0.31,81.46,19,52.76,27,28.7,0.32,0.31,69.44,13,56.4,8,13.04,0.43,0.12,98.02,197,178,32.53,55,0,65.49,0.45,0.58,0.44,0.75,0.59,0.24,22.84,-0.43,-24.59,57.7,2.53,-0.07,-0.0,24.6,21.35,21.93,-0.91,0.25,0.15,-0.02,0.28,-0.08,-0.19,0.17,0.04,0.08,-19.48,15.57,11.82,4.09,-1.19,-2.53,-4.32,-1.02,0.54,-0.18,0.54,-2.25,0.32,-4.42,-0.07,0.93,0.83,0.33,0.61,0.25,-0.07,-0.17,-0.29,0.03,-0.63,0.44,0.74,-0.41,0.21,-0.23,-0.26,-0.48,-0.02,0.25,0.15,0.02,0.28,0.17,0.04,-0.08,-0.19,-0.12,0,1,3,0,0,19.24,3,-0.01,-62.54
2023-02-21,UAL,48.2,20.47,-0.73,1,49.62,42.99,41.09,45.49,0.78,50.4,47.99,40.39,43.55,36.52,38.3,38.88,38.45,37.63,0,12400000000,3572000000,842000000,0.0,industrials,2201000000,52,15780680000,36433000000,52,7166000000,29267000000,2.11,12229020288,11424456418,45047680000,52.31,19,37.21,49,15.1,0.73,0.09,52.31,19,48.2,0,4.11,0.0,0.09,50.77,13,48.2,0,2.57,0.0,0.05,52.31,19,0,31.9,148,99,20.41,0.8,0.09,0.2,0.74,0.27,2.31,1.27,-1.35,22.86,-16.95,-13.32,1.85,0.0,12.61,3.63,1.38,0.11,0.06,0.12,-0.03,0.09,0.06,0.11,0.15,0.21,0.02,-8.8,0.21,3.91,1.55,2.92,1.98,1.55,-0.22,0.22,-0.22,0.11,-42.9,-0.95,-0.47,-0.04,0.96,1.26,0.0,0.19,0.11,0.32,0.26,0.24,0.25,0.28,0.05,0.25,-0.8,0.19,-0.07,0.19,0.03,-0.03,0.06,0.12,0.17,0.09,0.15,0.21,0.06,0.11,0.05,1,0,3,0,0,6.17,3,0.0,31.86
2022-05-12,UBER,23.29,-9.11,-0.27,1,26.49,34.98,38.82,31.42,3.12,30.44,34.15,31.75,37.39,42.9,37.73,44.86,46.34,50.08,587000000,6854000000,2828000000,-5936000000,0.0,technology,-5785000000,42,45748640160,11163000000,42,4184000000,6979000000,-0.27,6094690494,7383744903,52727640160,42.87,119,22.57,1,20.3,0.04,0.84,33.8,23,22.57,1,11.23,0.06,0.45,31.48,13,22.57,1,8.91,0.08,0.35,48.36,209,90,22.57,1,0,25.79,0.03,1.08,0.44,0.79,0.55,0.24,6.67,0.01,-87.53,-10305.31,-1543.93,0.15,-0.0,18.64,7.69,6.2,-0.48,-0.26,-0.33,-0.12,-0.16,-0.1,-0.19,-0.24,-0.32,0.13,-28.6,-10.86,-4.23,-4.7,-4.9,-2.89,-3.6,-0.16,0.72,-0.12,0.72,1.63,1.57,-0.04,-0.23,0.77,0.62,-0.32,-0.27,-0.38,-0.46,-0.38,-0.48,-0.5,-0.53,-0.11,-0.04,1.63,0.08,-0.15,-0.13,-0.1,-0.12,-0.26,-0.33,-0.4,-0.16,-0.24,-0.32,-0.1,-0.19,-0.1,0,1,0,0,1,-3458.06,5,0.0,-47.1
2022-11-04,LUV,37.08,28.43,-0.07,0,35.81,36.41,40.24,34.63,1.15,33.93,32.14,37.35,39.12,36.3,43.94,46.81,44.72,45.46,0,6220000000,1214000000,277000000,0.0,industrials,763000000,35,22025520000,10112000000,35,10443000000,-331000000,0.41,6217742328,6223176809,21694520000,41.5,107,30.84,35,10.66,0.59,0.12,37.08,0,31.41,24,5.67,1.0,0.0,37.08,0,33.72,11,3.36,1.0,0.0,48.38,197,90,30.84,35,0,17.54,0.36,0.3,0.32,0.61,0.53,0.46,3.54,-1.17,89.49,-76.58,-21.63,-0.02,0.0,17.87,3.49,3.54,-0.0,0.07,0.02,0.04,0.03,-0.05,-0.14,-0.02,-0.11,0.03,12.6,4.94,-0.14,-0.68,0.2,-1.37,-1.62,-0.04,0.18,-0.06,0.18,1.55,-37.59,-4.49,0.09,1.09,0.84,0.15,-0.01,-0.05,0.02,-0.16,-0.21,-0.17,-0.18,0.06,-0.09,-1.61,-0.14,-0.05,0.08,0.03,0.04,0.07,0.02,-0.08,0.03,-0.02,-0.11,-0.05,-0.14,-0.1,0,1,3,0,0,10.26,4,-0.0,-21.23
2022-11-04,GPS,10.98,28.91,-0.46,1,10.97,9.54,11.65,9.69,0.27,10.45,8.65,9.67,9.41,8.86,10.77,12.83,14.34,19.0,0,4039000000,1509000000,282000000,-55000000.0,consumer cyclical,330000000,6,4018680000,6200000000,6,679000000,5521000000,0.0,3824238035,4355640343,9539680000,11.48,80,8.21,35,3.27,0.85,0.05,11.47,3,9.53,23,1.94,0.75,0.04,11.47,3,10.56,11,0.91,0.46,0.04,15.52,233,153,8.21,35,0,7.31,0.38,0.41,0.27,0.45,0.59,1.54,0.99,-906.01,21487.28,-23.72,-23.84,1.37,-0.2,6.32,2.36,0.92,-0.07,0.13,0.15,0.0,0.13,0.02,-0.17,0.15,-0.06,0.02,2.12,2.33,0.66,0.52,0.53,0.04,-0.31,-0.01,0.08,-0.02,0.08,-0.09,2.56,-0.01,0.05,1.05,1.02,0.27,0.14,0.17,0.24,0.02,-0.14,-0.23,-0.42,0.21,0.08,1.58,-0.11,0.03,0.06,-0.32,0.0,0.13,0.15,-0.06,0.13,0.15,-0.06,0.02,-0.17,-0.18,0,1,3,0,0,7156.63,1,0.0,-42.26
2022-11-04,AIV,7.51,15.88,0.01,1,7.67,7.77,7.24,7.94,0.19,7.49,7.58,9.0,7.89,6.2,6.18,6.53,7.38,7.65,0,47683000,30228000,29472000,-3043000.0,real estate,122754000,35,1117150050,1038876000,35,206366000,832510000,0.01,208023000,208173000,1949660050,9.6,84,6.59,116,3.01,0.31,0.28,7.94,4,6.68,21,1.26,0.66,0.06,7.94,4,7.39,1,0.55,0.22,0.06,9.6,84,0,5.43,178,62,4.17,0.5,0.28,0.3,0.72,0.42,0.93,23.43,0.17,1163.44,6979.55,297.91,0.75,-0.1,64.5,40.89,5.37,-18.06,-0.05,-0.03,-0.02,-0.03,0.02,0.1,-0.01,0.06,0.03,0.08,-0.07,-0.75,-0.13,0.33,0.27,0.16,-0.02,0.01,-0.02,0.01,-2.14,-0.91,-1.39,0.0,1.0,1.22,-0.01,-0.17,-0.05,0.21,0.22,0.15,0.02,-0.02,-0.01,-0.17,-0.93,-0.16,0.14,0.27,-0.15,-0.02,-0.05,-0.03,0.04,-0.03,-0.01,0.06,0.02,0.1,0.07,1,0,1,0,0,2735.83,1,-0.0,0.26
2022-11-04,MU,56.16,17.38,-0.02,1,54.59,56.86,66.68,53.72,1.28,54.26,50.61,57.68,62.1,56.51,70.96,69.78,78.39,84.17,839000000,6643000000,2622000000,1492000000,-126000000.0,technology,3480000000,64,61214400000,7516000000,64,8262000000,-746000000,1.37,6728346474,4133514968,60468400000,65.04,84,48.88,39,16.16,0.45,0.16,56.24,11,51.38,25,4.86,0.98,0.0,56.24,11,52.21,8,4.03,0.98,0.0,82.05,220,136,48.88,39,0,33.17,0.22,0.46,0.15,0.49,0.3,0.12,9.21,-1.01,41.0,-40.41,-4.39,-0.01,-0.08,23.06,9.1,14.81,5.59,0.05,-0.01,0.03,0.02,-0.06,-0.19,-0.04,-0.18,0.02,7.6,5.55,-0.76,-1.98,-0.09,-2.96,-2.27,-0.11,0.19,-0.12,0.19,0.37,-8.3,21.63,0.04,1.04,0.79,0.11,-0.03,-0.1,-0.01,-0.21,-0.2,-0.28,-0.33,0.07,-0.06,-2.22,-0.12,-0.07,0.1,-0.17,0.03,0.05,-0.01,-0.16,0.02,-0.04,-0.18,-0.06,-0.19,-0.15,0,1,2,0,0,7.88,5,-0.0,-35.14
2021-08-25,CTVA,43.78,17.37,-0.31,0,43.9,45.06,43.54,43.42,1.53,44.9,42.3,43.72,45.28,47.57,46.73,45.27,43.25,28.6,293000000,5627000000,2617000000,970000000,-95000000.0,basic materials,1787000000,56,32125764000,1778000000,56,2861000000,-1083000000,1.27,5345808217,2031820805,31042764000,49.79,113,40.93,37,8.86,0.32,0.14,46.06,13,41.44,20,4.62,0.51,0.05,46.06,13,41.94,5,4.12,0.45,0.05,49.79,113,0,37.94,239,202,11.85,0.49,0.14,0.39,0.75,0.52,0.06,5.71,-1.25,34.58,-27.73,-4.86,-0.03,-0.1,11.86,5.52,15.81,10.1,0.01,-0.03,-0.0,0.01,-0.04,-0.0,-0.03,0.01,0.03,-4.48,1.48,0.03,-0.5,-0.95,-0.59,-0.25,-0.05,0.08,-0.05,0.02,-4.03,48.33,-0.47,-0.02,0.98,0.94,0.03,0.0,-0.03,-0.08,-0.06,-0.03,0.01,0.53,0.06,0.03,1.28,-0.03,-0.03,-0.05,0.58,-0.0,0.01,-0.03,0.01,0.01,-0.03,0.01,-0.04,-0.0,0.03,0,1,2,0,0,6.24,5,-0.0,53.5
2021-08-25,HRB,25.57,11.74,-1.03,0,25.55,24.07,21.18,24.43,0.16,25.45,23.95,24.23,24.62,22.15,20.64,19.43,16.51,14.63,61596000,253761000,207913000,101437000,-47181000.0,consumer cyclical,265673000,56,4553991430,0,56,1434381000,-1434381000,-1.41,470830000,168718090,3119610430,26.19,75,22.08,121,4.11,0.85,0.02,25.75,13,24.34,28,1.41,0.87,0.01,25.75,13,25.32,6,0.43,0.58,0.01,26.19,75,0,15.51,238,117,10.68,0.94,0.02,0.13,0.38,0.34,0.0,17.95,-0.27,-18.13,66.79,3.72,-0.31,-0.47,15.0,12.29,26.99,9.05,0.05,0.06,0.0,0.05,0.01,0.15,0.06,0.21,0.01,0.48,1.62,0.67,0.32,0.86,0.99,1.02,-0.01,0.03,-0.01,0.04,-0.7,1.42,-0.63,0.0,1.0,1.24,0.07,0.06,0.04,0.15,0.24,0.32,0.55,0.75,0.06,0.05,0.24,-0.01,-0.02,0.11,0.33,0.0,0.05,0.06,0.21,0.05,0.06,0.21,0.01,0.15,0.14,1,0,4,1,0,21.22,1,-0.0,74.64
2024-01-04,UAL,40.47,23.31,-0.54,1,41.41,42.05,45.48,39.38,0.92,42.4,39.66,35.21,42.25,49.69,53.7,54.06,47.56,49.79,0,13626000000,1616000000,599000000,0.0,industrials,1885000000,4,13286301000,36739000000,4,6089000000,30650000000,1.69,13549413512,12449776382,43936301000,48.47,121,33.9,69,14.57,0.45,0.2,43.59,21,39.53,1,4.06,0.23,0.08,42.55,13,39.53,1,3.02,0.31,0.05,57.61,167,46,33.9,69,0,23.71,0.28,0.42,0.17,0.61,0.28,2.77,0.98,-1.32,24.0,-18.17,-18.63,2.31,0.0,27.19,3.22,1.07,0.09,0.03,-0.04,-0.02,0.05,-0.06,-0.13,-0.02,-0.09,0.02,-7.72,0.81,2.63,-0.59,-2.3,-2.65,-2.27,-0.07,0.1,-0.1,0.1,-10.53,-0.69,-0.74,-0.05,0.95,0.75,0.02,0.15,-0.04,-0.19,-0.25,-0.25,-0.15,-0.19,0.07,0.2,-0.66,0.13,-0.17,-0.15,0.09,-0.02,0.03,-0.04,-0.11,0.05,-0.02,-0.09,-0.06,-0.13,-0.08,0,1,1,0,0,11.01,3,-0.0,-16.83
2024-01-04,AIV,7.74,-17.5,-0.09,0,7.81,7.03,7.59,6.91,0.11,7.74,6.88,6.0,6.78,7.81,8.45,8.29,8.29,7.59,0,49352000,12559000,-151500000,0.0,real estate,-127483000,4,1092911220,1277921000,4,139267000,1138654000,-0.06,48178000,49846000,2231565220,7.98,7,5.68,66,2.3,0.9,0.03,7.98,7,7.11,29,0.87,0.72,0.03,7.98,7,7.64,1,0.34,0.29,0.03,8.89,167,160,5.68,66,0,3.21,0.64,0.15,0.27,0.72,0.38,1.17,22.15,0.5,-129.0,-258.0,-11.65,1.04,-0.0,177.69,45.22,21.93,-0.22,0.12,0.1,-0.01,0.13,-0.02,-0.09,0.11,0.03,0.01,0.0,0.86,0.87,0.32,-0.02,-0.14,-0.09,-0.03,0.03,-0.01,0.03,-1.0,-0.01,-19.29,0.0,1.0,0.92,0.13,0.29,0.14,-0.01,-0.08,-0.07,-0.07,0.02,0.13,0.29,-0.57,0.15,-0.12,-0.13,0.09,-0.01,0.12,0.1,0.02,0.13,0.11,0.03,-0.02,-0.09,-0.07,0,1,3,0,0,-69.77,1,-0.0,2.9
2022-11-17,COIN,48.79,-17.13,-2.52,0,52.73,67.21,99.75,65.48,4.11,58.16,69.76,73.8,90.41,54.23,59.28,81.64,165.56,261.29,556338000,590339000,488463000,-544635000,0.0,technology,-556484000,48,11063522820,3474941000,48,5006584000,-1531643000,-2.38,639025286,587810676,9531879820,98.02,101,45.98,8,52.04,0.05,1.01,75.05,23,45.98,8,29.07,0.1,0.54,58.82,13,45.98,8,12.84,0.22,0.21,204.53,233,132,45.98,8,0,158.55,0.02,3.19,0.18,0.33,0.56,0.31,18.74,0.06,-20.53,-330.42,-17.63,-0.14,-0.0,19.51,16.15,18.82,0.08,-0.25,-0.27,-0.07,-0.19,-0.03,-0.34,-0.22,-0.47,0.08,-37.48,-20.97,-12.5,-13.87,-1.36,-2.1,-5.48,-0.49,0.35,-0.67,0.35,0.79,0.68,9.2,-0.16,0.84,0.82,-0.3,-0.34,-0.46,-0.1,-0.18,-0.4,-0.71,-0.81,-0.17,-0.21,-0.22,-0.05,-0.18,0.67,-0.69,-0.07,-0.25,-0.27,-0.51,-0.19,-0.22,-0.47,-0.03,-0.34,-0.33,0,1,0,0,1,-110.48,3,0.02,-79.82
2022-11-17,LUV,37.63,28.86,-0.07,0,37.83,36.56,39.98,34.76,0.57,37.09,32.32,37.32,39.12,37.52,39.75,44.62,44.27,42.16,0,6220000000,1214000000,277000000,0.0,industrials,763000000,48,22352220000,10112000000,48,10443000000,-331000000,0.41,6217742328,6223176809,22021220000,41.5,120,30.84,48,10.66,0.64,0.1,38.82,7,32.81,28,6.01,0.8,0.03,38.82,7,37.08,13,1.74,0.32,0.03,48.38,210,90,30.84,48,0,17.54,0.39,0.29,0.34,0.61,0.56,0.45,3.59,-1.17,90.81,-77.71,-21.63,-0.01,0.0,18.14,3.54,3.59,-0.0,0.08,0.03,-0.01,0.09,-0.05,-0.13,0.03,-0.05,0.02,2.16,5.31,0.16,-0.5,0.03,-0.42,-1.16,-0.03,0.14,-0.05,0.14,-0.59,33.26,-19.06,0.01,1.01,0.95,0.16,0.01,-0.04,0.0,-0.05,-0.16,-0.15,-0.11,0.15,-0.01,-24.95,-0.13,-0.05,0.04,0.06,-0.01,0.08,0.03,-0.06,0.09,0.03,-0.05,-0.05,-0.13,-0.09,0,1,2,0,0,10.41,4,-0.0,-10.27
