date,symbol,price,est_eps_growth,to_buy
2023-07-27,MPC,129.58,0.7008075246011776,1
2023-07-27,PSX,108.89,0.3372238224471787,1
2023-07-27,VLO,125.47,0.4817620289309048,1
2023-07-27,DHI,127.05,0.3953739731949848,0
2021-04-08,AIG,46.06,0.2463425753242985,1
2021-04-08,CVS,73.79,0.1969386218004425,1
2021-04-08,PFE,35.96,0.2508345255126371,1
2021-04-08,UPS,173.02,0.6176606271696633,1
2021-04-08,HPQ,32.38,0.3441458327035281,0
2021-04-08,ORCL,75.28,0.1783542216656005,1
2022-09-27,GS,291.38,0.1693295324799056,1
2022-09-27,TMUS,132.68,0.4029271896209428,1
2022-09-27,KR,44.29,1.930689505182163,1
2022-09-27,UAL,32.83,0.2281102761215753,1
2021-04-20,AIG,45.53,0.2463425753242985,1
2021-04-20,CVS,75.91,0.1969386218004425,1
2021-04-20,UPS,179.69,0.6176606271696633,1
2021-04-20,HPQ,33.37,0.3441458327035281,0
2021-06-18,AIG,46.85,0.2463425753242985,1
2021-06-18,PFE,38.81,0.2508345255126371,1
2021-06-18,DELL,49.93,0.2681764599484815,0
2021-02-09,BMY,59.76,0.2750556242274413,1
2021-02-09,CI,210.99,0.1887173128638513,1
2021-02-09,C,63.12,0.9345415000037242,1
2021-02-09,XOM,50.63,75.74525884161967,1
2021-02-09,HPQ,27.09,0.3441458327035281,1
2021-02-09,DOW,56.6,0.707749264782719,1
2024-08-20,NRG,81.92,0.2582423976003309,0
2023-04-06,CMCSA,37.69,0.1922049214176403,1
2023-04-06,NUE,145.53,0.4311069062408718,0
2023-04-06,DAL,33.69,7.077099031216362,1
2023-04-06,F,12.33,0.3049331666506393,0
2024-05-14,C,63.59,0.1880683699722342,0
2024-05-14,UBER,65.32,0.4180547360777016,1
2022-12-09,AIG,62.51,1.5498265437605314,0
2022-12-09,IBM,147.05,1.0067322023679937,0
2022-12-09,F,13.18,1.2929910500534052,0
2022-12-09,GE,50.69,2.112439462187151,1
2024-06-21,C,59.99,0.1880683699722342,0
2024-06-21,UBER,70.21,0.4180547360777016,0
2023-03-15,C,44.82,0.4407489314091413,1
2023-03-15,CAH,69.82,0.3027600105143257,1
2024-01-05,PGR,162.71,0.3233721710285335,1
2021-01-12,BMY,65.43,0.2750556242274413,0
2021-01-12,CI,225.22,0.1887173128638513,0
2021-01-12,C,66.67,0.9345415000037242,0
2021-01-12,XOM,47.88,75.74525884161967,0
2021-01-12,CNC,68.14,2.193588162762022,0
2021-01-12,MRK,79.23,0.1624405465176164,0
2021-01-12,DOW,61.04,0.707749264782719,0
2021-01-12,DELL,38.88,0.5415303609823944,0
2019-12-16,GE,55.61,0.4479317668475878,1
2022-11-29,IBM,146.49,1.0067322023679937,0
2022-11-29,F,13.75,1.2929910500534052,0
2022-11-29,GE,53.31,2.112439462187151,0
2022-11-29,PRU,106.59,0.2663950184511058,0
2022-05-13,NUE,123.79,0.2131197669376091,0
2022-05-13,COP,102.91,0.2175724957726572,0
2022-05-13,FDX,211.29,0.4763291857635455,1
2022-05-13,LYB,106.72,0.3397881005952551,0
2023-09-29,LEN,112.23,0.304753434077644,0
2023-09-29,DIS,81.05,0.3901831214649716,1
2023-09-29,PSX,120.15,0.3372238224471787,0
2023-09-29,VLO,141.71,0.4817620289309048,0
2023-09-29,DHI,107.47,0.3953739731949848,1
2021-08-13,NUE,126.17,0.4962198106981446,0
2021-08-13,TSN,81.91,0.3761950286806882,0
