date,symbol,price,est_eps_growth,to_buy,sma_10d,sma_50w,sma_100d,sma_200d,sma_50d,std_10d,sma_10d_1weeks_ago,sma_10d_1months_ago,sma_10d_2months_ago,sma_10d_3months_ago,sma_10d_4months_ago,sma_10d_5months_ago,sma_10d_6months_ago,sma_10d_7months_ago,sma_10d_11months_ago,month,RnD_expenses,revenues,GP,netIncome,dividendsPaid,sector,ebitda,income_lag_days,marketCap,total_debt,balance_lag_days,other_expenses,cashcasheq,netDebt,curr_est_eps,curr_est_rev,future_est_rev,EV,max_in_4M,max4M_lag,min_in_4M,min4M_lag,max_minus_min,var_price_to_minmax,maxPercen_4M,max_in_1M,max1M_lag,min_in_1M,min1M_lag,max_minus_min1M,var_price_to_minmax1M,maxPercen_1M,max_in_2W,max2W_lag,min_in_2W,min2W_lag,max_minus_min2W,var_price_to_minmax2W,maxPercen_2W,max_in_8M,max8M_lag,dist_max8M_4M,min_in_8M,min8M_lag,dist_min8M_4M,max_minus_min8M,var_price_minmax8M,maxPercen_8M,ebitdaMargin,Spread1Mby8M,Spread4Mby8M,Spread1Mby4M,debtToPrice,markRevRatio,eps_growth,pe,peg,PS_to_PEG,netDebtToPrice,dividend_payout_ratio,EVEbitdaRatio,EVGP,EVRevenues,fwdPriceTosale,fwdPriceTosale_diff,var_sma50D,var_sma100D,var_sma10D,var_sma10D_50D,var_sma50D_100D,var_sma50D_200D,var_sma10D_100D,var_sma10D_200D,relative_std,deriv_1w,deriv_1m,deriv_2m,deriv_3m,deriv_4m,deriv_5m,deriv_6m,deriv_min4M,deriv_max8M,deriv_min8M,deriv_1w1m_growth,deriv_1m2m_growth,deriv_3m4m_growth,1W_return,price_to_SMA10d_1W,price_to_SMA10d_5M,1M_return,2M_return,3M_return,4M_return,5M_return,6M_return,7M_return,1y_return,1M_1W_growth,2M_1W_growth,1M1W_2M1W_growth,2M_1M_growth,3M_2M_growth,4M_3M_growth,1Y_6M_growth,price_to_sma_10d_ratio,price_to_sma_50d_ratio,price_to_sma_100d_ratio,price_to_sma_200d_ratio,sma_10d_to_sma_50d_ratio,sma_10d_to_sma_100d_ratio,sma_10d_to_sma_200d_ratio,sma_50d_to_sma_100d_ratio,sma_50d_to_sma_200d_ratio,sma_100d_to_sma_200d_ratio,golden_cross,death_cross,smas_above_count,price_above_all_sma,price_below_all_sma,combined_valuation_score,market_cap_quintile,return_to_pe,sma10_yoy_growth
2023-10-02,PFE,33.94,0.98,0,32.98,41.12,36.34,39.87,35.09,0.66,33.62,36.25,36.52,37.77,38.06,39.41,40.37,41.74,45.98,10,2682000000,13232000000,2629000000,-2394000000,-2314000000,healthcare,-1097000000,1,191659180000,63596000000,1,574000000,3148000000,60448000000,-0.08,13339865032,14369218000,252107180000,40.37,111,31.77,4,8.6,0.25,0.19,36.29,27,31.77,4,4.52,0.48,0.07,34.09,12,31.77,4,2.32,0.94,0.0,44.39,241,130,31.77,4,0,12.62,0.17,0.31,-0.08,0.36,0.68,0.53,0.33,14.48,0.98,-425.11,-432.9,-29.89,0.32,0.97,-229.82,95.89,19.05,13.34,-1.15,-0.03,-0.07,0.03,-0.06,-0.03,-0.12,-0.09,-0.17,0.02,1.28,-2.31,-1.29,-1.28,-1.03,-1.09,-1.07,0.54,-0.04,0.54,-1.55,0.79,0.24,0.01,1.01,0.86,-0.06,-0.07,-0.1,-0.11,-0.14,-0.16,-0.19,-0.26,-0.07,-0.08,-0.09,-0.01,-0.03,-0.01,-0.12,0.03,-0.03,-0.07,-0.15,-0.06,-0.09,-0.17,-0.03,-0.12,-0.09,0,1,1,0,0,-247.98,5,0.0,-28.27
2022-11-01,AIG,57.07,1.55,1,54.62,56.32,52.34,56.19,52.39,1.73,52.14,50.21,53.63,51.58,51.5,57.52,61.05,63.07,55.71,11,0,14042000000,11949000000,2741000000,-247000000,financial services,5349000000,32,44967835672,30430000000,32,2093000000,2294000000,28136000000,0.5,11096956707,11801612774,73103835672,58.14,0,47.05,33,11.09,0.9,0.02,58.14,0,47.3,29,10.84,0.9,0.02,58.14,0,51.55,12,6.59,0.84,0.02,65.73,194,194,47.05,33,0,18.68,0.54,0.15,0.38,0.58,0.59,0.98,0.68,3.2,1.55,113.13,73.0,22.79,0.63,-0.09,13.67,6.12,5.21,3.81,0.61,0.09,0.09,0.04,0.04,0.0,-0.07,0.04,-0.03,0.03,19.72,6.86,1.72,1.83,1.39,-0.09,-0.66,0.3,-0.04,0.3,1.87,2.99,0.31,0.09,1.09,0.99,0.14,0.06,0.11,0.11,-0.01,-0.07,-0.1,0.02,0.04,-0.03,-2.38,-0.06,0.04,0.0,0.1,0.04,0.09,0.09,0.02,0.04,0.04,-0.03,0.0,-0.07,-0.07,0,1,4,1,0,51.48,3,0.0,-1.96
2022-11-01,IBM,138.2,1.01,1,133.11,130.93,131.2,131.42,126.94,4.84,125.02,123.39,132.43,129.32,139.81,134.49,135.0,130.18,116.91,11,1611000000,14107000000,7430000000,-3214000000,-1491000000,technology,-3251300000,32,125181559999,53826000000,32,-121000000,7816000000,46010000000,1.79,13516538653,16150553131,171191559999,141.87,113,115.55,19,26.32,0.86,0.03,138.86,4,115.55,19,23.31,0.97,0.0,138.86,4,121.99,13,16.87,0.96,0.0,144.73,148,35,115.55,19,0,29.18,0.78,0.05,-0.23,0.8,0.9,0.89,0.43,8.87,1.01,77.15,76.63,8.64,0.37,0.46,-52.65,23.04,12.14,7.75,-1.12,0.09,0.05,0.04,0.05,-0.03,-0.03,0.01,0.01,0.04,52.72,14.81,2.88,2.96,-0.4,0.74,0.53,1.19,-0.04,1.19,2.56,4.13,-8.35,0.11,1.11,1.03,0.12,0.04,0.07,-0.01,0.03,0.02,0.06,0.18,0.01,-0.06,-1.24,-0.07,0.02,-0.08,0.15,0.04,0.09,0.05,0.05,0.05,0.01,0.01,-0.03,-0.03,-0.0,0,1,4,1,0,31.04,4,0.0,13.86
2022-11-01,KR,47.17,1.93,0,44.98,48.93,47.04,49.64,46.28,1.7,43.85,45.32,48.89,46.39,47.88,50.69,56.59,56.71,41.86,11,0,34638000000,6562000000,724000000,-153000000,consumer defensive,2083000000,80,33773720000,20382000000,80,0,1102000000,19280000000,0.67,29967838670,35898940000,53053720000,52.0,53,41.82,15,10.18,0.53,0.1,48.36,19,41.82,15,6.54,0.82,0.03,47.79,0,42.09,12,5.7,0.89,0.01,62.78,207,154,41.82,15,0,20.96,0.26,0.33,0.06,0.31,0.49,0.64,0.6,0.98,1.93,70.75,36.65,37.58,0.57,-0.21,25.47,8.08,1.53,0.94,-0.03,0.02,0.0,0.05,-0.03,-0.02,-0.07,-0.04,-0.09,0.04,13.28,1.85,-0.86,0.26,-0.18,-0.7,-1.57,0.36,-0.08,0.36,6.18,-3.15,-2.46,0.08,1.08,0.93,0.04,-0.04,0.02,-0.01,-0.07,-0.17,-0.17,0.13,-0.03,-0.1,-0.69,-0.07,0.05,-0.03,0.35,0.05,0.02,0.0,-0.05,-0.03,-0.04,-0.09,-0.02,-0.07,-0.05,0,1,3,0,0,35.24,2,0.0,7.45
2022-11-01,GE,48.67,2.11,1,46.39,50.84,43.5,49.21,43.71,1.82,43.52,40.25,47.08,43.89,40.51,47.44,53.24,58.3,61.75,11,686000000,19084000000,4713000000,-165000000,-161000000,industrials,979000000,32,53098970000,30405000000,32,258000000,12596000000,17809000000,0.3,18404114485,21209818432,70907970000,50.59,77,37.3,119,13.29,0.86,0.04,49.84,0,38.68,29,11.16,0.9,0.02,49.84,0,43.15,13,6.69,0.83,0.02,59.89,224,147,37.3,119,0,22.59,0.5,0.23,0.05,0.49,0.59,0.84,0.57,2.78,2.11,164.83,78.03,28.04,0.34,0.98,72.43,15.05,3.72,2.5,-0.28,0.11,0.12,0.05,0.06,0.0,-0.11,0.07,-0.06,0.04,20.6,8.42,0.8,1.59,2.04,0.25,-0.76,0.1,-0.05,0.1,1.45,9.59,-0.22,0.12,1.12,1.03,0.21,0.03,0.11,0.2,0.03,-0.09,-0.17,-0.21,0.08,-0.08,-2.07,-0.15,0.07,0.08,-0.14,0.05,0.11,0.12,-0.01,0.06,0.07,-0.06,0.0,-0.11,-0.12,0,1,3,0,0,82.58,3,0.0,-24.87
2023-06-21,CMCSA,40.62,0.19,1,40.72,36.88,38.66,36.34,39.71,0.36,40.07,40.34,38.03,35.9,38.89,38.36,35.14,33.56,40.52,6,0,29691000000,20687000000,3834000000,-1174000000,communication services,9423000000,82,169182300000,95533000000,82,13078000000,5535000000,89998000000,0.82,29331349933,30141625627,259180300000,42.0,51,34.63,98,7.37,0.81,0.03,41.66,30,38.48,19,3.18,0.67,0.03,41.66,5,39.99,13,1.67,0.38,0.03,42.0,51,0,30.04,230,132,11.96,0.88,0.03,0.32,0.27,0.62,0.43,0.56,5.7,0.19,49.34,256.68,45.05,0.53,-0.31,27.51,12.53,8.73,5.61,-0.09,0.02,0.05,-0.0,0.03,0.03,0.09,0.05,0.12,0.01,2.2,0.28,1.29,1.57,0.43,0.45,0.91,0.06,-0.03,0.05,6.86,-0.78,2.64,0.01,1.01,1.06,0.01,0.07,0.13,0.04,0.06,0.16,0.21,0.0,-0.01,0.05,-1.12,0.06,0.06,-0.08,-0.13,-0.0,0.02,0.05,0.12,0.03,0.05,0.12,0.03,0.09,0.06,1,0,3,0,0,86.51,5,0.0,0.49
2023-06-21,DAL,42.79,7.08,1,41.15,34.62,36.32,34.9,36.04,1.69,38.87,34.36,34.43,35.36,38.67,38.09,33.56,34.44,30.82,6,0,12759000000,858000000,-363000000,0,industrials,285000000,82,27342810000,29560000000,82,563000000,3215000000,26345000000,0.3,11981852480,14439361208,53687810000,43.16,5,31.04,89,12.12,0.97,0.01,43.16,5,34.51,28,8.65,0.96,0.01,43.16,5,38.24,13,4.92,0.92,0.01,43.16,5,0,30.98,230,141,12.18,0.97,0.01,0.02,0.71,1.0,0.71,1.08,2.14,7.08,143.94,20.34,9.49,0.96,-0.0,188.38,62.57,4.21,1.89,-0.25,0.19,0.18,0.04,0.14,-0.01,0.03,0.13,0.18,0.04,15.68,8.43,4.18,2.48,1.03,0.94,1.54,0.13,-0.07,0.05,0.86,1.02,1.4,0.1,1.1,1.12,0.25,0.24,0.21,0.11,0.12,0.28,0.24,0.39,0.13,0.13,0.02,-0.0,-0.03,-0.09,0.09,0.04,0.19,0.18,0.23,0.14,0.13,0.18,-0.01,0.03,0.04,1,0,4,1,0,103.81,1,0.0,33.52
2023-06-21,F,14.02,0.3,0,14.01,13.03,12.45,12.72,12.4,0.31,13.3,11.7,12.46,11.92,13.01,12.71,12.69,13.98,11.95,6,0,41474000000,4619000000,1757000000,-3193000000,consumer cyclical,4092000000,82,56122060000,140691000000,82,-73000000,22144000000,118547000000,0.42,39249729286,43168314375,174669060000,14.61,5,11.12,96,3.49,0.83,0.04,14.61,5,11.25,28,3.36,0.82,0.04,14.61,5,13.46,13,1.15,0.49,0.04,14.67,222,217,10.9,175,79,3.77,0.83,0.05,0.1,0.89,0.93,0.96,2.51,1.35,0.3,33.71,110.53,81.68,2.11,-1.82,42.69,37.82,4.21,1.3,-0.05,0.13,0.13,0.0,0.13,-0.0,-0.03,0.13,0.1,0.02,2.88,2.32,0.78,0.7,0.25,0.26,0.22,0.03,-0.0,0.02,0.24,1.97,1.77,0.05,1.05,1.1,0.2,0.13,0.18,0.08,0.1,0.1,0.0,0.17,0.14,0.07,1.03,-0.06,0.05,-0.08,0.06,0.0,0.13,0.13,0.1,0.13,0.13,0.1,-0.0,-0.03,-0.02,0,1,4,1,0,56.18,3,0.01,17.24
2023-01-10,CAH,78.13,0.3,0,77.7,64.21,73.73,65.6,78.23,0.85,78.86,79.48,77.79,68.36,70.12,60.64,53.27,54.48,52.41,1,0,51469000000,1663000000,-130000000,-129000000,healthcare,58000000,10,20001280000,5262000000,10,71000000,3654000000,1608000000,1.14,50722155778,49708809158,21609280000,81.57,64,64.99,109,16.58,0.79,0.04,80.9,19,75.34,7,5.56,0.5,0.04,79.6,13,75.34,7,4.26,0.65,0.02,81.57,64,0,49.7,208,99,31.87,0.89,0.04,0.0,0.17,0.52,0.34,0.26,0.39,0.3,68.46,226.11,581.85,0.08,0.99,372.57,12.99,0.42,0.4,0.01,-0.0,0.06,0.01,-0.01,0.06,0.19,0.05,0.18,0.01,-2.92,-1.35,0.17,3.26,2.0,3.5,4.14,0.12,-0.05,0.14,1.16,-8.94,0.63,-0.01,0.99,1.29,-0.02,0.0,0.14,0.11,0.29,0.47,0.43,0.49,-0.01,0.01,-1.57,0.02,0.14,-0.03,0.02,0.01,-0.0,0.06,0.19,-0.01,0.05,0.18,0.06,0.19,0.12,1,0,3,0,0,170.03,1,0.0,48.25
2023-08-07,VLO,129.29,0.48,1,127.1,123.56,119.4,125.4,116.56,1.66,123.7,115.18,110.59,112.84,134.44,135.9,138.04,124.27,117.58,8,0,34509000000,2970000000,1944000000,-367000000,energy,3454000000,38,45122210000,2337000000,38,106000000,5075000000,-2738000000,5.04,34367439386,38458651071,42384210000,138.09,118,104.18,95,33.91,0.74,0.07,131.5,7,112.16,28,19.34,0.89,0.02,131.5,7,122.57,4,8.93,0.75,0.02,150.39,192,74,104.18,95,0,46.21,0.54,0.16,0.1,0.42,0.73,0.57,0.05,1.31,0.48,25.64,53.22,40.7,-0.06,-0.19,12.27,14.27,1.23,1.17,-0.13,0.11,0.08,0.02,0.09,-0.02,-0.07,0.06,0.01,0.01,22.36,14.11,9.35,5.48,-1.29,-1.32,-1.46,0.26,-0.11,0.26,0.58,0.51,-5.26,0.05,1.05,0.95,0.12,0.17,0.15,-0.04,-0.05,-0.06,0.04,0.1,0.07,0.12,-0.38,0.04,-0.02,-0.16,0.17,0.02,0.11,0.08,0.03,0.09,0.06,0.01,-0.02,-0.07,-0.05,0,1,4,1,0,26.35,3,0.01,8.1
2023-08-07,DHI,127.49,0.4,0,127.13,96.55,111.6,100.03,120.09,1.95,128.0,119.73,109.53,108.29,96.52,91.56,98.23,90.33,72.31,8,0,9725600000,2583800000,1335100000,-85200000,consumer cyclical,1755400000,38,42913134000,6105300000,38,52200000,3379100000,2726200000,2.82,8300782827,10013569387,45639334000,132.3,18,95.21,119,37.09,0.87,0.04,132.3,18,115.26,28,17.04,0.72,0.04,131.92,13,121.79,4,10.13,0.56,0.03,132.3,18,0,84.54,241,122,47.76,0.9,0.04,0.18,0.36,0.78,0.46,0.14,4.41,0.4,45.18,114.27,25.9,0.06,-0.06,26.0,17.66,4.69,4.29,-0.13,0.06,0.14,0.0,0.06,0.08,0.2,0.14,0.27,0.02,-2.04,7.76,8.98,6.4,7.74,7.19,4.88,0.27,-0.27,0.18,-1.26,-0.14,-0.17,-0.0,1.0,1.39,0.06,0.16,0.18,0.32,0.39,0.3,0.41,0.76,0.07,0.17,-0.59,0.09,0.01,0.12,0.36,0.0,0.06,0.14,0.27,0.06,0.14,0.27,0.08,0.2,0.12,1,0,4,1,0,50.78,2,0.0,75.81
2021-07-07,NUE,95.69,0.5,0,95.76,65.26,84.6,68.2,98.52,1.37,95.6,104.68,87.02,78.1,61.4,51.39,53.51,55.08,43.14,7,0,8789164000,2473503000,1500192000,-122638000,basic materials,2266809000,4,27798901900,5388209000,4,0,2722656000,2665553000,4.79,8256907924,10146115924,30464454900,110.97,36,62.92,121,48.05,0.68,0.16,110.26,29,91.64,1,18.62,0.22,0.15,99.38,13,91.64,1,7.74,0.52,0.04,110.97,36,0,47.94,159,38,63.03,0.76,0.16,0.26,0.3,0.76,0.39,0.19,3.16,0.5,19.98,40.27,12.73,0.1,-0.08,13.44,12.32,3.47,2.74,-0.42,-0.03,0.13,-0.0,-0.03,0.16,0.44,0.13,0.4,0.01,0.36,-8.99,4.34,5.86,8.57,8.86,7.03,0.27,-0.42,0.3,-1.04,-3.07,-0.32,0.0,1.0,1.86,-0.09,0.1,0.23,0.56,0.86,0.79,0.74,1.22,-0.09,0.1,-1.88,0.2,0.11,0.27,0.24,-0.0,-0.03,0.13,0.4,-0.03,0.13,0.4,0.16,0.44,0.24,1,0,2,0,0,21.5,1,0.01,121.97
2021-07-07,TSN,73.39,0.38,1,73.72,68.39,75.61,69.22,77.3,0.41,73.77,79.59,77.81,75.27,69.35,65.35,64.22,66.39,62.25,7,0,12478000000,1620000000,749000000,-159000000,consumer defensive,1443000000,4,26640570000,10352000000,4,7000000,1613000000,8739000000,1.61,11460212500,12660220300,35379570000,81.79,54,72.11,120,9.68,0.13,0.11,78.49,29,72.19,19,6.3,0.19,0.07,74.79,9,72.6,0,2.19,0.36,0.02,81.79,54,0,59.53,240,120,22.26,0.62,0.11,0.12,0.28,0.43,0.65,0.39,2.14,0.38,45.56,121.11,56.72,0.33,-0.21,24.52,21.84,2.84,2.1,-0.03,-0.05,-0.03,-0.0,-0.05,0.02,0.12,-0.02,0.07,0.01,-1.52,-6.2,-2.21,-0.63,1.01,1.61,1.53,0.01,-0.16,0.06,-0.75,1.81,-1.62,-0.01,0.99,1.12,-0.08,-0.06,-0.02,0.06,0.12,0.14,0.11,0.18,-0.07,-0.05,0.41,0.02,0.03,0.09,0.03,-0.0,-0.05,-0.03,0.06,-0.05,-0.02,0.07,0.02,0.12,0.09,1,0,1,0,0,53.26,1,-0.0,18.43
2021-07-07,COP,59.01,0.38,0,60.79,45.67,55.32,46.95,57.72,1.29,60.08,57.41,53.24,53.33,53.52,41.94,40.76,42.06,38.24,7,0,9556000000,3312000000,2091000000,-583000000,energy,5231000000,7,78618196860,20010000000,7,420000000,6608000000,13402000000,1.1,9905632056,10724238544,92020196860,63.57,6,47.85,77,15.72,0.71,0.08,63.57,6,57.48,19,6.09,0.25,0.08,63.57,6,58.63,0,4.94,0.08,0.08,63.57,6,0,32.87,240,163,30.7,0.85,0.08,0.55,0.2,0.51,0.39,0.25,8.23,0.38,53.64,140.51,17.08,0.17,-0.28,17.59,27.78,9.63,7.33,-0.9,0.02,0.07,-0.03,0.05,0.04,0.23,0.1,0.29,0.02,-4.28,1.6,2.88,1.89,1.37,3.41,3.04,0.14,-0.76,0.11,-3.67,-0.45,0.38,-0.02,0.98,1.41,0.03,0.11,0.11,0.1,0.41,0.45,0.4,0.54,0.05,0.13,-0.64,0.08,-0.0,-0.0,0.07,-0.03,0.02,0.07,0.26,0.05,0.1,0.29,0.04,0.23,0.18,1,0,3,0,0,59.88,4,0.0,58.97
2021-07-07,DELL,50.4,0.27,0,50.42,40.47,47.78,41.76,50.61,0.5,50.53,51.13,50.27,44.87,41.61,38.51,37.13,35.58,30.51,7,619000000,22590000000,5264000000,887000000,0,technology,2602000000,68,38455200000,48914000000,68,0,15174000000,33740000000,1.6,23404499004,25567975955,72195200000,53.0,27,42.96,106,10.04,0.74,0.05,53.0,27,49.31,19,3.69,0.3,0.05,51.82,8,49.59,6,2.23,0.36,0.03,53.0,27,0,32.05,239,133,20.95,0.88,0.05,0.12,0.18,0.48,0.37,1.27,1.7,0.27,31.43,117.22,68.86,0.88,0.0,27.75,13.71,3.2,1.5,-0.2,-0.0,0.05,-0.0,-0.0,0.06,0.21,0.06,0.21,0.01,-0.52,-0.73,0.06,1.84,2.2,2.38,2.21,0.07,-0.1,0.08,-0.29,-12.23,-0.16,-0.0,1.0,1.31,-0.01,0.0,0.12,0.21,0.31,0.36,0.42,0.65,-0.01,0.01,-3.27,0.02,0.12,0.08,0.22,-0.0,-0.0,0.05,0.21,-0.0,0.06,0.21,0.06,0.21,0.14,1,0,2,0,0,47.53,2,0.0,65.26
2021-05-19,AIG,50.67,0.25,0,50.98,37.69,44.68,38.64,47.94,0.64,49.74,46.82,47.61,42.17,40.64,38.85,37.36,29.9,34.0,5,0,14418000000,12330000000,3869000000,-283000000,financial services,6493000000,49,43724710273,35648000000,49,-3318000000,2796000000,32852000000,0.97,10676409308,10888495128,76576710273,52.7,9,36.8,110,15.9,0.87,0.04,52.7,9,45.19,28,7.51,0.73,0.04,52.7,9,48.67,13,4.03,0.5,0.04,52.7,9,0,25.57,237,127,27.13,0.93,0.04,0.45,0.28,0.59,0.47,0.82,3.03,0.25,52.5,213.11,70.27,0.75,-0.07,11.79,6.21,5.31,4.02,0.98,0.06,0.13,-0.01,0.06,0.07,0.24,0.14,0.32,0.01,3.72,3.85,1.53,2.83,2.51,2.36,2.22,0.13,-0.23,0.11,-0.03,1.52,0.13,0.02,1.02,1.3,0.08,0.06,0.2,0.25,0.3,0.36,0.69,0.49,0.06,0.04,0.39,-0.02,0.13,0.04,0.1,-0.01,0.06,0.13,0.31,0.06,0.14,0.32,0.07,0.24,0.16,1,0,3,0,0,70.9,2,0.0,49.94
2021-05-19,UPS,214.35,0.62,0,215.01,161.26,173.05,169.02,184.3,1.79,212.2,176.55,162.99,163.16,160.75,168.93,166.13,174.01,106.07,5,0,22908000000,2765000000,4792000000,-858000000,industrials,3942000000,49,187556250000,26799000000,49,3603000000,7731000000,19068000000,1.73,20582133348,23186548733,206624250000,219.59,9,154.76,110,64.83,0.92,0.02,219.59,9,174.7,23,44.89,0.88,0.02,219.59,9,210.36,7,9.23,0.43,0.02,219.59,9,0,154.76,110,0,64.83,0.92,0.02,0.17,0.69,1.0,0.69,0.14,8.19,0.62,123.61,200.12,24.44,0.1,-0.18,52.42,74.73,9.02,8.09,-0.1,0.16,0.24,-0.0,0.17,0.07,0.09,0.24,0.27,0.01,8.6,37.8,25.68,17.06,13.4,9.08,8.04,0.54,-0.58,0.54,-0.77,0.47,0.27,0.01,1.01,1.27,0.21,0.32,0.31,0.33,0.27,0.29,0.23,1.02,0.2,0.3,-0.33,0.08,-0.0,0.01,0.57,-0.0,0.16,0.24,0.27,0.17,0.24,0.27,0.07,0.09,0.02,1,0,3,0,0,112.72,5,0.0,102.71
2021-05-19,DELL,49.04,0.27,0,49.67,37.16,43.56,38.64,47.77,0.95,49.82,48.12,44.69,40.4,37.84,36.74,33.44,35.06,24.48,5,619000000,22590000000,5264000000,887000000,0,technology,2602000000,19,37417520000,48914000000,19,0,15174000000,33740000000,1.6,23404499004,25567975955,71157520000,52.58,30,36.66,110,15.92,0.78,0.07,52.44,29,47.6,7,4.84,0.3,0.07,51.52,12,47.6,7,3.92,0.37,0.05,52.58,30,0,29.83,201,91,22.75,0.84,0.07,0.12,0.21,0.7,0.3,1.31,1.66,0.27,30.59,114.05,68.86,0.9,0.0,27.35,13.52,3.15,1.46,-0.19,0.03,0.13,-0.01,0.04,0.1,0.24,0.14,0.29,0.02,-3.12,0.92,2.18,2.88,2.8,2.46,2.6,0.11,-0.12,0.1,-4.39,-0.58,0.03,-0.02,0.98,1.33,0.02,0.1,0.21,0.3,0.33,0.47,0.4,1.0,0.04,0.11,-0.69,0.08,0.11,0.07,0.37,-0.01,0.03,0.13,0.27,0.04,0.14,0.29,0.1,0.24,0.13,1,0,3,0,0,46.38,2,0.01,102.9
2021-05-19,ORCL,78.74,0.18,1,78.83,62.41,68.89,63.61,74.15,1.06,78.14,76.48,68.53,62.69,62.42,61.27,56.78,60.6,53.4,5,1782000000,10085000000,8170000000,5021000000,-699000000,technology,4639000000,80,231731820000,69299000000,80,-17000000,22321000000,46978000000,1.11,10071723754,11015145310,278709820000,80.72,9,59.74,117,20.98,0.91,0.03,80.72,9,73.85,26,6.87,0.71,0.03,80.72,9,76.53,7,4.19,0.53,0.03,80.72,9,0,55.14,202,85,25.58,0.92,0.03,0.46,0.27,0.82,0.33,0.3,22.98,0.18,70.95,397.78,17.31,0.2,-0.14,60.08,34.11,27.64,21.04,-1.94,0.06,0.14,-0.0,0.06,0.08,0.17,0.14,0.24,0.01,2.4,2.26,5.1,5.35,4.08,3.49,3.66,0.16,-0.22,0.12,0.06,-0.56,0.31,0.01,1.01,1.29,0.03,0.15,0.26,0.26,0.29,0.39,0.3,0.47,0.02,0.14,-0.85,0.12,0.09,0.0,0.06,-0.0,0.06,0.14,0.24,0.06,0.14,0.24,0.08,0.17,0.08,1,0,3,0,0,140.73,5,0.0,47.62
2021-09-21,XOM,53.64,0.54,1,54.68,52.02,58.72,55.01,56.18,0.91,54.49,55.92,58.83,62.52,60.26,56.18,59.8,51.34,34.18,9,0,66306000000,20506000000,4690000000,-3721000000,energy,11513000000,83,229364640000,60612000000,83,-7746000000,3465000000,57147000000,1.01,64638158857,71132635000,286511640000,64.93,88,52.1,33,12.83,0.12,0.21,56.75,4,52.96,1,3.79,0.18,0.06,56.75,4,52.96,1,3.79,0.18,0.06,64.93,88,0,44.29,232,199,20.64,0.45,0.21,0.17,0.18,0.62,0.3,0.26,3.46,0.54,53.14,97.8,28.27,0.25,-0.79,24.89,13.97,4.32,3.22,-0.23,-0.05,-0.09,-0.02,-0.03,-0.04,0.02,-0.07,-0.01,0.02,-3.4,-2.28,-2.59,-2.96,-1.65,-0.51,-1.03,0.05,-0.13,0.04,0.49,-0.12,0.79,-0.02,0.98,0.95,-0.04,-0.09,-0.14,-0.11,-0.05,-0.1,0.04,0.57,-0.03,-0.07,-0.65,-0.05,-0.06,0.04,0.75,-0.02,-0.05,-0.09,-0.02,-0.03,-0.07,-0.01,-0.04,0.02,0.07,1,0,0,0,1,47.45,5,-0.0,59.98
2021-09-21,NUE,96.21,0.5,1,106.98,78.94,104.01,83.66,108.62,5.74,113.03,119.85,94.09,101.92,101.72,79.43,68.77,55.64,49.01,9,0,8789164000,2473503000,1500192000,-122638000,basic materials,2266809000,80,27949967100,5388209000,80,0,2722656000,2665553000,4.79,8256907924,10146115924,30615520100,128.81,39,87.71,64,41.1,0.21,0.34,125.96,28,93.33,0,32.63,0.09,0.31,116.22,11,93.33,0,22.89,0.13,0.21,128.81,39,0,47.94,235,171,80.87,0.6,0.34,0.26,0.4,0.51,0.79,0.19,3.18,0.5,20.09,40.49,12.73,0.1,-0.08,13.51,12.38,3.48,2.75,-0.43,-0.11,-0.07,-0.1,-0.02,0.04,0.3,0.03,0.28,0.06,-67.28,-23.64,1.06,-1.9,-1.38,3.36,4.57,0.13,-0.84,0.21,1.85,-23.3,0.38,-0.15,0.85,1.21,-0.2,0.02,-0.06,-0.05,0.21,0.4,0.73,0.96,-0.06,0.2,-1.28,0.27,-0.08,0.0,0.4,-0.1,-0.11,-0.07,0.15,-0.02,0.03,0.28,0.04,0.3,0.24,1,0,1,0,0,21.62,1,-0.0,118.28
2021-09-21,TSN,75.52,0.38,1,75.74,71.41,76.29,73.24,75.53,0.44,76.93,80.12,71.86,75.8,79.97,77.96,75.25,67.18,58.97,9,0,12478000000,1620000000,749000000,-159000000,consumer defensive,1443000000,80,27413760000,10352000000,80,7000000,1613000000,8739000000,1.61,11460212500,12660220300,36152760000,82.45,39,69.88,61,12.57,0.45,0.09,80.17,29,74.43,11,5.74,0.19,0.06,77.49,13,74.43,11,3.06,0.36,0.03,82.45,39,0,62.59,232,171,19.86,0.65,0.09,0.12,0.29,0.63,0.46,0.38,2.2,0.38,46.88,124.62,56.72,0.32,-0.21,25.05,22.32,2.9,2.17,-0.03,-0.0,-0.01,-0.0,0.0,-0.01,0.03,-0.01,0.03,0.01,-5.64,-4.6,1.83,-0.09,-1.11,-0.49,0.04,0.09,-0.18,0.06,0.23,-3.51,-0.92,-0.02,0.98,0.97,-0.06,0.05,-0.0,-0.06,-0.03,0.0,0.12,0.28,-0.04,0.07,-1.56,0.11,-0.05,-0.05,0.28,-0.0,-0.0,-0.01,0.03,0.0,-0.01,0.03,-0.01,0.03,0.04,1,0,1,0,0,54.72,1,-0.0,28.44
