date,symbol,price,est_eps_growth,to_buy,sma_10d,sma_50w,sma_100d,sma_200d,sma_50d,std_10d,sma_10d_1weeks_ago,sma_10d_1months_ago,sma_10d_2months_ago,sma_10d_3months_ago,sma_10d_4months_ago,sma_10d_5months_ago,sma_10d_6months_ago,sma_10d_7months_ago,sma_10d_11months_ago,month,RnD_expenses,revenues,GP,netIncome,dividendsPaid,sector,ebitda,income_lag_days,marketCap,total_debt,balance_lag_days,other_expenses,cashcasheq,netDebt,curr_est_eps,curr_est_rev,future_est_rev,EV,max_in_4M,max4M_lag,min_in_4M,min4M_lag,max_minus_min,var_price_to_minmax,maxPercen_4M,max_in_1M,max1M_lag,min_in_1M,min1M_lag,max_minus_min1M,var_price_to_minmax1M,maxPercen_1M,max_in_2W,max2W_lag,min_in_2W,min2W_lag,max_minus_min2W,var_price_to_minmax2W,maxPercen_2W,max_in_8M,max8M_lag,dist_max8M_4M,min_in_8M,min8M_lag,dist_min8M_4M,max_minus_min8M,var_price_minmax8M,maxPercen_8M,ebitdaMargin,Spread1Mby8M,Spread4Mby8M,Spread1Mby4M,debtToPrice,markRevRatio,eps_growth,pe,peg,PS_to_PEG,netDebtToPrice,dividend_payout_ratio,EVEbitdaRatio,EVGP,EVRevenues,fwdPriceTosale,fwdPriceTosale_diff,var_sma50D,var_sma100D,var_sma10D,var_sma10D_50D,var_sma50D_100D,var_sma50D_200D,var_sma10D_100D,var_sma10D_200D,relative_std,deriv_1w,deriv_1m,deriv_2m,deriv_3m,deriv_4m,deriv_5m,deriv_6m,deriv_min4M,deriv_max8M,deriv_min8M,deriv_1w1m_growth,deriv_1m2m_growth,deriv_3m4m_growth,1W_return,price_to_SMA10d_1W,price_to_SMA10d_5M,1M_return,2M_return,3M_return,4M_return,5M_return,6M_return,7M_return,1y_return,1M_1W_growth,2M_1W_growth,1M1W_2M1W_growth,2M_1M_growth,3M_2M_growth,4M_3M_growth,1Y_6M_growth,price_to_sma_10d_ratio,price_to_sma_50d_ratio,price_to_sma_100d_ratio,price_to_sma_200d_ratio,sma_10d_to_sma_50d_ratio,sma_10d_to_sma_100d_ratio,sma_10d_to_sma_200d_ratio,sma_50d_to_sma_100d_ratio,sma_50d_to_sma_200d_ratio,sma_100d_to_sma_200d_ratio,golden_cross,death_cross,smas_above_count,price_above_all_sma,price_below_all_sma,combined_valuation_score,market_cap_quintile,return_to_pe,sma10_yoy_growth
2022-04-06,NUE,146.49,0.21,0,150.77,111.55,120.42,112.89,129.25,3.1,146.99,128.75,102.34,115.77,112.01,110.08,99.46,118.51,84.92,4,0,10493282000,3458139000,2087203000,-137587000,basic materials,3170444000,4,38559244290,6828388000,4,0,3725266000,3103122000,7.19,10455738194,11600977089,41662366290,157.69,12,88.5,72,69.19,0.84,0.08,157.69,12,125.6,29,32.09,0.65,0.08,157.69,12,143.01,0,14.68,0.24,0.08,157.69,12,0,88.5,72,0,69.19,0.84,0.08,0.3,0.46,1.0,0.46,0.18,3.67,0.21,20.36,95.54,26.0,0.08,-0.07,13.14,12.05,3.97,3.32,-0.35,0.13,0.22,-0.03,0.17,0.07,0.14,0.25,0.34,0.02,-2.0,17.74,22.08,10.24,8.62,7.28,7.84,0.81,-0.93,0.81,-1.11,-0.2,0.19,-0.0,1.0,1.33,0.14,0.43,0.27,0.31,0.33,0.47,0.24,0.73,0.14,0.44,-0.68,0.26,-0.12,0.03,0.17,-0.03,0.13,0.22,0.3,0.17,0.25,0.34,0.07,0.14,0.07,1,0,3,0,0,35.27,2,0.01,77.54
2022-04-06,COP,97.54,0.22,0,101.41,71.85,85.42,74.09,95.61,2.86,102.47,93.22,89.12,73.98,71.86,74.67,68.42,55.73,52.5,4,0,17762000000,7607000000,5759000000,-864000000,energy,8737000000,6,125806214140,18746000000,6,883000000,6414000000,12332000000,3.17,17321882875,19560587714,138138214140,107.52,12,66.06,107,41.46,0.76,0.1,107.52,12,92.32,22,15.2,0.34,0.1,107.52,12,96.82,0,10.7,0.07,0.1,107.52,12,0,51.41,230,123,56.11,0.82,0.1,0.49,0.27,0.74,0.37,0.15,7.08,0.22,30.77,141.43,19.97,0.1,-0.15,15.81,18.16,7.78,6.43,-0.65,0.02,0.14,-0.04,0.06,0.12,0.29,0.19,0.37,0.03,-19.72,4.32,4.21,7.85,6.42,4.57,4.85,0.29,-0.83,0.2,-5.56,0.03,0.22,-0.05,0.95,1.31,0.05,0.09,0.32,0.36,0.31,0.43,0.75,0.86,0.1,0.15,-0.34,0.05,0.2,0.03,0.3,-0.04,0.02,0.14,0.32,0.06,0.19,0.37,0.12,0.29,0.15,1,0,3,0,0,51.54,4,0.01,93.16
2022-04-06,FDX,204.0,0.48,1,224.12,257.38,237.96,249.68,226.75,10.25,227.26,218.38,246.07,259.0,239.61,237.92,223.37,267.07,294.11,4,0,23641000000,4891000000,1112000000,-198000000,industrials,2630000000,37,53244000000,37354000000,37,3458000000,6065000000,31289000000,4.65,23409083562,24500897990,84533000000,266.79,91,199.03,29,67.76,0.07,0.31,241.57,8,199.03,29,42.54,0.12,0.18,241.57,8,203.55,0,38.02,0.01,0.18,282.88,233,142,199.03,29,0,83.85,0.06,0.39,0.11,0.51,0.81,0.63,0.7,2.25,0.48,43.85,92.07,40.88,0.59,-0.18,32.14,17.28,3.58,2.17,-0.08,-0.1,-0.14,-0.09,-0.01,-0.05,-0.09,-0.06,-0.1,0.05,-93.04,-14.38,-21.03,-18.33,-8.9,-6.78,-3.23,0.17,-0.34,0.17,5.47,-0.32,1.06,-0.1,0.9,0.86,-0.07,-0.17,-0.21,-0.15,-0.14,-0.09,-0.24,-0.31,0.04,-0.08,-1.53,-0.11,-0.05,0.08,-0.24,-0.09,-0.1,-0.14,-0.18,-0.01,-0.06,-0.1,-0.05,-0.09,-0.05,0,1,0,0,1,46.34,3,-0.0,-23.8
2022-04-06,LYB,99.69,0.34,1,104.05,99.31,96.51,97.11,100.55,2.33,105.05,97.57,96.84,93.51,89.0,94.51,95.16,100.27,107.52,4,32000000,13157000000,2021000000,1318000000,-371000000,basic materials,1964000000,6,32399250000,12934000000,6,19000000,1785000000,11149000000,3.51,12713479927,13692072945,43548250000,108.29,12,85.04,107,23.25,0.63,0.09,108.29,12,93.67,29,14.62,0.41,0.09,108.29,12,99.38,0,8.91,0.03,0.09,108.29,12,0,84.17,125,18,24.12,0.64,0.09,0.15,0.61,0.96,0.63,0.4,2.46,0.34,28.39,83.56,33.93,0.34,-0.28,22.17,21.55,3.31,2.37,-0.1,-0.01,0.03,-0.04,0.03,0.04,0.04,0.08,0.07,0.02,-21.44,2.12,1.42,2.06,2.67,1.04,0.76,0.14,-0.72,0.12,-11.11,0.49,-0.23,-0.05,0.95,1.05,0.02,0.03,0.07,0.12,0.05,0.05,-0.01,-0.07,0.08,0.08,-0.1,0.01,0.04,0.05,-0.11,-0.04,-0.01,0.03,0.03,0.03,0.08,0.07,0.04,0.04,-0.01,1,0,2,0,0,38.92,1,0.0,-3.23
2021-12-20,AIG,52.91,0.35,1,54.45,50.56,55.49,52.03,57.05,0.67,53.96,57.71,57.85,54.4,53.65,46.62,51.2,51.02,41.07,12,0,12810000000,10570000000,1660000000,-276000000,financial services,3724000000,81,45119810065,31550000000,81,-3596000000,2699000000,28851000000,0.88,12429874584,11470575788,73970810065,62.54,45,51.69,19,10.85,0.11,0.18,59.34,27,51.69,19,7.65,0.16,0.12,55.95,13,51.85,0,4.1,0.26,0.06,62.54,45,0,44.54,154,135,18.0,0.46,0.18,0.29,0.43,0.6,0.71,0.7,3.52,0.35,59.96,172.9,49.09,0.64,-0.17,19.86,7.0,5.77,3.93,0.41,-0.07,-0.05,-0.03,-0.05,0.03,0.1,-0.02,0.05,0.01,-4.2,-4.8,-2.47,-0.5,-0.19,1.26,0.28,0.06,-0.21,0.05,-0.12,0.94,1.68,-0.02,0.98,1.13,-0.08,-0.09,-0.03,-0.01,0.13,0.03,0.04,0.29,-0.06,-0.07,-0.03,-0.0,0.06,0.01,0.25,-0.03,-0.07,-0.05,0.02,-0.05,-0.02,0.05,0.03,0.1,0.07,1,0,1,0,0,64.93,3,-0.0,32.58
2021-12-20,XOM,59.16,0.25,1,61.53,58.13,59.74,59.54,62.86,1.13,61.53,64.24,62.12,54.77,55.92,59.09,62.36,60.61,47.47,12,0,72116000000,23652000000,6750000000,-3720000000,energy,14810000000,81,252283269235,56605000000,81,-7889000000,4768000000,51837000000,1.56,71132635000,85008043125,304120269235,66.38,42,52.96,91,13.42,0.46,0.12,63.85,26,57.96,0,5.89,0.2,0.08,63.35,10,57.96,0,5.39,0.22,0.07,66.38,42,0,52.1,123,32,14.28,0.49,0.12,0.21,0.41,0.94,0.44,0.22,3.5,0.25,37.97,153.91,44.0,0.21,-0.55,20.53,12.86,4.22,2.97,-0.53,-0.06,-0.01,-0.04,-0.02,0.05,0.06,0.03,0.03,0.02,-9.48,-5.08,-1.48,1.46,0.81,0.01,-0.53,0.07,-0.17,0.06,0.87,2.43,0.81,-0.04,0.96,1.0,-0.08,-0.05,0.08,0.06,0.0,-0.05,-0.02,0.25,-0.04,-0.01,3.44,0.03,0.13,-0.02,0.31,-0.04,-0.06,-0.01,-0.01,-0.02,0.03,0.03,0.05,0.06,0.0,1,0,0,0,1,56.32,5,0.0,29.62
2021-12-20,COP,68.6,0.44,1,71.6,59.12,66.22,61.15,73.1,1.99,72.03,72.88,74.09,57.16,55.02,57.6,59.92,56.28,45.71,12,0,11326000000,4086000000,2379000000,-579000000,energy,5331000000,81,90224435000,19668000000,81,32000000,9833000000,9835000000,1.52,10724238544,13453129850,100059435000,77.98,56,54.02,119,23.96,0.61,0.14,75.96,13,66.06,0,9.9,0.26,0.11,75.96,13,66.06,0,9.9,0.26,0.11,77.98,56,0,47.85,243,124,30.13,0.69,0.14,0.47,0.33,0.8,0.41,0.22,7.97,0.44,45.13,103.15,12.95,0.11,-0.24,18.77,24.49,8.83,6.71,-1.26,-0.06,0.04,-0.04,-0.02,0.1,0.2,0.08,0.17,0.03,-13.72,-4.28,-2.75,3.81,3.39,2.2,1.45,0.12,-0.17,0.09,2.21,0.56,0.12,-0.05,0.95,1.19,-0.06,-0.07,0.2,0.25,0.19,0.14,0.22,0.5,-0.01,-0.03,-0.58,-0.02,0.3,0.04,0.31,-0.04,-0.06,0.04,0.12,-0.02,0.08,0.17,0.1,0.2,0.08,1,0,2,0,0,47.89,4,0.0,56.64
2021-12-20,CVX,113.65,0.42,1,116.44,104.26,106.84,105.91,113.96,1.73,115.94,114.96,108.86,96.68,99.67,101.22,107.86,107.36,92.68,12,0,42552000000,14414000000,6111000000,-2571000000,energy,12569000000,81,217689756000,37347000000,81,7586000000,5998000000,31349000000,2.2,39974094286,45336889125,249038756000,119.26,12,93.31,91,25.95,0.78,0.05,119.26,12,110.73,0,8.53,0.34,0.05,119.26,12,110.73,0,8.53,0.34,0.05,119.26,12,0,92.86,123,32,26.4,0.79,0.05,0.3,0.32,0.98,0.33,0.17,5.12,0.42,51.6,123.18,24.08,0.14,-0.42,19.81,17.28,5.85,4.8,-0.31,-0.0,0.06,-0.02,0.02,0.07,0.08,0.09,0.1,0.02,-9.16,-1.31,2.4,5.66,3.5,2.49,0.97,0.22,-0.47,0.17,5.99,-1.55,0.62,-0.02,0.98,1.12,-0.01,0.04,0.18,0.14,0.12,0.05,0.06,0.23,0.01,0.07,-0.87,0.06,0.13,-0.03,0.16,-0.02,-0.0,0.06,0.07,0.02,0.09,0.1,0.07,0.08,0.01,1,0,2,0,0,52.97,5,0.0,25.64
2021-12-20,F,19.42,0.67,0,20.1,14.32,16.02,14.68,18.55,0.54,19.82,19.72,15.44,13.03,13.37,14.09,15.16,11.87,9.66,12,0,35683000000,5626000000,1832000000,0,consumer cyclical,3844000000,81,77660580000,145873000000,81,774000000,27429000000,118444000000,0.27,38212475000,41230363400,196104580000,21.49,10,12.47,119,9.02,0.77,0.11,21.49,10,18.61,14,2.88,0.28,0.11,21.49,10,19.05,0,2.44,0.15,0.11,21.49,10,0,11.14,235,116,10.35,0.8,0.11,0.11,0.28,0.87,0.32,1.88,2.18,0.67,72.15,108.38,49.8,1.53,0.0,51.02,34.86,5.5,1.88,-0.29,0.05,0.21,-0.03,0.08,0.16,0.26,0.25,0.37,0.03,-1.6,-0.3,1.99,2.13,1.51,1.07,0.71,0.06,-0.21,0.04,4.33,-1.15,0.41,-0.02,0.98,1.38,-0.02,0.26,0.49,0.45,0.38,0.28,0.64,1.01,0.01,0.28,-0.98,0.28,0.18,-0.03,0.57,-0.03,0.05,0.21,0.32,0.08,0.25,0.37,0.16,0.26,0.09,1,0,3,0,0,66.6,4,0.01,108.07
2023-03-16,CAH,70.51,0.3,1,71.91,68.03,77.04,69.49,76.19,1.79,74.81,78.77,77.15,79.15,77.44,68.88,68.78,64.34,60.05,3,0,51469000000,1663000000,-130000000,-129000000,healthcare,58000000,75,18050560000,5262000000,75,71000000,3654000000,1608000000,1.14,50722155778,49708809158,19658560000,81.48,104,68.96,1,12.52,0.12,0.16,79.71,27,68.96,1,10.75,0.14,0.13,75.36,10,68.96,1,6.4,0.24,0.07,81.57,129,25,54.49,241,240,27.08,0.59,0.16,0.0,0.4,0.46,0.86,0.29,0.35,0.3,61.78,204.06,581.85,0.09,0.99,338.94,11.82,0.38,0.36,0.01,-0.07,-0.08,-0.02,-0.06,-0.01,0.1,-0.07,0.03,0.03,-17.2,-8.26,-3.32,-2.88,-1.73,0.33,0.29,1.55,-0.09,0.07,1.08,1.49,0.66,-0.06,0.94,1.02,-0.1,-0.09,-0.11,-0.09,0.02,0.03,0.1,0.17,-0.05,-0.03,0.66,0.02,-0.03,0.02,0.15,-0.02,-0.07,-0.08,0.01,-0.06,-0.07,0.03,-0.01,0.1,0.11,1,0,1,0,0,154.15,1,-0.0,19.75
2023-10-09,LEN,111.27,0.3,1,110.76,106.97,118.76,110.49,117.61,1.82,113.47,117.21,126.08,123.43,111.2,112.81,103.3,96.95,79.8,10,0,8729603000,2186180000,1108996000,-107082000,consumer cyclical,1526378000,39,31093066260,3461111000,39,23725000,3921865000,-460754000,3.52,8490449266,10227576984,30632312260,133.24,87,106.5,3,26.74,0.18,0.2,121.52,28,106.5,3,15.02,0.32,0.09,116.58,10,106.5,3,10.08,0.47,0.05,133.24,87,0,94.11,221,218,39.13,0.44,0.2,0.17,0.38,0.68,0.56,0.11,3.56,0.3,31.62,103.75,29.13,-0.01,-0.1,20.07,14.01,3.51,3.04,-0.52,-0.05,-0.06,0.0,-0.06,-0.01,0.06,-0.07,0.0,0.02,-8.8,-5.94,-7.41,-4.05,0.02,-0.31,1.33,1.59,-0.25,0.08,0.48,-0.2,-232.62,-0.02,0.98,0.99,-0.05,-0.12,-0.1,0.0,-0.01,0.08,0.15,0.39,-0.03,-0.1,-0.68,-0.07,0.02,0.11,0.29,0.0,-0.05,-0.06,0.01,-0.06,-0.07,0.0,-0.01,0.06,0.07,1,0,2,0,0,42.36,1,-0.0,38.8
2023-10-09,NRG,39.7,0.95,1,38.39,35.77,36.78,35.02,37.94,0.64,38.5,37.92,37.49,37.02,33.56,32.77,33.4,33.44,44.03,10,0,7946000000,1525000000,343000000,-121000000,utilities,921000000,9,8262798715,11900000000,9,14000000,401000000,11499000000,2.55,10950684825,8100156584,19761798715,40.12,20,32.94,110,7.18,0.94,0.01,40.12,20,36.61,5,3.51,0.88,0.01,39.71,0,36.61,5,3.1,1.0,0.0,40.12,20,0,30.25,207,97,9.87,0.96,0.01,0.12,0.36,0.73,0.49,1.44,1.04,0.95,15.57,16.41,15.78,1.39,-0.35,21.46,12.96,2.49,1.02,-0.02,0.05,0.08,0.03,0.01,0.03,0.08,0.04,0.1,0.02,4.8,1.78,1.11,0.89,1.54,1.39,1.05,0.06,-0.02,0.05,1.7,0.61,-0.42,0.03,1.03,1.21,0.05,0.06,0.07,0.18,0.21,0.19,0.19,-0.1,0.02,0.03,-0.43,0.01,0.01,0.1,-0.24,0.03,0.05,0.08,0.13,0.01,0.04,0.1,0.03,0.08,0.05,1,0,4,1,0,16.6,1,0.0,-12.81
2023-10-09,PFE,33.2,0.98,0,33.07,40.82,36.14,39.4,34.75,0.64,32.98,35.41,35.65,36.5,38.3,38.68,40.73,40.61,46.98,10,2682000000,13232000000,2629000000,-2394000000,-2314000000,healthcare,-1097000000,8,187480400000,63596000000,8,574000000,3148000000,60448000000,-0.08,13339865032,14369218000,247928400000,40.37,118,31.77,11,8.6,0.17,0.22,34.62,26,31.77,11,2.85,0.5,0.04,34.11,6,31.77,11,2.34,0.61,0.03,44.2,237,119,31.77,11,0,12.43,0.12,0.33,-0.08,0.23,0.69,0.33,0.34,14.17,0.98,-415.84,-423.46,-29.89,0.32,0.97,-226.01,94.31,18.74,13.05,-1.12,-0.04,-0.08,0.0,-0.05,-0.04,-0.12,-0.08,-0.16,0.02,0.88,-2.21,-1.22,-1.1,-1.27,-1.1,-1.25,0.13,-0.05,0.13,-1.4,0.8,-0.14,0.01,1.01,0.86,-0.06,-0.07,-0.09,-0.13,-0.14,-0.18,-0.18,-0.29,-0.07,-0.07,-0.08,-0.01,-0.02,-0.05,-0.13,0.0,-0.04,-0.08,-0.16,-0.05,-0.08,-0.16,-0.04,-0.12,-0.08,0,1,1,0,0,-242.75,5,0.0,-29.61
2022-10-21,CAT,190.22,0.27,1,181.88,199.38,186.68,199.1,182.63,3.43,178.48,182.8,193.57,175.97,209.91,205.47,224.15,216.07,206.65,10,476000000,14994000000,4641000000,2041000000,-633000000,industrials,3218000000,21,98419828000,36525000000,21,242000000,6346000000,30179000000,3.16,14364693800,15822870897,128598828000,200.37,56,160.6,24,39.77,0.74,0.05,190.41,0,160.6,24,29.81,0.99,0.0,190.41,0,172.71,8,17.7,0.99,0.0,237.9,183,127,160.6,24,0,77.3,0.38,0.25,0.21,0.39,0.51,0.75,0.37,6.56,0.27,60.12,223.16,34.0,0.31,-0.31,39.96,27.71,8.58,6.22,-0.34,0.04,0.02,0.05,-0.0,-0.02,-0.08,-0.03,-0.09,0.02,46.96,7.42,-1.67,4.75,-4.92,-3.05,-5.66,1.23,-0.26,1.23,5.33,-5.43,-1.96,0.07,1.07,0.93,0.04,-0.02,0.08,-0.09,-0.07,-0.15,-0.12,-0.08,-0.02,-0.08,-0.7,-0.06,0.1,-0.16,0.08,0.05,0.04,0.02,-0.04,-0.0,-0.03,-0.09,-0.02,-0.08,-0.06,0,1,3,0,0,87.74,4,0.0,-11.99
2022-10-21,AIG,53.25,1.55,1,50.93,56.29,52.51,56.39,52.53,1.77,49.98,54.26,55.87,50.8,53.57,58.46,63.09,58.73,57.71,10,0,14042000000,11949000000,2741000000,-247000000,financial services,5349000000,21,41957898187,30430000000,21,2093000000,2294000000,28136000000,0.5,11096956707,11801612774,70093898187,57.51,64,47.05,22,10.46,0.59,0.08,53.43,2,47.05,22,6.38,0.97,0.0,53.43,2,47.88,10,5.55,0.97,0.0,65.73,183,119,47.05,22,0,18.68,0.33,0.23,0.38,0.34,0.56,0.61,0.73,2.99,1.55,105.56,68.11,22.79,0.67,-0.09,13.1,5.87,4.99,3.56,0.57,0.01,0.01,0.05,-0.03,0.0,-0.07,-0.03,-0.1,0.03,13.08,-1.01,-1.31,0.82,-0.08,-1.04,-1.64,0.28,-0.07,0.28,-13.95,-0.23,-11.21,0.07,1.07,0.91,-0.02,-0.05,0.05,-0.01,-0.09,-0.16,-0.09,-0.08,-0.08,-0.11,-0.25,-0.03,0.1,-0.05,0.09,0.05,0.01,0.01,-0.06,-0.03,-0.03,-0.1,0.0,-0.07,-0.07,0,1,3,0,0,48.16,2,0.0,-11.75
2022-10-21,HCA,196.66,0.23,1,204.05,223.38,197.35,219.54,204.45,4.38,201.14,210.67,214.22,173.05,187.65,212.92,261.84,264.07,243.88,10,0,14971000000,12651000000,1134000000,-160000000,healthcare,2892000000,21,54549216478,39472000000,21,3609000000,999000000,38473000000,3.88,15000983806,15630314881,93022216478,222.41,39,164.47,99,57.94,0.56,0.13,213.91,1,178.32,0,35.59,0.52,0.09,213.91,1,178.32,0,35.59,0.52,0.09,279.02,183,144,164.47,99,0,114.55,0.28,0.42,0.19,0.31,0.51,0.61,0.72,3.64,0.23,50.68,216.17,59.33,0.71,-0.14,32.17,7.35,6.21,3.49,-0.15,-0.04,-0.0,-0.04,-0.0,0.04,-0.07,0.03,-0.07,0.02,-17.92,-14.01,-8.78,7.87,2.25,-3.25,-10.86,0.33,-0.45,0.33,0.28,0.6,2.49,-0.02,0.98,0.92,-0.07,-0.08,0.14,0.05,-0.08,-0.25,-0.26,-0.19,-0.05,-0.06,-0.26,-0.02,0.24,-0.08,0.07,-0.04,-0.04,-0.0,-0.1,-0.0,0.03,-0.07,0.04,-0.07,-0.1,0,1,0,0,1,76.59,3,0.0,-16.33
2022-10-21,IBM,129.9,1.01,1,122.01,130.12,131.55,131.37,127.05,4.03,120.88,127.5,134.69,136.22,137.42,132.53,129.48,126.17,119.29,10,1611000000,14107000000,7430000000,-3214000000,-1491000000,technology,-3251300000,21,117663420000,53826000000,21,-121000000,7816000000,46010000000,1.79,13516538653,16150553131,163673420000,144.16,115,115.55,8,28.61,0.5,0.11,130.85,0,115.55,8,15.3,0.94,0.01,130.85,0,115.55,8,15.3,0.94,0.01,144.73,137,22,115.55,8,0,29.18,0.49,0.11,-0.23,0.52,0.98,0.53,0.46,8.34,1.01,72.51,72.03,8.64,0.39,0.46,-50.34,22.03,11.6,7.29,-1.06,0.02,-0.01,0.06,-0.04,-0.03,-0.03,-0.07,-0.07,0.03,36.08,2.4,-2.39,-2.11,-1.88,-0.53,0.07,1.79,-0.11,1.79,14.03,-2.0,0.12,0.07,1.07,0.98,0.02,-0.04,-0.05,-0.05,-0.02,0.0,0.03,0.09,-0.05,-0.1,-0.49,-0.05,-0.01,-0.01,0.09,0.06,0.02,-0.01,-0.01,-0.04,-0.07,-0.07,-0.03,-0.03,0.0,0,1,2,0,0,29.06,4,-0.0,2.28
2022-10-21,F,12.19,1.29,0,11.79,15.94,13.34,15.16,13.81,0.25,11.88,14.65,15.93,11.95,12.35,13.02,15.52,16.31,19.72,10,0,39392000000,5038000000,-930000000,-603000000,consumer cyclical,823000000,21,48808760000,129765000000,21,653000000,21548000000,108217000000,0.27,37768375000,41394012401,157025760000,16.68,66,10.61,108,6.07,0.26,0.37,13.24,29,11.13,18,2.11,0.5,0.09,12.25,3,11.18,10,1.07,0.94,0.0,18.25,233,167,10.61,108,0,7.64,0.21,0.5,0.02,0.28,0.79,0.35,2.66,1.24,1.29,44.9,34.72,28.02,2.22,0.65,190.8,31.17,3.99,1.18,-0.06,-0.12,-0.09,0.03,-0.15,0.04,-0.09,-0.12,-0.22,0.02,1.24,-2.46,-1.87,0.08,-0.04,-0.17,-0.56,0.01,-0.03,0.01,-1.5,0.32,-3.0,0.03,1.03,0.94,-0.17,-0.23,0.02,-0.01,-0.06,-0.21,-0.25,-0.38,-0.19,-0.25,-0.26,-0.08,0.33,-0.03,-0.21,0.03,-0.12,-0.09,-0.2,-0.15,-0.12,-0.22,0.04,-0.09,-0.12,0,1,1,0,0,75.4,3,0.0,-40.21
2022-10-21,KR,43.63,1.93,1,43.97,48.73,47.46,49.72,46.69,1.52,44.55,48.4,47.94,47.5,50.08,52.1,58.91,55.78,41.81,10,0,34638000000,6562000000,724000000,-153000000,consumer defensive,2083000000,69,31239080000,20382000000,69,0,1102000000,19280000000,0.67,29967838670,35898940000,50519080000,52.0,42,41.82,4,10.18,0.18,0.19,48.36,8,41.82,4,6.54,0.28,0.11,48.36,8,41.82,4,6.54,0.28,0.11,62.78,196,154,41.82,4,0,20.96,0.09,0.44,0.06,0.31,0.49,0.64,0.65,0.9,1.93,65.44,33.9,37.58,0.62,-0.21,24.25,7.7,1.46,0.87,-0.03,-0.07,-0.08,-0.01,-0.06,-0.02,-0.06,-0.07,-0.12,0.03,-3.68,-4.77,-2.15,-1.29,-1.61,-1.69,-2.55,0.45,-0.1,0.45,-0.23,1.21,-0.2,-0.02,0.98,0.84,-0.1,-0.09,-0.08,-0.13,-0.16,-0.26,-0.22,0.04,-0.08,-0.07,0.12,0.01,0.01,-0.05,0.41,-0.01,-0.07,-0.08,-0.12,-0.06,-0.07,-0.12,-0.02,-0.06,-0.05,0,1,0,0,1,32.82,1,-0.0,5.17
2022-10-21,GE,45.32,2.11,1,42.44,51.44,43.54,49.76,43.96,1.72,40.99,43.45,48.78,39.87,43.76,46.32,56.38,57.78,65.71,10,686000000,19084000000,4713000000,-165000000,-161000000,industrials,979000000,21,49444120000,30405000000,21,258000000,12596000000,17809000000,0.3,18404114485,21209818432,67253120000,50.59,66,37.3,108,13.29,0.6,0.12,45.37,0,38.51,21,6.86,0.99,0.0,45.37,0,39.25,9,6.12,0.99,0.0,60.63,238,172,37.3,108,0,23.33,0.34,0.34,0.05,0.29,0.57,0.52,0.61,2.59,2.11,153.49,72.66,28.04,0.36,0.98,68.7,14.27,3.52,2.33,-0.26,0.03,0.04,0.07,-0.03,0.01,-0.12,-0.03,-0.15,0.04,17.32,1.87,-1.73,1.82,0.39,-0.2,-1.84,0.07,-0.06,0.07,8.26,-2.08,3.66,0.11,1.11,0.98,0.04,-0.07,0.14,0.04,-0.02,-0.2,-0.22,-0.31,-0.06,-0.16,-0.65,-0.11,0.22,-0.09,-0.14,0.07,0.03,0.04,-0.09,-0.03,-0.03,-0.15,0.01,-0.12,-0.12,0,1,3,0,0,77.28,3,0.0,-35.41
2022-02-02,GM,53.5,0.42,0,52.68,56.78,57.24,56.68,58.28,1.23,56.38,56.55,61.04,56.3,51.85,49.09,56.12,59.37,52.22,2,7900000000,33584000000,3998000000,1741000000,-16000000,consumer cyclical,5401000000,33,78003000000,109379000000,33,2478000000,20067000000,89312000000,1.16,35752178391,36886433065,167315000000,67.21,28,49.24,5,17.97,0.24,0.26,67.21,28,49.24,5,17.97,0.24,0.26,57.33,13,49.24,5,8.09,0.53,0.07,67.21,28,0,47.07,163,158,20.14,0.32,0.26,0.16,0.89,0.89,1.0,1.4,2.32,0.42,46.02,108.9,46.89,1.14,-0.01,30.98,41.85,4.98,2.11,-0.21,-0.08,-0.07,0.02,-0.1,0.02,0.03,-0.08,-0.07,0.02,-11.52,-3.05,-3.77,-0.93,0.41,0.88,-0.44,0.85,-0.49,0.04,2.78,-0.19,-3.26,-0.05,0.95,1.09,-0.05,-0.12,-0.05,0.03,0.09,-0.05,-0.1,0.02,-0.0,-0.08,-0.96,-0.07,0.08,0.09,0.07,0.02,-0.08,-0.07,-0.06,-0.1,-0.08,-0.07,0.02,0.03,0.01,1,0,1,0,0,56.94,4,-0.0,0.88
