date,symbol,price,divpayout_ratio,rev_growth,to_buy
2021-06-29,TDY,418.0,0.0,0.3099159281860413,1
2021-06-29,ISRG,306.91,0.0,0.13955205146215838,1
2021-06-29,DXCM,106.7,0.0,0.13374027624901763,1
2021-06-29,ALGN,612.8,0.0,0.15787585009997399,0
2021-06-29,DIS,173.93,0.0,0.1216939071269583,1
2021-06-29,ANSS,352.53,0.0,0.215611776655813,0
2021-06-29,UA,18.54,0.0,0.09481609787393133,0
2021-06-29,FTNT,48.65,0.0,0.09462570225903703,1
2021-06-29,DOCU,284.48,-0.0,0.11669523014028778,1
2021-06-29,CRWD,257.12,-0.0,0.10890482499040637,0
2021-06-29,RCL,83.0,-0.0,2.4723855902935075,0
2021-06-29,ESTC,148.94,-0.0,0.09342885560269501,0
2021-06-29,PVH,105.0,0.0,0.1107849034728214,0
2021-06-29,RL,116.91,0.0,0.20547072730413418,0
2021-06-29,MU,82.93,0.0,0.13708820441486932,0
2021-06-29,CPRT,33.33,0.0,0.09120625462655556,1
2021-06-29,MAR,135.0,-0.0,0.357244989071308,1
2021-06-29,CCJ,19.14,-0.0,0.19545155922699226,0
2021-06-29,HLT,118.95,-0.0,0.30692977528788856,1
2021-06-29,EXPE,159.9,-0.0,0.7889015251808954,0
2021-06-29,META,351.89,0.0,0.17384736155794991,1
2021-06-29,ALK,60.13,-0.0,0.9315366539538267,0
2021-06-29,EW,103.59,0.0,0.10376107276598003,1
2021-06-29,ZS,221.44,-0.0,0.14109360479354704,1
2021-06-29,UAL,52.15,-0.0,0.6417821140211764,0
2021-06-29,GOOG,126.02,0.0,0.0908944602685482,1
2021-06-29,NET,107.6,-0.0,0.11531892078149,1
2021-06-29,HUBS,596.44,-0.0,0.12161205879090815,0
2021-06-29,SNOW,245.8,-0.0,0.20469077671650596,1
2021-06-29,MTD,1397.65,0.0,0.15312398069753894,0
2021-06-29,QRVO,195.66,0.0,0.15632330779584647,0
2021-06-29,BKNG,2172.19,-0.0,0.6143647647842344,0
2021-06-29,PANW,125.22,-0.0,0.10814999890902247,1
2023-06-08,TTD,74.54,0.0,0.2497981703459976,0
2023-06-08,NCLH,16.81,-0.0,0.2428381158528383,1
2023-06-08,LVS,57.82,0.0,0.29984193443687795,0
2023-06-08,RKLB,5.28,-0.0,0.16895286034693852,1
2023-06-08,GLBE,36.43,-0.0,0.15330587935963558,1
2023-06-08,WYNN,103.06,-0.014190723321440156,0.09922949584439106,0
2023-06-08,MELI,1209.74,0.0,0.13308283644364235,0
2023-06-08,CCL,12.75,-0.0,0.40072822742365605,1
2023-06-08,HIMS,9.15,-0.0,0.1444902242674253,0
2023-06-08,DAL,39.11,-0.0,0.20510256924812348,1
2023-06-08,AAL,15.3,0.0,0.1253874340273581,1
2023-06-08,FOUR,66.74,0.0,0.16690839086646933,0
2023-06-08,LYV,83.22,-0.0,1.1820484179951538,1
2023-06-08,MNST,57.53,0.0,0.10345561507183096,0
2023-06-08,GTLB,45.86,-0.0,0.10159764383190634,1
2023-06-08,IONQ,10.65,-0.0,0.14612546125461254,1
2023-06-08,ISRG,310.82,0.0,0.09333499903810058,1
2023-06-08,DXCM,121.13,0.0,0.16713421707005371,1
2023-06-08,ALGN,306.76,0.0,0.0975824903371195,1
2023-06-08,AZO,2360.61,0.0,0.15837262231407634,0
2023-06-08,RCL,90.24,-0.0,0.20713920601232033,1
2023-06-08,CFLT,34.77,-0.0,0.09023441698828753,1
2023-06-08,FTI,14.86,0.0,0.15128586366259322,1
2023-06-08,NRG,33.95,0.0651685393258427,1.9171566808624263,1
2023-06-08,TDG,807.0,0.0,0.10669549228601556,1
2023-06-08,MNST,57.53,0.0,0.10345561507183096,0
2023-06-08,BRZE,33.94,-0.0,0.10008329635783907,1
2023-06-08,NVR,5806.16,0.0,0.11329553132693357,0
2023-06-08,EXPE,107.67,-0.0,0.2668975629808923,0
2023-06-08,META,264.58,0.0,0.12320581858248619,1
2023-06-08,ALK,48.65,-0.0,0.2604233482589801,1
2023-06-08,MDB,374.67,-0.0,0.13205790626095798,1
2023-06-08,TXT,65.21,-0.009153318077803204,0.09788767886108193,0
2023-06-08,TMDX,80.01,-0.0,0.11830366616360988,1
2023-06-08,UAL,49.87,-0.0,0.2169465165182794,1
2023-06-08,BKNG,2647.46,0.0,0.38085919838064125,0
2023-06-08,PANW,222.82,0.0,0.142091801940017,1
2024-09-04,NCLH,17.29,0.0,0.1625122983884701,1
2024-09-04,WDC,62.95,0.0,0.09867420976220971,1
2024-09-04,LIF,37.25,-0.0,0.15826921485893936,1
2024-09-04,NVDA,106.21,-0.014820169889752394,0.14716051552261333,1
2024-09-04,ALAB,41.69,-0.0,0.346478443066562,1
2024-09-04,MELI,1991.59,0.0,0.13793292336754756,0
2024-09-04,HIMS,14.61,0.0,0.254497867102255,1
2024-09-04,AMD,140.87,0.0,0.17174491525812383,1
2024-09-04,CLBT,16.84,-0.0,0.11004666373562733,0
2024-09-04,FOUR,77.3,0.0,0.1814401551323699,1
2024-09-04,LYV,95.26,0.0,0.2923954166136638,1
2024-09-04,UAA,8.23,-0.0,0.21000413400685364,1
2024-09-04,IONQ,7.01,-0.0,0.21988125765241295,1
2024-09-04,ZETA,24.88,-0.0,0.1894142539053186,1
2024-09-04,FSLR,215.4,0.0,0.13051613123086936,1
2024-09-04,UA,7.9,-0.0,0.20988945635311992,1
2024-09-04,RCL,158.77,0.0,0.20846936664854473,1
2024-09-04,CDNS,254.13,0.0,0.13297262743544408,1
2024-09-04,MBLY,13.62,-0.0,0.0986934467867249,0
2024-09-04,EXPE,134.92,0.0,0.16366293831742015,1
2024-09-04,TMDX,150.98,0.0,0.1634140040312923,1
2024-09-04,QRVO,108.85,0.0,0.20593788012729586,0
2024-09-04,COTY,9.36,0.034055727554179564,0.2170320922191422,0
2024-09-04,CDNS,254.13,0.0,0.13297262743544408,1
2024-06-20,TTD,97.28,0.0,0.20388873830637197,0
2024-06-20,WDC,76.29,0.0,0.11142256527042685,0
2024-06-20,NVDA,130.78,-0.0065855789261474364,0.16850832847464506,0
2024-06-20,WAT,290.0,0.0,0.10151620825504067,1
2024-06-20,RKLB,4.8,-0.0,0.11041550909792831,1
2024-06-20,ALAB,63.16,-0.0,0.27709190476190476,0
2024-06-20,GLBE,31.11,-0.0,0.17243106217998264,1
2024-06-20,MELI,1585.03,0.0,0.20927496705693718,0
2024-06-20,APP,77.18,0.0,0.10990586772040388,1
2024-06-20,CCL,16.06,0.0,0.37874679908336933,1
2024-06-20,HIMS,22.39,0.0,0.1268284950091383,0
2024-06-20,AAL,11.24,-0.0,0.14089354665785706,0
2024-06-20,FOUR,70.62,0.0,0.17286719947962145,0
2024-06-20,HBI,4.66,-0.0,0.1401923618713894,1
2024-06-20,TSLA,181.57,0.0,0.10439763139117589,1
2024-06-20,LYV,92.28,-0.0,0.8464120131510553,1
2024-06-20,BSX,77.0,0.0,0.09357334311354568,0
2024-06-20,IONQ,6.8,-0.0,0.22361754001625384,1
2024-06-20,DXCM,116.07,0.0,0.13986965535129584,0
2024-06-20,ZETA,15.45,-0.0,0.13506837949937578,1
2024-06-20,FSLR,260.07,0.0,0.30461316138918887,0
2024-06-20,GEV,177.18,-0.0,0.1339300717734894,0
2024-06-20,AZO,3008.23,0.0,0.6197144844734871,0
2024-06-20,RCL,150.21,0.0,0.09705367604850305,1
2024-06-20,MBLY,26.14,-0.0,0.8379437737900924,1
2024-06-20,NVR,7514.88,0.0,0.13845471367150172,0
2024-06-20,EXPE,125.48,-0.0,0.2601862146748655,1
2024-06-20,ALK,41.34,-0.0,0.34473738953692823,0
2024-06-20,CMG,64.29,0.0,0.09866027530955962,0
2024-06-20,TMDX,144.0,0.0,0.1797853924530512,1
2024-06-20,UAL,48.9,-0.0,0.2079620571935185,0
2024-06-20,PANW,311.04,0.0,0.09557720590145113,1
2023-03-15,NCLH,12.91,-0.0,0.1609619551651285,0
2023-03-15,KMX,59.13,0.0,0.22642817190110962,1
2023-03-15,PAYC,277.88,0.0,0.21023651550069775,1
2023-03-15,LVS,53.11,-0.0,0.5922033318408627,1
2023-03-15,AAP,121.77,0.0,0.11473246114204498,0
2023-03-15,MNDY,137.46,-0.0,0.09708956279669446,0
2023-03-15,RKLB,3.92,-0.0,0.11314758777418148,0
2023-03-15,WYNN,104.86,-0.0039801302027089565,0.4656931842108975,1
2023-03-15,CCL,8.73,-0.0,0.10882709508242062,1
2023-03-15,HIMS,9.01,-0.0,0.11108252986397184,1
2023-03-15,IONQ,4.77,-0.0,0.1930067291365323,1
2023-03-15,ANET,153.8,0.0,0.2323207284869633,1
2023-03-15,S,15.54,-0.0,0.09559293446878542,1
2023-03-15,ZS,107.67,-0.0,0.1258633092837332,1
2023-03-15,TMDX,74.73,-0.0,0.551682176091625,0
2024-04-22,TTD,77.84,0.0,0.20388873830637197,1
2024-04-22,WDC,67.05,0.0,0.11142256527042685,1
2024-04-22,KMX,67.88,0.0,0.23822335270173098,1
