1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
income_grossProfit_balance_otherCurrentAssets_add,balance_totalEquity_balance_totalAssets_add,cashflow_debtRepayment_income_eps_div,income_eps_balance_netDebt_div,cashflow_dividendsPaid_balance_netDebt_div,cashflow_freeCashFlow_cashflow_otherFinancingActivites_add,income_otherExpenses_market_cap_add,income_eps_balance_totalDebt_sub,cashflow_dividendsPaid_balance_cashAndCashEquivalents_sub,cashflow_freeCashFlow_income_netIncome_add,balance_totalAssets_balance_totalLiabilities_add,balance_totalLiabilities_balance_totalEquity_sub,income_costOfRevenue_market_cap_div,balance_totalLiabilities_income_grossProfit_add,balance_totalLiabilities_income_grossProfit_div,balance_otherCurrentAssets_cashflow_otherFinancingActivites_div,cashflow_freeCashFlow_market_cap_add,market_cap_balance_otherCurrentAssets_div,cashflow_dividendsPaid_balance_totalDebt_div,balance_totalAssets_balance_totalEquity_sub,balance_netDebt_balance_totalAssets_add,balance_totalAssets_income_eps_sub,cashflow_otherFinancingActivites_cashflow_freeCashFlow_add,income_costOfRevenue_income_eps_div,income_costOfRevenue_cashflow_debtRepayment_add,balance_totalAssets_cashflow_dividendsPaid_add,cashflow_dividendsPaid_balance_netDebt_add,income_ebitda_balance_totalLiabilities_sub,balance_totalEquity_balance_cashAndCashEquivalents_sub,income_grossProfit_balance_cashAndCashEquivalents_div,balance_otherCurrentAssets_income_netIncome_div,cashflow_dividendsPaid_balance_totalAssets_div,income_costOfRevenue_cashflow_otherFinancingActivites_add,income_netIncome_income_grossProfit_div,cashflow_dividendsPaid_balance_otherCurrentAssets_div,cashflow_debtRepayment_income_costOfRevenue_add,cashflow_freeCashFlow_income_costOfRevenue_div,balance_totalLiabilities_income_netIncome_div,income_otherExpenses_income_eps_add,cashflow_otherFinancingActivites_income_otherExpenses_add,cashflow_otherFinancingActivites_income_costOfRevenue_add,cashflow_dividendsPaid_balance_netDebt_add,income_netIncome_cashflow_dividendsPaid_add,cashflow_dividendsPaid_cashflow_freeCashFlow_add,balance_netDebt_income_netIncome_sub,balance_totalAssets_income_ebitda_add,balance_totalEquity_balance_cashAndCashEquivalents_sub,income_grossProfit_balance_totalLiabilities_div,balance_totalEquity_balance_netDebt_sub,balance_totalEquity_income_costOfRevenue_add
